name,city,country,address,phone,website,openingHours,kashrut,restaurantType,category,priceRange,notes,sourceUrl,scrapedAt
"Izzy’s Smokehouse","New York","USA","660 Amsterdam Ave, New York, NY 10025.","+1 347 4250524","","ראשון-חמישי 12:00-22:00","OK","meat","","$$","מסעדת בשרים מובחרת ועטורת פרסים, עם סניפים בברוקלין, מיאמי ואפר ווסט-סייד במנהטן.","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-new-york/","2026-05-27T13:04:13.623Z"
"מלכה (אייל שני)  Malka","New York","USA","161 W 72nd St, New York, NY 10023.","+1 929 3884999","","ראשון-רביעי 17:00-22:00חמישי 17:00-23:00מוצ""ש 21:00-חצות","הרב מעלמאן (NATIONAL KOSHER SUPERVISION)","meat","","$$$","המסעדה הכשרה הראשונה של השף אייל שני בארה""ב, ממוקמת באפר ווסט-סייד, לא רחוק מלינקולן סקוור ומוזיאון הטבע. מציעה תפריט הכולל מנות טבעוניות, דגים ובשר.","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-new-york/","2026-05-27T13:04:13.623Z"
"כשר דלוקס  Kosher Deluxe","New York","USA","10 W 46th St, New York, NY.","+1 212 8696699","","שני-חמישי: 9:30-18:30שישי: טייקאווי 10:00-14:00","הרב עמרם רוט","meat","","$$","מסעדת פועלים בשרית פשוטה ופונקציונלית בלב מנהטן, ליד מרכז רוקפלר. במקום מגישים מנות מהירות כמו שווארמה כשרה, המבורגר, פלאפל ועוד במחירים נוחים.","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-new-york/","2026-05-27T13:04:13.623Z"
"פיתה גריל  Pita Grill Kosher","New York","USA","1083 2nd Ave, New York, NY 10022.","+1 212 7501122","","ראשון-חמישי: 10:00-22:45שישי 10:00-14:00מוצ""ש 19:00-1:00","OU","meat","","$$","רשת מזון מהיר בשרית עם סניף כשר באיסט סייד במנהטן, ליד הרכבל לרוזוולט איילנד.","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-new-york/","2026-05-27T13:04:13.623Z"
"סושי טוקיו  Sushi Tokyo","New York","USA","121 W 19th St, New York.","+1 212 6334330","","ראשון: טייקאווי 10:00-22:00, ארוחה במקום 11:00-22:00שני-חמישי: טייקאווי 9:00-22:00, ארוחה במקום 11:00-22:00שישי: טייקאווי 9:00-14:00.","OK","meat","","$$","רשת מסעדות סושי כשרה עם סניפים במנהטן, ברוקלין, קווינס ולונג איילנד.","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-new-york/","2026-05-27T13:04:13.624Z"
"טמפורה  Tempura NYC","New York","USA","511 9th Ave, New York.","+1 845 3271957","","ראשון-חמישי 17:00-23:00, מוצ""ש 20:30-1:00.","OK","meat","","$$","מסעדה אסייתית כשרה למהדרין (חלבית) במרכז מנהטן, באזור מידטאון ווסט.","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-new-york/","2026-05-27T13:04:13.624Z"
"תצפית אדג' Edge","New York","USA","","","https://www.tiqets.com/en/new-york-attractions-c260932/tickets-for-edge-at-hudson-yards-general-admission-p993713/?partner=metaylimbkipa","","","dairy","","","מרפסת תצפית בולטת החוצה בבנין ה- Edge אשר בהדסון יארד.","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-new-york/","2026-05-27T13:04:13.624Z"
"מסעדת חלב ודבש  Milk N' Honey","New York","USA","12 E 46th St, New York, NY.","+1 212 7644400","","ראשון-חמישי 7:00-18:00, שישי 7:00-13:30.","OU","dairy","","$$","מסעדה חלבית כשרה למהדרין במרכז מנהטן, ליד רוקפלר סנטר. מציעה מגוון סוגי פיצות, כריכים וסלטים בהרכבה עצמית, מרקים ועוד.","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-new-york/","2026-05-27T13:04:13.624Z"
"Patis Bakery","New York","USA","750 8th Ave, New York, NY.טלפון: T +1 212 6527115שעות פתיחה:ראשון-חמישי 7:00-0:00שישי  7:00-16:00","+1 212 6527115שעות פתיחה:ראשון-חמישי 7:00-0:00שישי  7:00-16:00","https://www.booking.com/hotel/us/nomo-soho.he.html?aid=1221689","ראשון-חמישי 7:00-0:00שישי  7:00-16:00","מהדרין הרב מרמורשטיין","dairy","","$$","רשת מאפיות ובתי קפה איכותית אשר מציעה מלבד מאפים ולחמים, גם מגוון כריכים, סלטים, גלידות ועוד.","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-new-york/","2026-05-27T13:04:13.625Z"
"מסעדת הביתה  Abaita","New York","USA","145 E 49th St, New York.","+1 646 8085518","","ראשון-חמישי 12:00-21:00, שישי 11:45-14:00, מוצ""ש 19:30-23:00.","OK","dairy","","$$$","מסעדה חלבית כשרה במרכז מנהטן, המשלבת את  עולם האוכל היהודי והאיטלקי. היא ממוקמת באזור מידטאון איסט.","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-new-york/","2026-05-27T13:04:13.625Z"
"Noi Due Cafe","New York","USA","491 Columbus Ave, New York.","+1 212 7122222","","ראשון-חמישי 11:00-23:00, מוצ""ש שעה אחרי צאת השבת – חצות.","OK","dairy","","$$$","מסעדה חלבית איטלקית בלב מנהטן, ליד סנטרל פארק ומוזיאון הטבע. במקום מגישים פיצה שנאפית פיצה הנאפית בתנור לבנים, ומנות חלביות כמו קרפצ'יו חציל, פסטות וכו'.","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-new-york/","2026-05-27T13:04:13.625Z"
"ג'רוזלם קפה  Jerusalem Cafe","New York","USA","7 W 36th St. Ground Floor, New York.","+1 212 3981475","","ראשון 12:00-20:00, שני-חמישי 7:30-18:00, שישי 7:30-14:30.","OK","dairy","","$$","בית קפה כשר במרכז ניו יורק, אשר מציע גם פסטות, פיצות, סלטים, טוסטים ואפילו סושי.","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-new-york/","2026-05-27T13:04:13.625Z"
"Tiberias","New York","USA","45 E 34th St, New York.","+1 212 4814222","","ראשון-חמישי 12:00-24:00, מוצ""ש שעה אחרי צאת השבת – 1:30.","OK","dairy","","$$$","מסעדה חלבית כשרה למהדרין המציעה מנות דגים, פיצות, פסטות, סלטים, סושי ועוד.","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-new-york/","2026-05-27T13:04:13.625Z"
"Modern Bread and Bagel","New York","USA","472 Columbus Ave, New York, NY.טלפון: T +1 646 7752985שעות פתיחה:ראשון-חמישי 8:00-21:30שישי  8:00-16:30","+1 646 7752985שעות פתיחה:ראשון-חמישי 8:00-21:30שישי  8:00-16:30","","ראשון-חמישי 8:00-21:30שישי  8:00-16:30","ICK הרב זאב שוורץ","dairy","","$$","מסעדת בייגלס כשרה עם תפריט ללא גלוטן, הכוללת שני סניפים במנהטן, אחד במרכז – אפר ווסט-סייד, והשני באזור צ'לסי.","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-new-york/","2026-05-27T13:04:13.625Z"
"Rosie's Pizza","New York","USA","1385 Broadway, New York, NY 10018.","+1 917 6282190","","ראשון 12:00-20:00, שני-חמישי 9:00-20:00, שישי 9:00-15:00","מהדרין CRC (התאחדות הרבנים דארה""ב וקנדה)","dairy","","$","פיצה כשרה למהדרין במרכז המידטאון במנהטן, סמוך לבריאנט פארק ולחנות הכלבו מייסיז. במקום מגישים פיצה, פלאפל, סלטים, כריכים ואפילו פיצה טבעונית.","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-new-york/","2026-05-27T13:04:13.625Z"
"בראבו פיצה  Bravo","New York","USA","378 5th Ave, New York.טלפון: T +1 212 2684499שעות פתיחה:ראשון 11:00-20:00שני-חמישי 10:00-22:00 שישי  10:00-14:00מוצ""ש 20:00-2:00","+1 212 2684499שעות פתיחה:ראשון 11:00-20:00שני-חמישי 10:00-22:00 שישי  10:00-14:00מוצ""ש 20:00-2:00","https://www.bravokosherpizza.com/","ראשון 11:00-20:00שני-חמישי 10:00-22:00 שישי  10:00-14:00מוצ""ש 20:00-2:00","OK חלב ישראל","dairy","","$$","רשת פיצריות ידועה עם שני סניפים כשרים במנהטן, אחד במרכז – מידטאון, והשני בדרום – דאונטאון.","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-new-york/","2026-05-27T13:04:13.625Z"
"Bodhi Kosher Vegetarian Restaurant","New York","USA","77 Mulberry St, New York, NY 10013.","+1 212 2332921","","שני-ראשון 11:00-21:45","CupK (הרב ישראל מאיר הלוי שטיינברגר, מונסי)","dairy","","$$","מסעדה סינית אותנטית טבעונית וכשרה באזור צ'יינהטאון בדרום מנהטן.","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-new-york/","2026-05-27T13:04:13.626Z"
"פלאפל מוישה Moshe’s falafel - הפודטראק הכשר היחיד במנהטן","New York","USA","1411 Broadway, New York, NY.טלפון: T +1 917 540-5717שעות פתיחה:ראשון-חמישי 11:00-17:00","+1 917 540-5717שעות פתיחה:ראשון-חמישי 11:00-17:00","https://www.booking.com/hotel/us/the-iroquois-new-york.he.html?aid=1221689&label=kosherest","ראשון-חמישי 11:00-17:00","ועד הרבנים קווינס","dairy","","$","פודטראק כשר למהדרין עם שני סניפים במרכז מנהטן: אחד ליד הטיימס סקוור, והשני קרוב יותר למרכז רוקפלר.","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-new-york/","2026-05-27T13:04:13.626Z"
"מחיר אטרקטיבי, ותמורה מעולה למחיר","New York","USA","","","https://www.booking.com/hotel/us/hyatt-place-new-york.he.html?aid=1221689&label=kosherest","","","dairy","","$","מלון MOXY NYC Times Square – מלון חדש ועדכני במיקום מעולה מרכז מנהטן ובמחיר סופר אטרקטיבי! צוות אדיב ומסייע. רבע שעה מבית חב""ד. החדרים קטנים מאד, אבל למי שרוצה לחסוך ועדיין לשהות במלון חדש ונקי זו אופציה מצוינת, ומלבד זאת אפשר גם להזמין חדר גדול יותר בתוספת תשלום.","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-new-york/","2026-05-27T13:04:13.627Z"
"תצפית סאמיט SUMMIT ON VANDERBILT","New York","USA","","","https://metaylimbkipa.com/a-week-in-new-york/","","","dairy","","$","הביקור במקום הוא חוויה רב חושית מדהימה, משחק של מראות והשתקפויות אינסופיות מול נופי מנהטן.","https://metaylimbkipa.com/kosher-restaurants-abroad/kosher-restaurants-in-new-york/","2026-05-27T13:04:13.627Z"
