id,final,source,old_name,google_name,name_sim,distance_m,business_status,food_signal,google_primary_type,google_phone,google_rating,has_photo,old_address,google_address,llm_verdict,llm_conf,llm_reason,google_maps_uri
1254,flagged,rule,ביגה,ביגה אשקלון,1.000,4680,CLOSED_PERMANENTLY,food,restaurant,050-973-0777,3.8,yes,"שד' חיים בר לב, אשקלון, Israel","Globus Center, Ashkelon, Israel",,,,https://maps.google.com/?cid=16968572258699186384&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
8,verified,llm,פטרוזיליה,Petrozilia,0.714,1641,OPERATIONAL,food,restaurant,03-516-2468,4.4,yes,"תל אביב, Israel","מתחם שרונה, Aluf Kalman Magen 3, Tel Aviv-Jaffa, Israel",yes,0.92,Name matches (פטרוזיליה/Petrozilia - Hebrew/English transliteration). A has city-only address; B is in same city (Tel Aviv) at a known shopping complex (מתחם שרונה/Sharona complex). Unique restaurant name + same city + food business = match despite distance. Large distance likely due to A's imprecise city-level address.,https://maps.google.com/?cid=10868486881494552960&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
2705,verified,regular,המשבעה,המשבעה - כשר למהדרין - שווארמה גריל ישראלי,1.000,69,OPERATIONAL,food,restaurant,04-672-2523,4.6,yes,"העמקים 100, טבריה, Israel","335 St, Tiberias, Israel",,,,https://maps.google.com/?cid=18439276230407005071&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
3271,verified,regular,פיצה שמש,פיצה שמש רמלה יוספטל 31,1.000,100,OPERATIONAL,food,pizza_restaurant,08-663-9243,4.3,yes,"יוספטל גיורא 31, רמלה, Israel","Shoping Center, Yoseftal St 31, Ramla, 7224531, Israel",,,,https://maps.google.com/?cid=11371478794915159041&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
6245,flagged,rule,גיא הקונדיטוריה,גיא הקונדיטוריה,1.000,56,CLOSED_PERMANENTLY,food,bakery,09-955-0757,4.4,yes,"בן גוריון 2, הרצליה, Israel","Ben Gurion Blvd 2, Herzliya, Israel",,,,https://maps.google.com/?cid=7348321442560238456&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
2297,flagged,llm-no,אל-קפה L-CAFE,Cafe Cafe,0.111,10,OPERATIONAL,food,cafe,04-678-9220,4.1,yes,"הנשיא 4, קניון נחמיה, קריית שמונה, Israel","קניון נחמיה, Kiryat Shmona, Israel",no,0.85,"Names don't match (אל-קפה L-CAFE vs Cafe Cafe). Despite shared shopping mall location (קניון נחמיה) and close distance, the distinct names suggest different establishments. L-CAFE appears to be a specific brand while Cafe Cafe is generic.",https://maps.google.com/?cid=15743442153558027603&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
5938,verified,regular,Big Ben Pizza חדרה,פיצה ביג בן חדרה,1.000,171,OPERATIONAL,food,pizza_delivery,077-204-0977,4.4,yes,"התנאים 1, חדרה, Israel","HaTana'im St 1, Hadera, 3832301, Israel",,,,https://maps.google.com/?cid=1380945828913023945&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
2732,flagged,rule,אחוזת סימיטה,אחוזת סימיטה,1.000,42,CLOSED_PERMANENTLY,food,restaurant,04-959-2261,4.4,yes,"המלאכה 6, קניון דרכים יקנעם, Israel","HaMelacha St 1, Yokne'am Illit, Israel",,,,https://maps.google.com/?cid=17768987631339822074&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
6745,uncertain,llm-uncertain,רובידה מעדנייה,Rubida,0.333,620,OPERATIONAL,food,restaurant,08-623-9864,4.6,yes,"המייסדים 6, מזכרת בתיה","Ha-Meyasdim St 8, Mazkeret Batya, Israel",uncertain,0.65,"Name matches (Rubida = רובידה transliteration), city and street align (Ha-Meyasdim/המייסדים), but house numbers differ significantly (6 vs 8) and distance is 620m, which is substantial. The house number discrepancy and distance could indicate different locations on the same street or data errors, but cannot confirm with certainty.",https://maps.google.com/?cid=9977488041710102070&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1931,verified,llm,חלבילי,חלבילי,1.000,2313,OPERATIONAL,food,cafe,054-302-4906,4.6,yes,"יוסף בן מתתיהו 76, אוניברסיטת בן-גוריון בנגב, באר שבע, Israel","Yosef Ben Matityahu St 76, Be'er Sheva, Israel",yes,0.95,"Identical unique business name (חלבילי). Same street (Yosef Ben Matityahu) and house number (76) in Be'er Sheva. Large distance (2313m) likely due to coordinate errors in our database, but street address and name match perfectly. This is a strong match.",https://maps.google.com/?cid=5597582269249346364&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
3921,flagged,rule,קפה יודלה,קפה יודלה,1.000,1137,OPERATIONAL,food,cafe,,,no,"מצדה (כנרת) 9, פרדס כץ, בני ברק, Israel","Kinneret St 9, Bnei Brak, Israel",,,,https://maps.google.com/?cid=16030805604519359958&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
4669,flagged,rule,לה פרוטריה של איציק מיציק,לה פרוטריה - La Fruiteria,0.600,1,CLOSED_PERMANENTLY,food,vegan_restaurant,054-620-0255,4.9,yes,"המלך ג'ורג' 87, תל אביב, Israel","King George St 87, Tel Aviv-Yafo, Israel",,,,https://maps.google.com/?cid=6927946304165774140&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
5659,no_match,llm-no,גולדות,Golda,0.500,1758,OPERATIONAL,food,ice_cream_shop,08-618-0560,4.6,yes,"הרצל 208, רחובות, Israel","Herzl St 35, Rehovot, 7656004, Israel",no,0.85,"Same city (Rehovot) and street (Herzl), but house numbers differ significantly (208 vs 35) with large distance (1758m). Names appear related (Golda/Goldes) but addresses are too far apart to be the same physical business.",https://maps.google.com/?cid=14611628832117407085&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
3985,verified,regular,קפה בראלי,קפה בראלי,1.000,22,OPERATIONAL,food,cafe,03-699-0349,4.3,yes,"בראלי 18, צפון תל אביב, Israel","Bareli St 18, Tel Aviv-Yafo, Israel",,,,https://maps.google.com/?cid=17757814611598774557&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
4868,verified,regular,"אינגליש קייק בע""מ",English cake,0.667,51,OPERATIONAL,food,bakery,052-968-7205,4.2,yes,"פארן 15, ירושלים, Israel","15 Faran St, Ramat Eshcol, Jerusalem, Jerusalem",,,,https://maps.google.com/?cid=17749469704516039324&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
5931,verified,regular,קרייזי פיצה החדש נתניה,קרייזי פיצה דורה נתניה,0.765,89,OPERATIONAL,food,pizza_restaurant,09-770-6077,4.2,yes,"וינר נחמה 9, נתניה, Israel","Nehama Wiener St 9, Netanya, 4245403, Israel",,,,https://maps.google.com/?cid=3335825114626377724&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
2478,verified,address-first,מירו בשרים,מירו גריל בשרים,1.000,663,OPERATIONAL,food,steak_house,04-657-7776,4.3,yes,"העצמאות 27, קרית אתא, Israel","Ha-Atsma'ut St 60, Kiryat Ata, Israel",,,,https://maps.google.com/?cid=12011944309214611924&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
5983,flagged,rule,ריבר נודלס בר,ריבר נתניה כשר,0.600,80,CLOSED_PERMANENTLY,food,asian_restaurant,09-760-6500,4.1,yes,"הצורן 4, נתניה, Israel","Ha-Tsoran St 4, Netanya, Israel",,,,https://maps.google.com/?cid=17810978715570358663&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
4097,no_match,rule,מאניטה,Anitta Cohen Miller Street,0.143,7784,,other,,,,no,"האלמוגים 22, ראשון לציון, Israel","Anitta Cohen Miller St, Tel Aviv-Yafo, Israel",,,,https://maps.google.com/?cid=8354382657672994141&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
5201,flagged,rule,BATA,Hillel St 23,0.000,52,,other,premise,,,no,"הלל 23, ירושלים, Israel","Hillel St 23, Jerusalem, 9458123, Israel",,,,https://maps.google.com/?cid=4177262908054273692&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
4046,verified,regular,הירקון 99,HaYarkon St 99,0.800,44,,other,premise,,,no,"הירקון 99, תל אביב, Israel","HaYarkon St 99, Tel Aviv-Yafo, Israel",,,,https://maps.google.com/?cid=15658091017148629101&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
4877,verified,regular,מסעדת תמנע,מסעדת תמנע 'רמדה',1.000,67,OPERATIONAL,food,restaurant,055-723-2634,4.1,yes,"וילנאי 6, ירושלים, Israel","Jerusalem, Israel",,,,https://maps.google.com/?cid=11355359953637922609&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
6208,verified,regular,רימיני,רימיני&וואפלס,1.000,15,OPERATIONAL,food,cafe,,3.8,no,"קראוזה 5, נתניה, Israel","מדרחוב קראוזה 5 ,מתחם אסטרל נתניה IL, Netanya, 4240117, Israel",,,,https://maps.google.com/?cid=13630935979297419105&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
6138,no_match,no-candidate,בא לי סמי,,,,,,,,,,"הקדר 46, נתניה, Israel",,,,,
3598,verified,regular,קייטרינג פודיז,קייטרינג פודיז,1.000,53,OPERATIONAL,food,catering_service,052-260-3418,5,no,"תושיה 18, תל אביב, Israel","Tushiya St, Tel Aviv-Yafo, Israel",,,,https://maps.google.com/?cid=17249114330956868630&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
2330,no_match,llm-no,השיפודיה,שיפודי אפשרון,0.455,2247,OPERATIONAL,food,restaurant,04-810-5657,4.8,yes,"בן גאון דוד 33, נהריה, Israel","Sderot HaGa'aton 16, Nahariya, Israel",no,0.95,"Different business names ('השיפודיה' vs 'שיפודי אפשרון'), different streets (Ben Gaon David vs HaGa'aton), 2.2km apart. While both are skewer/grill restaurants (שיפודי means skewers), the significant distance and distinct names indicate separate businesses.",https://maps.google.com/?cid=3040197930024321923&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1509,flagged,rule,טאץ' בורגר,טאצ׳ בורגר,1.000,457,CLOSED_PERMANENTLY,food,restaurant,08-922-2267,4.5,yes,"יוסף סמלו 9, נתיבות, Israel","Yosef Samelo St 9, Netivot, Israel",,,,https://maps.google.com/?cid=13555021330788387222&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
5827,no_match,llm-no,באפלו,Buffalo,0.250,13286,OPERATIONAL,food,restaurant,09-740-6711,4.7,yes,"גיבורי ישראל 40, נתניה, Israel","Ben Gurion Blvd 12, Herzliya, 4678509, Israel",no,0.95,"Different cities (Netanya vs Herzliya), different streets (Giborei Israel vs Ben Gurion Blvd), and 13km distance. Despite matching names (Buffalo/באפלו), the addresses are clearly different locations.",https://maps.google.com/?cid=2935872131398207054&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
2104,verified,llm,רפאלו קריית ביאליק,Raffaello,0.200,2318,OPERATIONAL,food,italian_restaurant,04-877-4367,4.3,yes,"דרך עכו 192, קניון הקריון, קריית ביאליק, Israel","קניון קריון, דרך עכו 192, קריית ביאליק, Israel",yes,0.95,"Name matches (רפאלו=Raffaello), same shopping mall (קניון הקריון/קניון קריון), same street (דרך עכו 192), same city. Distance likely due to coordinate approximation at mall location. Unique name and address alignment confirm same physical business.",https://maps.google.com/?cid=7184976976306693063&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
5500,verified,regular,פינת הבילויים,פינת הבילויים,1.000,90,OPERATIONAL,food,bakery,08-660-8377,4.7,yes,"שכביץ 1, גדרה, Israel","Shkhevits St 1, Gedera, Israel",,,,https://maps.google.com/?cid=6720106949497318500&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
3500,uncertain,llm-uncertain,ג'אפו,"טוקיו סושי, בורסת היהלומים",0.053,15,OPERATIONAL,food,asian_restaurant,054-298-8099,4.1,yes,"תובל 19, מתחם הבורסה, רמת גן, Israel","Tuval St 21, Ramat Gan, Israel",uncertain,0.65,"Names differ significantly (ג'אפו vs טוקיו סושי) - not translation/transliteration. Same street (Tuval/תובל) and city (Ramat Gan), both in diamond exchange complex area, but house numbers differ (19 vs 21). Could be adjacent businesses or data errors. Name mismatch prevents high confidence.",https://maps.google.com/?cid=6340235902011522670&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
2425,verified,llm,לחם ארז,Lehem-Erez,1.000,2415,OPERATIONAL,food,deli,04-812-2443,3.5,yes,"דרך שמחה גולן 54, גרנד קניון חיפה, Israel","עופר גרנד קניון, דרך שמחה גולן 54, חיפה, Israel",yes,0.95,"Same unique business name (לחם ארז = Lehem-Erez, transliteration match), identical street address (דרך שמחה גולן 54), same city (חיפה/Haifa), both in Grand Canyon mall. Distance discrepancy likely due to coordinate calculation variance within same mall complex.",https://maps.google.com/?cid=7112713239098694881&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
4743,verified,llm,הרווי'ס,Harvey's Smokehouse,0.444,9,OPERATIONAL,food,restaurant,02-624-6444,4.4,yes,"יפו 33, ירושלים, Israel","Jaffa St 33, Jerusalem, Israel",yes,0.98,"Unique name match (הרווי'ס = Harvey's), identical street (Jaffa/יפו) and house number (33), same city (Jerusalem). Minor distance variation (9m) is negligible.",https://maps.google.com/?cid=15465887612151932382&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1663,uncertain,llm-uncertain,קפה קפה,"קפה קפה, דימונה",0.167,1384,OPERATIONAL,food,cafe,08-669-8040,3.5,no,"שד' יגאל אלון 31, דימונה, Israel","Sderot Yig'al Alon 31, Dimona, Israel",yes,0.95,"Identical street address (Sderot Yig'al Alon 31, Dimona) and matching business name. Distance discrepancy (1384m) is likely a GPS/data error rather than a true location mismatch, as the street/house number are exact matches.",https://maps.google.com/?cid=1042881775376232458&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1715,flagged,llm-no,מסעדת העוטף,פיצת העוטף,1.000,751,OPERATIONAL,food,italian_restaurant,,1,no,"ישע, Israel","מרווה, Mivtahim, Israel",no,0.85,"Different cities (Ishaa vs Mivtahim, 751m apart) and different business types (restaurant vs pizza shop). Names share 'Ha'Otef' but addresses don't align sufficiently to confirm same physical location.",https://maps.google.com/?cid=11402766772694617217&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
6946,uncertain,llm-uncertain,הלוטוס,הלוטוס עכו,1.000,1346,OPERATIONAL,food,restaurant,050-848-5068,4.6,no,"ההגנה 36, עכו","10 31, Acre, Israel",uncertain,0.45,"Same unique name (Lotus in Hebrew) and same city (Acre/עכו), but addresses don't match: A lists 'ההגנה 36' while B shows '10 31' with 1346m distance. Address data may be corrupted/wrong in one or both systems, making definitive matching difficult.",https://maps.google.com/?cid=17802133402776070001&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1274,flagged,rule,פיצה דון פדרו,פיצה דון פדרו אשדוד pizza don pedro,1.000,208,CLOSED_PERMANENTLY,food,pizza_restaurant,08-855-0042,4.1,yes,"שבט לוי 14, אשדוד, Israel","Shevet Levi St 14, Ashdod, Israel",,,,https://maps.google.com/?cid=11508468365132671515&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
3405,verified,llm,צ'יינה טאון,China Town,0.429,777,OPERATIONAL,food,asian_restaurant,03-618-6101,3.1,yes,"דרך אבא הלל סילבר 301, קניון איילון, רמת גן, Israel","קניון איילון, דרך אבא הלל 301, רמת גן, 5259408, Israel",yes,0.95,"Hebrew-English translation match (צ'יינה טאון = China Town). Same mall (קניון איילון/Ayalon Mall), same street (דרך אבא הלל סילבר), same house number (301). Distance discrepancy (777m) likely due to coordinate placement variance within the mall. Unique restaurant name with clear translation confirms match.",https://maps.google.com/?cid=9449500353235291583&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
6672,flagged,llm-no,BIGA לה פארק חולון,Biga קניון עזריאלי חולון,0.667,615,OPERATIONAL,food,restaurant,03-729-7896,3.4,yes,"גולדה מאיר 7, חולון","Golda Me'ir St 7, Holon, Israel",no,0.85,"Both listings are at Golda Me'ir 7, Holon with matching street address, but they refer to different physical locations of the same chain: A is at 'La Park' shopping mall while B is at 'Azrieli' mall. Different malls = different branches.",https://maps.google.com/?cid=717684721635642318&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
6029,no_match,llm-no,לה פיצה,פיצה צ׳יז רעננה,0.143,1059,OPERATIONAL,food,pizza_restaurant,09-745-4302,5,yes,"אחוזה 84, רעננה, Israel","Ahuza St 106, Ra'anana, Israel",no,0.85,"Different business names ('La Pizza' vs 'Pizza Chiz') and significant address mismatch (house 84 vs 106 on same street, 1km apart). While both are pizza restaurants on Ahuza St in Ra'anana, the distinct names and notably different house numbers suggest two separate establishments.",https://maps.google.com/?cid=14794429207029883987&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
6692,verified,address-first,Rizz Burger,ריז בורגר Rizz Burger | גבעת שאול,1.000,3461,OPERATIONAL,food,hamburger_restaurant,073-324-9829,4.7,yes,"כנפי נשרים 13, ירושלים","Kanfei Nesharim St 13, Jerusalem, Israel",,,,https://maps.google.com/?cid=10764982238176377896&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
5162,no_match,llm-no,מכמורת,טיילת החומות הדרומית והצפונית,0.174,520,OPERATIONAL,other,museum,02-627-7550,4.4,yes,"התות 7, ירושלים העתיקה, Israel","שער יפו, ירושלים",no,0.95,Different businesses: 'מכמורת' (Machmoret - a food restaurant) vs 'טיילת החומות' (Walls Promenade - a tourist walking path/attraction). B is not a restaurant but a public walkway/promenade. Different addresses and different types of establishments.,https://maps.google.com/?cid=9948553330649632194&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
2757,flagged,llm-no,פיצריה,פיצה מאנצ׳ קרית חיים,0.444,152,OPERATIONAL,food,pizza_restaurant,04-840-8140,3.8,yes,"אח""י אילת 9, קריית חיים, חיפה, Israel","Sderot Achi Eilat 55, Haifa, Israel",no,0.85,Different house numbers (9 vs 55) on same street. Generic name 'פיצריה' (pizzeria) without unique identifier. 152m distance is significant for precise address matching. Google listing has a specific brand name 'פיצה מאנצ׳' while ours is just 'pizzeria' - suggests different businesses.,https://maps.google.com/?cid=14750588748124037124&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
3659,verified,regular,סבתא לינה,סבתא לינה,1.000,14,OPERATIONAL,food,restaurant,054-686-8606,4.6,yes,"העלייה השנייה 43, אזור, Israel","Ha-Aliya ha-Shinya St 43, Azor, 5800239, Israel",,,,https://maps.google.com/?cid=8512153674440482016&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
4214,no_match,llm-no,פרדיסו paradiso,Paradiso del gelato,0.500,1546,OPERATIONAL,food,ice_cream_shop,053-731-1909,4.7,yes,"אלוף אלברט מנדלר 9, תל אביב, Israel","Beitlehem St 3, Tel Aviv-Yafo, Israel",no,0.95,"Different street addresses (Aluf Albert Mandler St vs Beitlehem St) with 1546m distance. Names differ significantly (Paradiso vs Paradiso del gelato). While both contain 'Paradiso', the distinct locations and name variation suggest different businesses.",https://maps.google.com/?cid=1531544082245294597&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1229,verified,address-first,אושי אושי,אושי אושי דימונה,1.000,618,OPERATIONAL,food,sushi_restaurant,08-651-5050,4,yes,"דימונה, Israel","דימרי סנטר, דימונה, Israel",,,,https://maps.google.com/?cid=13742025710234946586&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
