id,final,source,old_name,old_address,old_lat,old_lng,google_place_id,google_name,google_address,google_lat,google_lng,name_sim,distance_m,business_status,food_signal,google_primary_type,google_types,google_phone,google_rating,rating_count,opening_hours,has_photo,photo_name,photo_attribution,llm_verdict,llm_conf,llm_reason,google_maps_uri
1300,flagged,rule,פיצה לוצה,"נווה, Israel",31.1620776,34.3300605,ChIJHzmSRJ3t_RQRZhhgegsEsiQ,פיצה לוצה,"יישוב נווה ד.נ נגב נווה, Neve, 85485, Israel",31.1610208,34.3276997,1.000,254,CLOSED_PERMANENTLY,food,pizza_restaurant,pizza_restaurant;restaurant;food;point_of_interest;establishment,077-450-9491,4.4,23,,yes,places/ChIJHzmSRJ3t_RQRZhhgegsEsiQ/photos/AaVGc3n3WElvAMuyDRcHYxZB8dc_nnCNJ-0TFI6reGLrYPiYCRaM8G9UIj5mwnBdXOOngZYHe0HWCdY7PiMdN4dldK0zRV1nbA0qdpI8gZcLKfgIKGtaSh1UCzmP1BeFhnOy_ccrUAAg1TiNtJrIx0DHXjb32OVM1NM4lJMkiaoCBeM3ZC9bCiQJXicOWYMfSrr9v2s3XHrEvl23UTH4v4OtAaa2Pbve4pS_5rJNPHVhac5kPsTlbOk07tkTI0pfQlmz18egKHTJyt3SgYOCepbECe29tTTI1B03ZKkKowQxOX4eERSPHArZRmaSggXm3EBuW-UMkmzEcZXaPZ-Ak0X-_TA_B77bA1fpbn9rRPJtm_MoB-FntRF13i5XTIo0KKpN4yljLLPmaUi21wd4L9hoLLaRno-ca7qbOIpJk69GyQU_6Q,פיצה לוצה,,,,https://maps.google.com/?cid=2644180378564171878&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1301,no_match,nonfood-reject,הסוד,"שדרות תמר 1, להבים, Israel",31.3723843,34.8020068,ChIJqXbGAtNhAhURVLgeNA6tJuk,דואר ישראל,"Sderot Tamar 1, Lehavim, 8533800, Israel",31.372795900000003,34.816304099999996,0.143,1358,OPERATIONAL,nonfood,post_office,post_office;government_office;finance;service;association_or_organization;point_of_interest;establishment,,3.6,22,Monday: 10:00 AM – 6:00 PM | Tuesday: 8:00 AM – 2:00 PM | Wednesday: 8:00 AM – 2:00 PM | Thursday: 8:00 AM – 2:00 PM | Friday: Closed | Saturday: Closed | Sunday: 8:00 AM – 2:00 PM,yes,places/ChIJqXbGAtNhAhURVLgeNA6tJuk/photos/AaVGc3nU0wha38LLVEj6TMAtHu62ZXteEZRmyP7PPb6nc9lbgA87GgWc4cVnvYDkYPxxgLAg-zGDszcH_lWZvEX3bd2yCr8-ZuhmilLY_lapGNHmhjLpXGir2qteXt_DrFsIW1lMtRZwET1q3ze9KK9Ra_yRWo8Z2NQ8WfY6CsTXQONcvKwFYdk0rC9VmXHgR0Jy7UQRSCKBeGgwc1TymWrEQjHpP5sx24zCDkk5w3eQUGG19YWfTwG7ylYRj8X5MYoTFsQkaRwXmc7MxUEaIKIIMT2wGw8GFWgkYesTVSG8F-cTZlP9fWrikvVZTxoLKfxKtR1Yzzo5MlR2LLSbWBG8c1vioBxWnYTqLizAO7Cs-KVSHueiTq_rMXRnRM4AIR9Uk8dQLJr9GJLM2-OjUJzSmEOKNKXBIlSirntCj4rX8f8JWrVL,Alexander Apanansky,,,,https://maps.google.com/?cid=16800305736467789908&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1302,verified,regular,גן עדן,"קהילת מילנו 55, שדרות, Israel",31.5223933,34.606562,ChIJf9_ti6iGAhUR8rUBne8Skeo,מסעדת גן עדן,"Kehilat Milano St, Sderot, Israel",31.522175399999995,34.6071099,1.000,57,OPERATIONAL,food,restaurant,restaurant;food;point_of_interest;establishment,08-689-8266,3.8,176,Monday: 8:30 AM – 2:00 PM | Tuesday: 8:30 AM – 2:00 PM | Wednesday: 8:30 AM – 2:00 PM | Thursday: 8:30 AM – 2:00 PM | Friday: Closed | Saturday: Closed | Sunday: 8:30 AM – 2:00 PM,yes,places/ChIJf9_ti6iGAhUR8rUBne8Skeo/photos/AaVGc3lGzIyBX3ufjQ478P62AZydp6cIYY92tl6n_bgvhXrCZvEPWYWG9krRWED254jJCa8jE4s8rIG3at5SECeJqKrCQLvtS17LfDdfPxdjQTm4t4FBGg5yBm6FG-4hlSy8W2qher7b6A-axgxL5FfM5rJG5zDsRrFGbf6nWQz2dMY_ockDjegDxdIcC9iXar1tTLfCHnt_VTnnu0DiIbHeBWSKjk4FtCiL-XGowZURmX2Qe_v1DcBngkBFrhgKFNlTdfgOYPItZBOL4nW7nIaw1UR5p43GhsgFEGdzYuLaeg7QhwwpXLxo8NJNGDO9tg2EWuZXEXrYg6x52i344DtnNdnBzKpmqrlfbjHszeBY6k6ai8bS254SPOmGRmlBF8nwy__YS7WML3g9DenWQII7MIVKCWsA9i8eaSRk9pgR6d_4mQ,Lior Aviv,,,,https://maps.google.com/?cid=16902311696838800882&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1303,flagged,rule,גרין פלאפל,"נחל לכיש 21, אשדוד, Israel",31.787049,34.6337135,ChIJJ--feVCiAhURu4lYTWM2Ts8,גרין פלאפל,"Nakhal Lakhish St 21, Ashdod, Israel",31.7878701,34.6326682,1.000,135,CLOSED_PERMANENTLY,food,middle_eastern_restaurant,middle_eastern_restaurant;restaurant;food;point_of_interest;establishment,08-867-8870,4.4,66,,yes,places/ChIJJ--feVCiAhURu4lYTWM2Ts8/photos/AaVGc3lWbB-pUwpHWKWx45E2mBu67AwhUSLr51pdx-QENtoVNO6tkZSyQRGnUAVDOz2j8sUwocLRhJJOt3m4r4u1FrehtCC5IHl-iPm-f8RsOPWTL1903dtWomhYyNSMWCbti23il29DjyMWhgH5mtAJ9PQBfsNhpBn4bGioJPx3QdG226fiBbLxxN8JjYIgppg4ZDnxYaz9XIUb9zDKJU5Qvgd_O4Vc67BGtxTl32_IH6er5DAnmRMDpwHBHlvH5P0bmu_NHF3wl2AGHGs5D-E7Ue2ZG18v1wiqy76OOKSv0j0jiZYkEq0v_cMIj1CGIRPLmMlAlKn07C-A5ssnspKUIgm4LNYV6LM_FCg-3pMYHIiWnycoCE46EYvUSebT042fl0x4XrUTrGF2zMO-NDkrt5z4xthO7llmxyPjX4c8LkCtmw,דניאל אוזן,,,,https://maps.google.com/?cid=14937936814161824187&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1304,uncertain,llm-uncertain,פיצה פרגו,"אנפה 1, אילת, Israel",29.5544355,34.9444228,ChIJqQhknxxyABURpV9O3kLGaws,Pizza Fargo,"מרכז מור, Anafa 1, Eilat, Israel",29.5540069,34.945511599999996,0.500,116,OPERATIONAL,food,pizza_restaurant,pizza_restaurant;pizza_delivery;meal_delivery;food_delivery;meal_takeaway;restaurant;food;point_of_interest;establishment,08-853-0044,4,231,"Monday: 11:00 AM – 12:00 AM | Tuesday: 11:00 AM – 12:00 AM | Wednesday: 11:00 AM – 12:00 AM | Thursday: 11:00 AM – 12:00 AM | Friday: Closed | Saturday: 8:15 – 11:00 PM | Sunday: 12:00 – 2:00 AM, 11:00 AM – 12:00 AM",yes,places/ChIJqQhknxxyABURpV9O3kLGaws/photos/AaVGc3nLI5tcFLByCIdXlqepYp6pJQeGZUb5xq9NsyPYjpHPWaklto1w8-mQTdMv8uaOwrAJ00ZgZZHiEdvXx_G9ypgiIAJ_3vxMK6EL5C0LHaBMOvBqhlDy-NAyyXHW6tgK05lN8NDeUyuSrbntJmfywPEJe0oEZmRLHpeJMOh27HhvGsgE2mcY_RLLd28g3kaxUspgXnDYVhqC-wcgt7YKwhaiQegR3YbrBB4IBTNe9FpIiBp5gBkTgaeSVnuuA4FNVJfErZuAZ_b_RPRE6xmx68CUzyrFpo1GglwH38l1OlhCU1TpzpRdSCRNgsCllPKZA5s9Z8SDx-oJSi40BGkE6TJ4Y5tYzQmJhyedOxCrStVRKkU3ra42LqebDvGhC33hyB1K8tjhTrlMgqstXtzzxqJOGJicBlKBVd4QByJVFMi3ONBG,מאיה רובין,yes,0.95,Name matches exactly (Hebrew 'פיצה פרגו' = English 'Pizza Fargo'). Same street (Anafa/אנפה) and house number (1) in Eilat. Distance of 116m is acceptable given location detail variations (מרכז מור shopping center reference). Chain restaurant with clear address alignment.,https://maps.google.com/?cid=822969347425066917&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1306,flagged,rule,דיינר 24,"דימונה, Israel",31.0686612,35.0366482,ChIJ0TvBYhNGAhURAa3zQLrl83A,דיינר 24 - Diner 24,"Dimona, Israel",31.0618078,35.0187841,1.000,1864,CLOSED_PERMANENTLY,food,restaurant,restaurant;food;point_of_interest;establishment,08-628-3510,3.1,7,,yes,places/ChIJ0TvBYhNGAhURAa3zQLrl83A/photos/AaVGc3nlXcCXRGfeZ87nze3ZT-WFxtOQ62LIa3RsT6xQw3BNofeeHHeLyW-7VIUgT7nMRxhN222HECbf9uVA5KJLEtZAW7hpkd3GVO7yx2sbTJFKbCeJlKE-iQxZ-t-mwe7utD8gGCEKGQ8oJg_CKz_UjgUIjf0iPpTxoIWhHJUBidKScpN0kjzMcisZ-A2rt-PI2WiuX5KEFK3XuiDEorYdqiQFqUDKL9LCY0hj6WKm5DOr9mN4sFbj7ksjyu6t6Dm5SLQR9XVnc-xlLQMyavQZIDwneXppJdVmK8ihvhhOBOPaa04WsALxAjF8f_jvo2qgk5HXo1HgAECu45XsJfzmtZcpXZl3-ptB5rKtMSpV6k2HakKzIWM0tmSCuGgFFK1YF3hte2j4FSpE_JcK7uW6DGNEASPXqRux3TYiKxxit7Jwtv5v,Alon Costo,,,,https://maps.google.com/?cid=8139101539705007361&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1307,verified,regular,בית הפול והשווארמה דימונה,"שד' הרצל, דימונה, Israel",31.068478,35.031884,ChIJlXgiogZGAhURN39viCkTuJA,בית הפול והשווארמה - דימונה תחנה מרכזית | חומוס | פלאפל | סביח | שניצל | שווארמה | משלוחים,"Sderot Golda Me'ir, Dimona, Israel",31.068016,35.0322341,1.000,61,OPERATIONAL,food,restaurant,restaurant;food;point_of_interest;establishment,08-655-0794,4.4,528,Monday: 9:30 AM – 8:00 PM | Tuesday: 9:30 AM – 8:00 PM | Wednesday: 9:30 AM – 8:00 PM | Thursday: 9:30 AM – 8:00 PM | Friday: Closed | Saturday: Closed | Sunday: 9:30 AM – 8:00 PM,yes,places/ChIJlXgiogZGAhURN39viCkTuJA/photos/AaVGc3kqPOJWiyrK8tQ5oN-XUbMW8PLPSsrzAkRCMhhGiokjZK8ZokdxW0IMRHC9b0mK3wZIwsulLOittkssnmPis6C6hZTQ_BkAub08JFeKjNvP_RepUD_byhRqAGeT2ugtJaP9iO3n-wrk3SvYwfgsuKtdZSh5EIGwHqIhvUiZ-ly-ITDOSn4tKHcpYHPlA46PETBmsk6RMvFgn4z5brgqZ3N8-6wCcy8BWVadOSdf-yaRd3RbNFYBuy12I3g7te-pH2_wUrM9I8XPRse0oKM-Db7l9angKmNEyYaZGLtZL6CXXLamb6dFwp6YTPNCNBTc4nFqHY7gfVt7-avMVuIthpPdfdUhXGFOf9XMdcHivJaB8E_tEj-ZSNpiGf2YuE5iMke9Q7BnQyTMSK0-UFX8lHGpVCN7Q5YSBhU4a38i6Fey4A,יקטרינה ספינו,,,,https://maps.google.com/?cid=10428106006279978807&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1308,uncertain,llm-uncertain,הסושיה,"שד' יצחק רגר 2, קניון הנגב, Israel",31.2457442,34.7925181,ChIJo1dHNchnAhURfvQnBWdM_xE,אושי אושי באר שבע,"קניון הנגב, Yitzhack I. Rager Blvd 2, Be'er Sheva, Israel",31.2438875,34.794681499999996,0.455,291,OPERATIONAL,food,asian_restaurant,asian_restaurant;restaurant;food;point_of_interest;establishment,08-611-8888,2.7,137,Monday: 10:00 AM – 11:00 PM | Tuesday: 10:00 AM – 11:00 PM | Wednesday: 10:00 AM – 11:00 PM | Thursday: 10:00 AM – 12:00 AM | Friday: 10:00 AM – 3:30 PM | Saturday: 6:00 PM – 12:00 AM | Sunday: 10:00 AM – 11:00 PM,yes,places/ChIJo1dHNchnAhURfvQnBWdM_xE/photos/AaVGc3m4MxVMC7mrHzfm0rx9Ur7_I7igfLeGSmDTWHq1v06VaVvERUkTadVVVSDeNAQxbBOFgoSxnNGc1FZlIP9yTxGHLtT7S43F5zRo2VL1wN1GenGUCaG1tVRVdTfgokvTr6-YS2a7jx8CevhwoGQcnLEuoxcmvxjiADqHOEBoOfLlr_LUs0Ew_G8nA_PGikYXLL1z_9nPnBppYF4EAocgQY-A49X7tjd5VaZTaMayx3dDDNYnI9PJUlQpzJEeLtBtF8jIZ0iW9Yi_DMWUm42G1CVGes3ZzTk4mIKuda-ccsJ8hMBDy7nU4VaiAlJl3qIG62f5CXoRvbDS6snJqa9klQSqYe6g44ifW1aBwncdxQcJYUKIpaOQNQI1I4bNnWSzDnf62mRO8aUpM-qUnRqovQZk7Ta5UEeIY7UzAMuX-M8N0rxr,THAER TAIB,uncertain,0.55,"Names don't match well ('הסושיה'=Sushi vs 'אושי אושי'=Ushi Ushi). Both are sushi businesses in same mall/building (קניון הנגב) at same street address (שד' יצחק רגר 2). Could be same place with different name spelling, or two different sushi restaurants in same mall. 291m distance is large but shopping malls can be spread out. Need menu/phone confirmation.",https://maps.google.com/?cid=1296839223057839230&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1309,uncertain,llm-uncertain,בורגרים,"שד' משה 25, קריית גת, Israel",31.6070652,34.7698531,ChIJVVVVVUKRAhURqcdyz_BrmIk,"בורגרים קרית גת, כשר בשר חלק","Sderot Malhei Israel 178, Kiryat Gat, Israel",31.603455000000004,34.7588229,1.000,1119,OPERATIONAL,food,hamburger_restaurant,hamburger_restaurant;american_restaurant;restaurant;food;point_of_interest;establishment,08-860-0609,3.5,115,Monday: 11:00 AM – 11:00 PM | Tuesday: 11:00 AM – 11:00 PM | Wednesday: 11:00 AM – 11:00 PM | Thursday: 11:00 AM – 11:00 PM | Friday: Closed | Saturday: 6:30 – 11:00 PM | Sunday: 11:00 AM – 11:00 PM,yes,places/ChIJVVVVVUKRAhURqcdyz_BrmIk/photos/AaVGc3mtYfmnS247IAks94UvkysSeqzbyCaK18kK-AE8e1yuxQ6o0scxJzxg0_CZhHHe1H-zFmGOghkTWrHlG7QHQlPvFBmlMa8SyMB_0335kUqFN9cF1C3SDXk5aMlNcdv5Y8iWN9Fg5f5MLYsH6kkgcAHqyvBB7ZTQvyf8CRGcoa5QepwmT9CmdEriBGZS7x5xbXW1FnY-SqTOnQMDC1fpnWSuuAM9r8qyDMSq0PHsmPhZDFAnBZnee0pUsffA47g_NXx0Af77IE79UKWRCsW4GOVub-8lJoOFg-Q8PO2DFD71j9CBmDNTknrNaoYYP3DPx1AqXHclE1OAdlpD-KZYUflHKQ9FB63BaMzu5JFGedmD_RZMuQsHmPfV2y7d8HUQY0mduD9-QNj3G7ZWlFIQHZ8oqIYfUsd2SQELw6OSU_sJMCql,"בורגרים קרית גת, כשר בשר חלק",uncertain,0.35,"Chain restaurant with matching name 'בורגרים' (Burgers) in same city (Kiryat Gat), but significant address mismatch: Sderot Moshe 25 vs. Sderot Malhei Israel 178 (1.1km apart). These appear to be different street locations. For chain restaurants, street AND house number must clearly match to confirm same location.",https://maps.google.com/?cid=9914793261672875945&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1310,verified,regular,פיצה האט,"אלי כהן 21, אשקלון, Israel",31.6678617,34.5693764,ChIJn7uOXEOcAhUR0uZ76JGLmkg,Pizza Hut,"Eli Cohen St 21, Ashkelon, Israel",31.668000999999997,34.5698533,1.000,48,OPERATIONAL,food,pizza_restaurant,pizza_restaurant;pizza_delivery;meal_delivery;food_delivery;meal_takeaway;restaurant;food;point_of_interest;establishment,1-700-506-070,3.8,489,Monday: 10:00 AM – 12:00 AM | Tuesday: 10:00 AM – 12:00 AM | Wednesday: 10:00 AM – 12:00 AM | Thursday: 10:00 AM – 12:00 AM | Friday: 10:00 AM – 2:30 PM | Saturday: 7:30 PM – 12:00 AM | Sunday: 10:00 AM – 12:00 AM,yes,places/ChIJn7uOXEOcAhUR0uZ76JGLmkg/photos/AaVGc3nasz0f7vANXkk-xwiFvO7QjLBLO6Zs8Xwz_EA47X8qV3XssUenShs3ckwVvrNWi1UPkNlt7bj28PHKht9IbTopWgiXFNTZqv84xtzKyXJMWnlwnOiy7R_YaDdRDuStxBscORmcNQD3crICOn92T2rDRJVZ19OwnD7xTzJCxJ5jmr9GuZKWAQ6m5Q5sF3gy0d3tHEdvdmDVtbQEmj3lyFqVOlJHFBB5PyfSB4o6C0N27YB2Dugqf9NRXHjeZEc3nWF6bm2KF72RArjeW2wHaiG7kHbR_WO3Gm0ahpPJHySsm3E_FMxwxcFThQV2i4sjJkrHpsxg3Ch2SNNmPgwzbmQau2GoDOJmUKq3GRlnr6-beVnQtzGadTChn1rC3Ou0xSroMwekbzSFeYzJeRJhLElgRyiEAIkOxjsc0J0taHOJ8HjIZrlNYzuuuCsnTA,פיצה האט - אשקלון,,,,https://maps.google.com/?cid=5231647375931205330&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1311,verified,llm,חן הלחם,"העבודה 18, נמל אשדוד, Israel",31.8180191,34.6697251,ChIJ74dfEjqjAhURaShu07u4PRc,חן הלחם. אשדוד,"Ha-Avoda St 18, Ashdod, Israel",31.815423700000004,34.6683672,1.000,316,OPERATIONAL,food,bakery,bakery;food_store;store;food;point_of_interest;establishment,08-658-8075,4.5,162,Monday: 7:00 AM – 4:00 PM | Tuesday: 7:00 AM – 4:00 PM | Wednesday: 7:00 AM – 4:00 PM | Thursday: 7:00 AM – 4:00 PM | Friday: 6:00 AM – 1:00 PM | Saturday: Closed | Sunday: 7:00 AM – 4:00 PM,yes,places/ChIJ74dfEjqjAhURaShu07u4PRc/photos/AaVGc3m4J72EJgohb5rLZ0h98yNWvM3EbDKVm_XSfBkgBi_usMu5up96hF0rHgiUy3qz8LF5NyC8RVD-Kh1OIQigCoaP7d5haQwblDTC7ZPbssslBv0OJMsWN1ZSubgqCNnvyT1rd8ak0y8SjNtqMdJHk_a5hp_WGGcscwyABXd6CC_O402NtDwxzqQBxprDJteZJ8-bnlq5WWMJCA_ruhdIKv-Lni5w_hKWRPOuOTYNZFpMU5-ZUpfdPVKOsVtQ3EyZN9IsElS-yns22auK1XCd0lAwRujql5v1cnlmFM-oY2rhmmj3gKNt39q092Bls94lZEFk1T4dsSRksXDEE3IBKNMuLFAi7uuJXCNC6lDkY5egL1kKCZ1oNiXlX5MR0WOXsECRGCk6iH7tjY41kaDknuhm6FT9fH1Bdc7nmddCGfg1-w9p,חן הלחם. אשדוד,yes,0.95,"Identical business name (חן הלחם), same street (Ha-Avoda/העבודה) and house number (18), same city (Ashdod). Distance of 316m is likely due to coordinate imprecision. All identifying factors align.",https://maps.google.com/?cid=1674697753297299561&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1312,verified,regular,פלאפל הגשר,"שד' יעלים 32, באר שבע, Israel",31.2512571,34.7794041,ChIJ0V_FWmlmAhURStybqgG51Ko,פלאפל הגשר,"Sderot Ye'elim 3, Beersheba, 8456316, Israel",31.2512297,34.7793832,1.000,4,OPERATIONAL,food,falafel_restaurant,falafel_restaurant;restaurant;food;point_of_interest;establishment,08-643-0131,3.8,371,Monday: 9:00 AM – 10:00 PM | Tuesday: 9:00 AM – 10:00 PM | Wednesday: 9:00 AM – 10:00 PM | Thursday: 9:00 AM – 9:00 PM | Friday: 9:00 AM – 2:30 PM | Saturday: Closed | Sunday: 9:00 AM – 10:00 PM,yes,places/ChIJ0V_FWmlmAhURStybqgG51Ko/photos/AaVGc3m_BjvXmwxHAQrtZwos0WkeIIvTc-JiEjwMvtY7wZWUTHZe43IeQ8FZzLhorCqCCWUBnN0QMzEZv5VVQzP_d8de0Nt1iuwqNDrMQ6HiSbvdi_h6LQ29ythKzfBBaOzfElPlmtYIqKt2QwOGL47KVs3w--CZQQGKAHt4EW56aemKeW0WGOyQsOynEU2J9bggm4XvDv7PixpwBhuRG_UvskAo9U-AWO1znGm183_JULn5qt4vbXxLaXhT12CtUGDqsoKvH7HW5Khjln09TzjIefzaZVILl-l_h-Km9M5HNyGXO7fNLXprXcJDdT01oRjwtOuuOKVOnaenmxEW1CXHoXc7AgSTbg4j9u4p4BdDQM_ajso2tfYlJVPEmyfLfkBWO6D7TQpwLec6SNgoEqTAr3KW2pz9ClOvlXsUViDG8KjwlI8,Ariel Bo,,,,https://maps.google.com/?cid=12309667098318855242&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1313,uncertain,llm-uncertain,פיצה סופיה,"אמציה, Israel",31.5324669,34.9143066,ChIJK8EDuaPtAhURTqs6e86KUBs,Sofia Pizza,"Cemetery, אמציה, Israel",31.530786000000003,34.914063,0.250,188,OPERATIONAL,food,pizza_delivery,pizza_delivery;pizza_restaurant;meal_delivery;food_delivery;meal_takeaway;restaurant;food;point_of_interest;establishment,050-336-6418,4.6,36,"Monday: 5:30 – 9:00 PM | Tuesday: 5:30 – 9:00 PM | Wednesday: 5:30 – 9:00 PM | Thursday: 5:30 – 9:00 PM | Friday: 2:23 PM – 12:00 AM | Saturday: 2:23 PM – 12:00 AM | Sunday: 12:00 AM – 2:23 PM, 5:30 – 9:00 PM",yes,places/ChIJK8EDuaPtAhURTqs6e86KUBs/photos/AaVGc3nGSv6Dkf7_8fucV0-oUBzpGgFf6NXWjP_KC4jemo7sa1G0y1bs285wyF_Ou9hm-IqL41uVXg3ETkMGadf4fXIFkiRfj_plHx5o3xRMh3RZKMr3W60_CbKg-joF0jA_p2OqRVF3H6jXEYURLfsMp8illoOnWFvsrmMzRnmAZUyHLiIZwpTXbvA2sfITnqVBpoHESXkCe1GNLt5pEo7AAbyUCMTb7fCcaFPqpAF2QhxJDR0EUlvLVNME2gd7hFljlwY2i9GvQGKrzllzOw5Vlna5iZ-hH7BU7BcqN0Xb-FIYHVTH0KBDoqu3BudXELwNBTseDdoUS4ByOjRjukB6rohHJ3Y24Mc419C6IA2mlW06UiozwVziFibqNuc1H8fmjm1xf_WOXIISf4PHXf4UGmkM2KzJkLPGXW01oMHf72-Hyw,Sofia Pizza,yes,0.85,Name matches (Sophia/Sofia Pizza translation). Same city (Amtziah). Distance of 188m is reasonable given location inaccuracies in both databases. 'Cemetery' in B's address likely refers to a nearby landmark rather than actual location.,https://maps.google.com/?cid=1968225656596245326&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1314,verified,address-first,ג'ט לק שדרות,"דרך מנחם בגין 7, שדרות, Israel",31.526474,34.5969696,ChIJ8Ytw9AiBAhURfGoytMtoglA,ג'ט לק שדרות Jetlek,"Menachem Begin Rd, Sderot, Israel",31.516714699999998,34.5896274,1.000,1289,OPERATIONAL,food,ice_cream_shop,ice_cream_shop;coffee_shop;meal_takeaway;cafe;dessert_shop;confectionery;food_store;store;restaurant;food;point_of_interest;establishment,1-700-553-210,4.1,312,Monday: 10:00 AM – 11:00 PM | Tuesday: 10:00 AM – 11:00 PM | Wednesday: 10:00 AM – 11:00 PM | Thursday: 10:00 AM – 11:00 PM | Friday: 10:00 AM – 2:00 PM | Saturday: 8:30 PM – 12:00 AM | Sunday: 10:00 AM – 11:00 PM,yes,places/ChIJ8Ytw9AiBAhURfGoytMtoglA/photos/AaVGc3kO7mQojPONxGGsMrbKq30ur_gPbUIQPeZfYJ8dEiQ0AFT9az9yzNfdF4GqRdwcHyCt3pEsEwg_aCHySpLOK7adiVYthUzlpWz44tIAiOnsZS_5qBN6TcI8tZs7z33u_NlNw_vREonkMUvWmDtpkVLOE566pA1SPBpEthgb6ba8k3EiTSuNGDKQxtWTeEehHG5ZScOwBBrki4TRQbloHu8idaIPmwVsWSF2MOqeP3UYxhkvEfK-d75uTj0yDsKK93k4uCfJ-oLymDT2WeFtNgxw87hDqGrVbsbkEOKL8Wu2jWp3rgGp_y2ldiGDfcPMJIsljTsQ99npCSQYlf3N7lQwi8M2bvf3oU3BynuXqMBxbOz4-B0EO_l8u4HezZO7XO6i84HKD8ynmxtxorXhmxz0xPCn2ykO7RCPthapmydGRQ,ג'ט לק שדרות (כשר מהדרין),,,,https://maps.google.com/?cid=5801314494117472892&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1315,no_match,llm-no,בית האוכל המוכן,"שד' ישראל פולק 51, קריית גת, Israel",31.6070652,34.7698531,ChIJ9enSQNuTAhUR8s3fZx6eUx0,מאמא אירועי בוטיק,"Sderot Israel Polak 41, Kiryat Gat, Israel",31.6041049,34.7834777,0.176,1332,OPERATIONAL,food,restaurant,restaurant;food;point_of_interest;establishment,053-773-8564,4.2,68,Monday: 8:30 AM – 9:00 PM | Tuesday: 8:00 AM – 9:00 PM | Wednesday: 8:00 AM – 9:00 PM | Thursday: 8:30 AM – 9:00 PM | Friday: 8:00 AM – 2:30 PM | Saturday: Closed | Sunday: 8:00 AM – 9:00 PM,yes,places/ChIJ9enSQNuTAhUR8s3fZx6eUx0/photos/AaVGc3lOxdttQdEpLgegPfROLPjQkotuIKezVpg62Gb18TZ0MnhQX4EdiXT3yHQBAuJI7fguqGDyVvxarAyYXDcHzSFwT4vRUrpNn6Q8M2YCIYYji6Y78nbjFLzkm8iaIJsK9I_76mCY5B5pB07zfHXG_BgtjdTcreDgdPwoSKQlO9sP54lJn6cFoOo2dvVeUEN7N8aDA5sF0sSvb5J6tVUJe5iZeuDFM-ZrOguOujsjXo7LLgXFo3xbk47M1K8bAcyTNc3lFNuha2VT0CaYgcixWinruCqM--7_2bjSm2PDBY2O8Yo8Ybuup4DqqU5P7U4ElFmSyKHKCyDcY37owjxf5xDnQ-aOeEokwO3pidRfjg9y1R3osstftMGoB__X2RoCDr926ZU-LWFSd53v9aPs9UHEoMd9no4TOzhuXoafnapZ3w,יונה מליאנקר,no,0.95,Different business names (בית האוכל המוכן vs מאמא אירועי בוטיק) with no translation/transliteration relationship. Same street but different house numbers (51 vs 41) and 1332m distance is too large for same location. Names suggest different business types.,https://maps.google.com/?cid=2113206503595822578&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
