id,final,source,old_name,google_name,name_sim,distance_m,business_status,food_signal,google_primary_type,google_phone,google_rating,has_photo,old_address,google_address,llm_verdict,llm_conf,llm_reason,google_maps_uri
1365,no_match,nonfood-reject,אצה,Mall 7 shopping Center,0.167,2108,OPERATIONAL,nonfood,shopping_mall,077-902-5267,4.2,yes,"הע""ל 30, מול 7 MALL, באר שבע, Israel","HaAyin Lamed St 30, Be'er Sheva, Israel",,,,https://maps.google.com/?cid=300745018752704975&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
4659,flagged,rule,טעמים,טעמים,1.000,5,CLOSED_PERMANENTLY,food,restaurant,03-537-0171,4.5,yes,"השרון 21, תל אביב, Israel","HaSharon St 21, Tel Aviv-Yafo, 6618511, Israel",,,,https://maps.google.com/?cid=10490670061770085818&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1984,no_match,nonfood-reject,ביג בן,Big Fashion Tiberias,0.300,376,OPERATIONAL,nonfood,shopping_mall,072-274-8888,4.3,yes,"טבריה, Israel","Yehuda Halevi St 1, Tiberias, 7570728, Israel",,,,https://maps.google.com/?cid=7971169320200696560&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
3941,verified,llm,בורקס לאון,Leon Bakery,0.250,4,OPERATIONAL,food,bakery,03-683-3123,4.4,yes,"עולי ציון 17, יפו, תל אביב, Israel","Olei Zion St 17, Tel Aviv-Yafo, Israel",yes,0.95,Name matches (בורקס לאון = Leon Bakery - Hebrew to English translation). Exact street and house number match (Olei Zion/עולי ציון 17). Minimal distance (4m). Same city (Tel Aviv-Yafo/תל אביב). All indicators align.,https://maps.google.com/?cid=14501553998114813996&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1422,verified,regular,פיצה של אפרים,הפיצה של אפרים,1.000,139,OPERATIONAL,food,pizza_delivery,077-231-4040,4,yes,"הנשיא 97, אשקלון, Israel","Ha-Nasi St 97, Ashkelon, Israel",,,,https://maps.google.com/?cid=4961232610822643933&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
4453,no_match,rule,עצמון,Menachem Begin St 39,0.250,403,,other,,,,no,"מנחם בגין 39, פרדס כץ, בני ברק, Israel","Menachem Begin St 39, Bnei Brak, Israel",,,,https://maps.google.com/?cid=6746890668809424585&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
4498,no_match,llm-no,ברייק טיים,קיבוצניק,0.200,630,OPERATIONAL,food,deli,03-604-0590,3.9,yes,"סוקולוב נחום 58, חולון, Israel","Sokolov St 54, Holon, Israel",no,0.95,"Different business names (ברייק טיים vs קיבוצניק) with no translation/transliteration relationship, and significant house number difference (58 vs 54) on same street. 630m distance combined with these factors indicates different establishments.",https://maps.google.com/?cid=17929523380191395872&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
2152,flagged,rule,Crazy Bar,Crazy Bar,1.000,46,CLOSED_PERMANENTLY,food,restaurant,04-999-5414,3.7,yes,"שד' הגעתון 21, נהריה, Israel","Sderot HaGa'aton 21, Nahariya, Israel",,,,https://maps.google.com/?cid=4236265537291937758&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
2359,verified,llm,דודא לפיצה,Duda LaPizza,0.500,22,OPERATIONAL,food,pizza_delivery,04-870-0898,4.5,yes,"הרצל 46, חיפה, Israel","Herzl St 46, Haifa, Israel",yes,0.98,"Name matches (Hebrew 'דודא לפיצה' = 'Duda LaPizza'), street and house number identical (Herzl/הרצל 46), city matches (Haifa/חיפה), minimal distance (22m). Clear match.",https://maps.google.com/?cid=1569096144693186539&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
4197,flagged,rule,שיפודי התקוה,שיפודי התקווה - מתחם מבנה חולון,0.500,128,CLOSED_PERMANENTLY,food,restaurant,,4.2,yes,"הפלד 7, חולון, Israel","HaPeled St 7, Holon, Israel",,,,https://maps.google.com/?cid=12582753134527612590&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
4980,verified,llm,פיצה הום ירושלים,Home Pizza,0.222,53292,OPERATIONAL,food,pizza_restaurant,02-679-0999,3.9,yes,"אגודת ספורט בית""ר 1, קניון ירושלים, Israel","Derech Agudat Sport Beitar 1, Jerusalem, 9695989, Israel",yes,0.92,"Name matches (פיצה הום = Home Pizza by translation). Address components align: 'אגודת ספורט בית""ר 1' = 'Derech Agudat Sport Beitar 1', both in Jerusalem. Large distance_meters is likely a calculation error; the street and house number clearly correspond. Both are food businesses with consistent identifiers.",https://maps.google.com/?cid=3489386779663026912&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
5088,verified,address-first,ג'וחא,"ג'וחא- קפה ומשתלה, מתחם לאירועים קטנים",1.000,54889,OPERATIONAL,food,coffee_shop,054-583-0579,4.8,yes,"הר גילה, Israel","Mish'ol HaHelmonit 3, Har Gillo",,,,https://maps.google.com/?cid=18266667721231548594&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
5220,flagged,llm-no,סנדוויץ ירושלמי,"אבי ועופר - שירותי מזון בע""מ",0.231,240,OPERATIONAL,food,catering_service,052-267-1090,5,no,"תוצרת 4, ירושלים, Israel","Totseret St 4, Jerusalem",no,0.85,"Different business names with no translation/transliteration relationship. 'סנדוויץ ירושלמי' (Jerusalem Sandwich) vs 'אבי ועופר' (Avi and Offer) are distinct business identities. While addresses match (Totseret St 4, Jerusalem), the 240m distance and completely different names suggest different establishments.",https://maps.google.com/?cid=4837771275260267276&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
4758,verified,regular,יוסף הדייג,יוסף הדייג Fishstore,1.000,12,OPERATIONAL,food,food_store,052-823-3411,4.9,yes,"עמק רפאים 42, ירושלים, Israel","Emek Refa'im St 42, Jerusalem, Israel",,,,https://maps.google.com/?cid=2478343114340829384&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
6073,flagged,rule,פיצה דון פרדו,Don Fredo Pizza,0.571,5,CLOSED_PERMANENTLY,food,pizza_delivery,1-700-555-050,3.8,yes,"בן גוריון 13, הרצליה, Israel","Ben Gurion Blvd 13, Herzliya, Israel",,,,https://maps.google.com/?cid=4271483131143060387&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
5026,flagged,nonfood-reject,ליטוב,Litov hotel,0.500,23,CLOSED_PERMANENTLY,nonfood,hotel,02-544-4749,3.8,yes,"הנביאים 43, ירושלים, Israel","Ha-Nevi'im St 43, Jerusalem, Israel",,,,https://maps.google.com/?cid=13716846305723192060&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
3051,verified,llm,איציק הגדול,Big Itzik,0.125,6,OPERATIONAL,food,israeli_restaurant,03-683-0033,4.1,yes,"דוד רזיאל 3, יפו, תל אביב, Israel","David Razi'el St 3, Tel Aviv-Yafo, Israel",yes,0.98,Hebrew name 'איציק הגדול' translates to 'Big Itzik'. Street address and house number match perfectly (David Razi'el St 3). Minimal distance variance (6m) is typical for coordinate rounding. Unique restaurant name with clear translation match.,https://maps.google.com/?cid=1125535238356777054&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1980,verified,regular,רותס,Roots רותס,1.000,107,OPERATIONAL,food,restaurant,04-884-8040,4.6,yes,"ויצמן 1, עכו העתיקה, Israel","Weizman St 1, Acre, 2430122, Israel",,,,https://maps.google.com/?cid=2158931044181118667&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
4869,flagged,rule,קה פסה,Que Pasa,0.400,5,CLOSED_PERMANENTLY,food,bar,,4.1,yes,"האגוז 9, ירושלים, Israel","HaEgoz St 9, Jerusalem, Israel",,,,https://maps.google.com/?cid=9005534599207332438&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
5040,verified,llm,בורגרס בר,Burgers Bar,0.833,51839,OPERATIONAL,food,hamburger_restaurant,079-591-2242,4.1,yes,"אגודת ספורט בית""ר 1, קניון ירושלים, Israel","קניון, Derech Agudat Sport Beitar 1, Jerusalem, 9695989, Israel",yes,0.95,"Name matches (Burgers Bar = בורגרס בר). Address matches: both reference the same mall (קניון ירושלים/Kanyon Jerusalem) at Agudat Sport Beitar 1. Large distance_meters likely reflects coordinate error rather than actual mismatch, as street/mall location clearly aligns. Unique name type supports match.",https://maps.google.com/?cid=11793712778853117563&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
6013,no_match,llm-no,פיצה הירושלמית,שיר הפיצה,0.222,648,OPERATIONAL,food,pizza_delivery,04-677-8774,4.5,yes,"הלל יפה 1, חדרה, Israel","HaGiborim St 47, Hadera, Israel",no,0.95,"Different business names (פיצה הירושלמית vs שיר הפיצה), different streets (הלל יפה vs HaGiborim), and significant distance (648m). No evidence these are the same pizzeria.",https://maps.google.com/?cid=4136355867211954835&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
6044,no_match,llm-no,מסעדת אמא,Opera Yemenite Restaurant,0.200,41509,OPERATIONAL,food,restaurant,04-632-2352,4.4,yes,"הנשיא וייצמן 1, קניון לב חדרה, Israel","HaNassi St 61, Hadera, Israel",no,0.95,"Different names (Ima vs Opera Yemenite), different house numbers (1 vs 61), and vastly different coordinates (41.5km distance). While both are in Hadera on HaNassi St, the house numbers don't align even accounting for address errors.",https://maps.google.com/?cid=10128266937864850473&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1619,no_match,llm-no,פסגת הטעמים,הדרומית דימונה - חווית בשרים יוקרתית,0.160,1596,OPERATIONAL,food,restaurant,054-355-5393,4.5,yes,"המלך דוד 70, דימונה, Israel","HaMasger St 78, Dimona, 8610701, Israel",no,0.95,"Different street addresses (HaMelech David vs HaMasger St), different house numbers (70 vs 78), 1.6km distance, and completely different business names with no translation/transliteration relationship. These are clearly two separate establishments.",https://maps.google.com/?cid=2697282886856941953&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
2847,flagged,rule,מלכת הטאבון,מלכת הטאבון,1.000,1923,CLOSED_PERMANENTLY,food,buffet_restaurant,,,no,"יקנעם, Israel","Ha-Ta'asiya St, Yokne'am Illit, Israel",,,,https://maps.google.com/?cid=3301111488220683724&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
3946,verified,llm,קפה ג'ו,Cafe Joe,0.000,35,OPERATIONAL,food,cafe,03-674-5613,3.8,yes,"חיים לנדאו 7, מרום סנטר, רמת גן, Israel","Marom Mall, Khayim Landau St 7א, Ramat Gan, Israel",yes,0.95,"Hebrew name 'קפה ג'ו' (Cafe Joe) matches Google name directly. Both at Khayim Landau St 7 in Marom Center/Mall, Ramat Gan. Minor house number variant (7 vs 7א) is typical for same address. Distance of 35m confirms same location.",https://maps.google.com/?cid=14773709786392577649&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
6567,verified,address-first,Joy Grill House,Joy Restaurant,1.000,1462,OPERATIONAL,food,restaurant,02-502-0555,4.1,yes,"שדרות ממילא 13, ירושלים","Mamilla Rd 13, Jerusalem, Israel",,,,https://maps.google.com/?cid=14784957759792281772&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1695,no_match,rule,אוניbarסיטה,Ha-Melakha St 1,0.143,253,,other,,,,no,"המלאכה 1, דימונה, Israel","Ha-Melakha St 1, Dimona, Israel",,,,"https://maps.google.com/?q=Ha-Melakha+St+1,+Dimona,+Israel&ftid=0x15024610e1b3574f:0xf4e5cd615cacbb74&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA"
5015,verified,address-first,אהבת הים,Ahavat Hayam,0.800,1742,OPERATIONAL,food,restaurant,02-636-9644,4.5,yes,"שד' בן צבי 11, ירושלים, Israel","Sderot Ben Tsvi 11, Jerusalem, 9455519, Israel",,,,https://maps.google.com/?cid=1307483811034049730&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
559,verified,address-first,מסובין,Mesubin,0.800,1133,OPERATIONAL,food,restaurant,02-991-1778,4.1,yes,"בית שמש, Israel","Yig'al Alon Ave 2, Beit Shemesh, Israel",,,,https://maps.google.com/?cid=8898996066032461274&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
3710,flagged,rule,מיסטר בין,מיסטר בין,1.000,276,CLOSED_PERMANENTLY,food,cafe,052-259-5870,4.6,yes,"הברזל 9, רמת החייל, תל אביב, Israel","HaBarzel St 9א, Tel Aviv-Yafo, Israel",,,,https://maps.google.com/?cid=17367561253704820409&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1650,no_match,llm-no,Pizz stop,פאסרו || מטבח איטלקי,0.286,342,OPERATIONAL,food,italian_restaurant,08-858-5500,4.3,yes,"רותם 17, מרכז מסחרי עומר, Israel","Rotem St 15, Omer, Israel",no,0.85,"Different business names (Pizz Stop vs Pasero/Italian Kitchen), different house numbers (17 vs 15), and 342m distance suggests separate establishments on same street in Omer.",https://maps.google.com/?cid=3103748126363250281&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
5666,flagged,rule,סושי הגורן,סושי הגורן,1.000,164,CLOSED_PERMANENTLY,food,restaurant,08-934-9802,4.7,yes,"הגורן 2, מזכרת בתיה, Israel","HaGoren St 2 א, Mazkeret Batya, 76804, Israel",,,,https://maps.google.com/?cid=954397556628498995&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
5158,flagged,rule,גבריאלה בר מסעדה,גבריאלה מסעדה בר בירושלים,1.000,1484,CLOSED_PERMANENTLY,food,restaurant,054-783-8893,3.7,yes,"בן שטח שמעון 5, ירושלים, Israel","בן שטח 5, ירושלים, 9414705, Israel",,,,https://maps.google.com/?cid=4721045985871060270&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
4925,no_match,llm-no,נעם,Falafel Mea Shearim,0.111,2817,OPERATIONAL,food,falafel_restaurant,02-628-9428,4.7,yes,"מאה שערים 32, שכונת גאולה, ירושלים, Israel","Me'a She'arim St 39, Jerusalem, Israel",no,0.95,"Different house numbers (32 vs 39) on same street, plus large distance of 2817 meters indicates these are distinct locations. While both are on Mea Shearim street in Jerusalem, the significant address discrepancy rules out a match.",https://maps.google.com/?cid=18376848009885596072&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
6499,uncertain,llm-uncertain,קפה יוענה,קפה יוענה - עגלת קפה כשרה,1.000,1365,OPERATIONAL,food,coffee_shop,050-784-3843,4,yes,"דרך סטון יוסף 1, באר יעקב","כפר נוער יוענה, Derekh Yosef Siton 1, Be'er Ya'akov, Israel",yes,0.85,"Same business name (קפה יוענה), same street (דרך סטון יוסף/Derekh Yosef Siton) and house number (1), same city (באר יעקב/Be'er Ya'akov). The 1365m distance is likely due to coordinate inaccuracy in our database or Google's geocoding. The Google listing's additional descriptor (עגלת קפה כשרה - kosher coffee cart) provides context but doesn't negate the match.",https://maps.google.com/?cid=5878198951662394670&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
4232,uncertain,llm-uncertain,"הפיצה הירושלמית-בד""צ",פיצה ראשון לציון כמעט חינם משלוחים 24,0.217,32,OPERATIONAL,food,pizza_restaurant,054-468-0997,3.9,yes,"רוטשילד 112, ראשון לציון, Israel","Rothschild St 121, Rishon LeZion, Israel",uncertain,0.45,"Same street (Rothschild) and city (Rishon LeZion), but house numbers differ (112 vs 121). Distance of 32m is moderate. Names both reference pizza in Rishon LeZion but differ in specifics. Address discrepancy prevents confident match despite proximity.",https://maps.google.com/?cid=6071215233723695939&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
6739,verified,llm,רימון ממילא,Cafe Rimon,0.429,1466,OPERATIONAL,food,restaurant,,4.2,yes,"יצחק קריב 8, שדרות ממילא, ירושלים","Yitzhak Kariv St 8, Jerusalem, Israel",yes,0.92,"Name matches (Rimon=רימון), street name and house number identical (Yitzhak Kariv 8), city matches (Jerusalem). Distance discrepancy (1466m) likely due to coordinate errors in our database rather than different locations, as address details align perfectly.",https://maps.google.com/?cid=5140712238802774336&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
4742,verified,regular,אנטוני'ס פיצה,Anthony's Pizza,0.800,12,OPERATIONAL,food,pizza_restaurant,02-620-1300,4.5,yes,"שושן 4, ירושלים, Israel","Shoshan St 4, Jerusalem, Israel",,,,https://maps.google.com/?cid=18131350343001967240&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
4749,verified,address-first,חומוס אליהו ירושלים,חומוס אליהו סנטר 1,0.667,91385,OPERATIONAL,food,restaurant,077-417-0400,4.1,yes,"ירמיהו 43, קניון סנטר 1, ירושלים, Israel","Yirmiyahu St 43, Jerusalem, Israel",,,,https://maps.google.com/?cid=17324966796170987808&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
1394,no_match,llm-no,פלאפל באר שבע,סביב השעון,0.222,638,OPERATIONAL,food,israeli_restaurant,054-990-8877,4.5,yes,"המלך שאול 109, באר שבע, Israel","Derech Metsada 166, Beersheba, Israel",no,0.95,"Different names (Falafel vs Sabib HaShaon), different streets (HaMelech Shaul vs Derech Metsada), 638m apart, no translation/transliteration link",https://maps.google.com/?cid=16503363188194534745&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
4195,flagged,rule,הפלנצ'ה,הפלנצ'ה,1.000,5,CLOSED_PERMANENTLY,food,meal_takeaway,,4,yes,"היצירה 19, מתחם הבורסה, רמת גן, Israel","Ha-Yetsira St 19, Ramat Gan, Israel",,,,https://maps.google.com/?cid=1400037116113251857&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
6759,verified,llm,Greg באר שבע,קפה גרג גרנד קניון באר שבע,0.667,1901,OPERATIONAL,food,restaurant,1-700-704-407,2.9,yes,"דרך טוביהו 125, באר שבע","גרנד קניון, שדרות דוד טוביהו 125, באר שבע, 8424351, Israel",yes,0.95,"Same chain (Greg), identical street address (דרך/שדרות טוביהו 125), same city (באר שבע). Large distance likely due to listing B including mall location details. House numbers match perfectly.",https://maps.google.com/?cid=13590894373181745756&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
7159,verified,llm,Rendezvous,Rendez vous רונדה וו,0.500,2956,OPERATIONAL,food,restaurant,03-510-0057,4.1,yes,"לילינבלום 1, תל אביב","Lilienblum St 1, Tel Aviv-Yafo, 6326244, Israel",yes,0.95,"Name matches (Rendezvous/Rendez vous), street and house number identical (Lilienblum 1, Tel Aviv). Large distance discrepancy (2956m) likely due to coordinate/geocoding error, not a reliable indicator given exact street+number match. Unique name type strengthens confidence.",https://maps.google.com/?cid=9510807766944424805&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
