duplicate_action,duplicate_reason,duplicate_score,id,old_name,old_address,place_id,google_name,google_address,google_maps_uri,google_rating,google_rating_count,google_phone,google_photo_name
duplicate_delete_candidate,"Likely duplicate of #8292; same Google place_id, same business/address.",8.25,7345,לה כינרת,"37 Bis Avenue Georges Clemenceau, 06000 Nice, France",ChIJ87pSBQHQzRIR-YlTed5O2B0,Le Kineret,"37 bis Av. Georges Clemenceau, 06000 Nice, France",https://maps.google.com/?cid=2150555539494636025&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,4.3,266,04 93 87 56 36,places/ChIJ87pSBQHQzRIR-YlTed5O2B0/photos/AaVGc3kDgJJ2yldCTnqoIno0_SWYdsfCbmmkEGH4YDJpnSxe8r_gZ87WWu0U-WIyLnmOTkm5xw3INWJjjPMo6mE5L1dxRHzDM9OsM7KPQbozciwvEvZQWOdYTNH-CychhsGe53zA7bFpcrPee_BFgopnOy_8xPmbCC0CQyLZfemARwe1HoEdtwAIXHOAEDJmS0qnZI4nHZvDn00zp74fwsqBo7PVO1IkI1dU95Uksyd7P909ZbigT4xMps0R5Qupbafq19HX8FJYgRB1eE2O4EINFI2PzSy1uCSPx-ACVzFiWdwgcYXgQc9fcoYVVbGg5rb3OsNPZmjbQsB_J-9_enx0YzX4987TPhVoePrn97hlIciyV1bVX38h_-xT3jLE1Qt1PN7vA_EwbmRizeZdbcvZVD32BQSCw6xEcrzR-5sukaUbVVHq
apply_winner,Best row to keep for this Google place_id; apply Google shadow here.,12.25,7394,Le Leviathan,29 boulevard Raimbaldi Nice 06000,ChIJowDW8qfazRIR54oLmfeh4Bc,Restaurant Le Leviathan,"29 Bd Raimbaldi, 06000 Nice, France",https://maps.google.com/?cid=1720553142452194023&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,4.6,342,04 93 87 22 64,places/ChIJowDW8qfazRIR54oLmfeh4Bc/photos/AaVGc3nNn_t1_rMLzSi313JhyqIdoNTCI2Z6tYocjfT3AUHFk-iBIGyoild5vACcc8MjRbyP6rSaF3p_2XVvNxroeeK0jexR1K53ROVLpv5AWeb4_uJn3jPI3joU9lYFGyGlkOtQXnxz5YnPD_1z5AjX_kd6Tb18bB7Kh3goL4GQJ2c86cU_gt59n0wLI53MJ2Rj7LRyjpnJics8LcmzkGcKwGj9HxEfLv-FOxAL1S6M7EbBZrw5hH00bKhZatoLm-n-KKNaGMYWY4DIHTy7Byp5ub0RFFNuyspABx88xZ_8Aw3NGXM4ZLTCsz1KnjRHZes7ZJ31nZ_sy9Rm3c1srDZddYqCarI5dBAuukQ3XGMmiwTTSksz9UGpXCauFwh9-ZX0bEVjFwobpNX41YB-DLY0TWAM_UwokGcEK9vPfjZxMAW-_w
duplicate_delete_candidate,"Likely duplicate of #7394; same Google place_id, same business/address.",8.25,7346,לה לוויתן,"29 Boulevard Raimbaldi, 06000 Nice, France",ChIJowDW8qfazRIR54oLmfeh4Bc,Restaurant Le Leviathan,"29 Bd Raimbaldi, 06000 Nice, France",https://maps.google.com/?cid=1720553142452194023&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,4.6,342,04 93 87 22 64,places/ChIJowDW8qfazRIR54oLmfeh4Bc/photos/AaVGc3nNn_t1_rMLzSi313JhyqIdoNTCI2Z6tYocjfT3AUHFk-iBIGyoild5vACcc8MjRbyP6rSaF3p_2XVvNxroeeK0jexR1K53ROVLpv5AWeb4_uJn3jPI3joU9lYFGyGlkOtQXnxz5YnPD_1z5AjX_kd6Tb18bB7Kh3goL4GQJ2c86cU_gt59n0wLI53MJ2Rj7LRyjpnJics8LcmzkGcKwGj9HxEfLv-FOxAL1S6M7EbBZrw5hH00bKhZatoLm-n-KKNaGMYWY4DIHTy7Byp5ub0RFFNuyspABx88xZ_8Aw3NGXM4ZLTCsz1KnjRHZes7ZJ31nZ_sy9Rm3c1srDZddYqCarI5dBAuukQ3XGMmiwTTSksz9UGpXCauFwh9-ZX0bEVjFwobpNX41YB-DLY0TWAM_UwokGcEK9vPfjZxMAW-_w
apply_winner,Best row to keep for this Google place_id; apply Google shadow here.,13.00,8294,Lechem Chamaym,"22 rue Rossini, Nice, 06000, France",ChIJVxmbPAnQzRIRQsX2C__zvyo,Lechem Chamaym,"22 Rue Rossini, 06000 Nice, France",https://maps.google.com/?cid=3080448946887640386&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,4.4,212,06 51 76 76 42,places/ChIJVxmbPAnQzRIRQsX2C__zvyo/photos/AaVGc3mvx7HD_PNEkYWviowPMCgN-kcsERXId5DHqJch4vMWSDfP4d5ywxE5HRZKsXi2Kvc3ygF8iAledWGqpRfRKePNxShBDvQNBlDDMwGb1JrJq0hev6rWKhJAkN0sCgqrxJbeC-scReDvfLDgZNJHnMMzzbmX69gAlx4EcCRY3OskscHarvrwd1UXUhzknWAOBKMmEj3Ur57mlIhJtzEnGL3ddg8nqF825_k3I9PNvIHFUYYdb7oGTYQY0Q10LBPhwpHi1jye9sUGabmC_JQlGJsQD1QzN4cupjFDhnbxtpLqBBNIq1sc6vsLWwd6aqHn-uFpZro9eMRPxmz5GpSyyLTu2xUzR59TON7o9CEMaJqLYvW8FZEDi_0EoISYj94Zuvt44G9ZrHyFkUyDL4ly-GWR47FlMSpK3IwbSPyySnKVg8M3xO1udoyzhIN1OF4K
duplicate_delete_candidate,"Likely duplicate of #8294; same Google place_id, same business/address.",8.25,7347,לשם שמיים,"22 Rue Rossini, 06000 Nice, France",ChIJVxmbPAnQzRIRQsX2C__zvyo,Lechem Chamaym,"22 Rue Rossini, 06000 Nice, France",https://maps.google.com/?cid=3080448946887640386&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,4.4,212,06 51 76 76 42,places/ChIJVxmbPAnQzRIRQsX2C__zvyo/photos/AaVGc3mvx7HD_PNEkYWviowPMCgN-kcsERXId5DHqJch4vMWSDfP4d5ywxE5HRZKsXi2Kvc3ygF8iAledWGqpRfRKePNxShBDvQNBlDDMwGb1JrJq0hev6rWKhJAkN0sCgqrxJbeC-scReDvfLDgZNJHnMMzzbmX69gAlx4EcCRY3OskscHarvrwd1UXUhzknWAOBKMmEj3Ur57mlIhJtzEnGL3ddg8nqF825_k3I9PNvIHFUYYdb7oGTYQY0Q10LBPhwpHi1jye9sUGabmC_JQlGJsQD1QzN4cupjFDhnbxtpLqBBNIq1sc6vsLWwd6aqHn-uFpZro9eMRPxmz5GpSyyLTu2xUzR59TON7o9CEMaJqLYvW8FZEDi_0EoISYj94Zuvt44G9ZrHyFkUyDL4ly-GWR47FlMSpK3IwbSPyySnKVg8M3xO1udoyzhIN1OF4K
apply_winner,Best row to keep for this Google place_id; apply Google shadow here.,13.25,7388,Bozen Paris 19,"59, Rue Petit paris 19ème 75019",ChIJnel9__5t5kcR70ZtfPpN5DM,Bozen Paris 19ème,"59 Rue Petit, 75019 Paris, France",https://maps.google.com/?cid=3739199328849053423&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,4.2,203,01 89 16 80 80,places/ChIJnel9__5t5kcR70ZtfPpN5DM/photos/AaVGc3mxSPcYDI5agYlOzWFOLB3tgytkTBxsmRHj69KJNcCO6qcjnkmIys2lHOYn0J2iwlk54JlGbcuydYr_U-_MQMWMg8hgB87m_uyhM_VfoGI9Qlq30rKLU8dtkIldojZQXhiLfMHbqpQSYdaN1FsXVWawXNh0uiNnadxss57f4M77cEbsKy39T8Px_lf4qtBHUBTP24DTxtKEmlQP1uWHbdBSHUntAZ-QcO0v7g8J9MwIUY5KX5ZYcIzK1x1g3SZF5djHSwP8_uExg-bMdHticuq9U9IRwyuTahDjoFyxoCSmO3cFHEn2ipm_cX4APgcJ_xDbTOIir3kcmqSGRHajorvdUot7OhXZd8xZhky-eXvjCe3VAEwUtT9R5tn00cAOWQzhLfvGMXuYS1T7TD8YHqzwp8rpNkLcLz_w4PYoy8xeiQ
duplicate_delete_candidate,"Likely duplicate of #7388; same Google place_id, same business/address.",13.00,8191,Bozen Paris 19ème,"59 Rue Petit, Paris, 75019, France",ChIJnel9__5t5kcR70ZtfPpN5DM,Bozen Paris 19ème,"59 Rue Petit, 75019 Paris, France",https://maps.google.com/?cid=3739199328849053423&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,4.2,203,01 89 16 80 80,places/ChIJnel9__5t5kcR70ZtfPpN5DM/photos/AaVGc3mxSPcYDI5agYlOzWFOLB3tgytkTBxsmRHj69KJNcCO6qcjnkmIys2lHOYn0J2iwlk54JlGbcuydYr_U-_MQMWMg8hgB87m_uyhM_VfoGI9Qlq30rKLU8dtkIldojZQXhiLfMHbqpQSYdaN1FsXVWawXNh0uiNnadxss57f4M77cEbsKy39T8Px_lf4qtBHUBTP24DTxtKEmlQP1uWHbdBSHUntAZ-QcO0v7g8J9MwIUY5KX5ZYcIzK1x1g3SZF5djHSwP8_uExg-bMdHticuq9U9IRwyuTahDjoFyxoCSmO3cFHEn2ipm_cX4APgcJ_xDbTOIir3kcmqSGRHajorvdUot7OhXZd8xZhky-eXvjCe3VAEwUtT9R5tn00cAOWQzhLfvGMXuYS1T7TD8YHqzwp8rpNkLcLz_w4PYoy8xeiQ
apply_winner,Best row to keep for this Google place_id; apply Google shadow here.,13.25,7390,Vicky by Paco,13 rue Rennequin Paris 17ème 75017,ChIJxz8FNZRv5kcRbIy-0MwZKbI,Vicky,"13 Rue Rennequin, 75017 Paris, France",https://maps.google.com/?cid=12837820580262481004&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,4.4,437,01 40 53 03 33,places/ChIJxz8FNZRv5kcRbIy-0MwZKbI/photos/AaVGc3nZNL-KfqMMPGGbEwOQNOhvpI2qVOsutCpMTEpMkq43sv3QP2fsZQcsGLCk9RgDgn9nNwcdBragn6p-B78s-IzgzuqwEU0i5lQjGm9EoagByMyRqfZot7T_1wgYl9ouYoeMRA3qs6Aq8Nh3Nt-QHtHH8LU0o7UHIDkImZu2p3lktGZCi7ArngoDOm3ipiKXBlPsTwD4hiqUHo-rpZrT5sZl5_zI9AKf0ObWIiWhquE8HkZl8JCk9aOQJq4rMNA1SMymY8AI2Y8eiIpAE6siXg4XUhyzalwy5EoNh9O640x-mc5Cy-1fRXSjhfei0PRiE7DD8XKJHj0h2pPilkUmmMgjHdVlHEhpFpui5_uX51fWKNhnwUkt82Gu53GkNFoVXcSzzukqXFi8HD4NyDpTc3SWvsfnTRFtWZZmHBVWvk3A4g
duplicate_delete_candidate,"Likely duplicate of #7390; same Google place_id, same business/address.",13.00,8290,Vicky,"13, rue Rennequin, Paris, 75017, France",ChIJxz8FNZRv5kcRbIy-0MwZKbI,Vicky,"13 Rue Rennequin, 75017 Paris, France",https://maps.google.com/?cid=12837820580262481004&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,4.4,437,01 40 53 03 33,places/ChIJxz8FNZRv5kcRbIy-0MwZKbI/photos/AaVGc3nZNL-KfqMMPGGbEwOQNOhvpI2qVOsutCpMTEpMkq43sv3QP2fsZQcsGLCk9RgDgn9nNwcdBragn6p-B78s-IzgzuqwEU0i5lQjGm9EoagByMyRqfZot7T_1wgYl9ouYoeMRA3qs6Aq8Nh3Nt-QHtHH8LU0o7UHIDkImZu2p3lktGZCi7ArngoDOm3ipiKXBlPsTwD4hiqUHo-rpZrT5sZl5_zI9AKf0ObWIiWhquE8HkZl8JCk9aOQJq4rMNA1SMymY8AI2Y8eiIpAE6siXg4XUhyzalwy5EoNh9O640x-mc5Cy-1fRXSjhfei0PRiE7DD8XKJHj0h2pPilkUmmMgjHdVlHEhpFpui5_uX51fWKNhnwUkt82Gu53GkNFoVXcSzzukqXFi8HD4NyDpTc3SWvsfnTRFtWZZmHBVWvk3A4g
apply_winner,Best row to keep for this Google place_id; apply Google shadow here.,13.00,8298,Casa Bianca,"16 Bd de Lorraine Cannes, 06400, France",ChIJm29hsUKBzhIRsXujOqKQHYs,Restaurant pizzeria casher cannes Casa Bianca,"16 Bd de Lorraine, 06400 Cannes, France",https://maps.google.com/?cid=10024327372039486385&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,4.6,495,04 93 38 26 03,places/ChIJm29hsUKBzhIRsXujOqKQHYs/photos/AaVGc3kwKX0mxoY-M7gwPSUxTvpo85KEGRBRb7JUV0HqDOOApyXrlhDjEnyUfDoPTRbMEUmq-HDeSC1k02Iu7-wVk5IX_Dbw7e09XcsggKxw348IsQJXv2JDPkNAV7yw99qfP48pYqXG9remoPbO0dR_LZaimKvKKeSfU29kjMnGCax6q5RfbXOYTwVGcwHLsoTG6zyKN-Mlct_box4lpVYiI4aL1jvH8Mg750zM_wVjrRvNVKYj2zUuC8wM_7OArAvjO_DgbKmye625iYM5ztli_SGWeiIgb2pN-3p2KatV3H-Y7kt9Ef27yTMvxlrjbDMmdqOSH5YI-DdSLJIOhBMV0sx1022KlXPGoTOtTv1_M-ewPfxFalj3O-Jv1AS-0wXwfB6NODhhY0RqmIjHCuMMrrTUQBq3S3IcsQF3keBVTnpqeORL
