id,old_name,old_address,google_place_id,current_google_name,current_google_address,triage,triage_reason,google_name_he,google_name_lang_he,google_address_he,google_short_address_he,address_has_hebrew_he,google_name_en,google_name_lang_en,google_address_en,google_short_address_en,address_has_hebrew_en
1313,פיצה סופיה,"אמציה, Israel",ChIJK8EDuaPtAhURTqs6e86KUBs,Sofia Pizza,"Cemetery, אמציה, Israel",right,LLM אישר (conf 0.85) — נחסם קודם רק בגלל רף ה-0.9,פיצה סופיה,iw,"Cemetery, אמציה","Cemetery, אמציה",yes,Sofia Pizza,en,"Cemetery, אמציה","Cemetery, Amatsya",yes
1324,סומבררו,"בורנשטיין 801, ירוחם, Israel",ChIJ5_ueySE_AhURoOZIBsES4dc,סומבררו,"Tsvi Bornstein St 658, Yeruham, Israel",right,LLM אישר (conf 0.85) — נחסם קודם רק בגלל רף ה-0.9,סומבררו,iw,"צבי בורנשטיין 658, ירוחם","צבי בורנשטיין 658, ירוחם",yes,סומבררו,iw,"Tsvi Bornstein St 658, Yeruham","Tsvi Bornstein 658, Yeruham",no
1328,שיפודית השף קרית גת,"היסמין 97, קריית גת, Israel",ChIJK_KIHWSRAhUROYipa7hdJho,שיפודית השף קרית גת,"HaYasmin St 97, Kiryat Gat, Israel",right,רשת — אותו סניף (רחוב+בית),שיפודית השף קרית גת,iw,"היסמין 97, קרית גת","היסמין 97, קרית גת",yes,שיפודית השף קרית גת,iw,"HaYasmin St 97, Kiryat Gat","HaYasmin 97, Kiryat Gat",no
1337,קפה קפה,"בעלי המלאכה 203, צים סנטר נתיבות, Israel",ChIJmd5vb9h9AhURsWlb5XkAfx0,Coffee Coffee,"Ba'alei ha-Melakha St 203, Netivot, Israel",right,LLM כן (conf 0.95) + רחוב תואם,קפה קפה נתיבות,iw,"בעלי המלאכה 203, נתיבות","בעלי המלאכה 203, נתיבות",yes,Coffee Coffee,en,"Ba'alei ha-Melakha St 203, Netivot","Ba'alei HaMelacha 203, Netivot",no
1338,פיצה טו גו,"אלי כהן 21, אשקלון, Israel",ChIJI4gZbyUA-hQRy7xB4fJzeQs,פיצה טו-גו,"78700 ישראל, Eli Cohen 21, Ashkelon, Israel",right,שם זהה/תעתיק (sim 1.00) + אותה עיר,פיצה טו-גו,iw,"78700 ישראל, Eli Cohen 21, Ashkelon","78700 ישראל, אלי כהן 21, אשקלון",yes,פיצה טו-גו,iw,"78700 ישראל, Eli Cohen 21, Ashkelon","78700 ישראל, Eli Cohen 21, Ashkelon",yes
1343,גלידה מרג'לטו,"שד' יוהנה ז'בוטינסקי 13, באר שבע, Israel",ChIJV-5b-v1lAhURdQOQOsraopQ,גלידה מרג'לטו Gelateria Margelato,"Sderot Johana Jabotinsky 13, Beersheba, Israel",right,שם זהה/תעתיק (sim 1.00) + אותה עיר,גלידה מרג'לטו Gelateria Margelato,iw,"שדרות יוהנה ז'בוטינסקי 13, באר שבע","שדרות יוהנה ז'בוטינסקי 13, באר שבע",yes,גלידה מרג'לטו Gelateria Margelato,iw,"Sderot Johana Jabotinsky 13, Beersheba","Sderot Johana Jabotinsky 13, Beersheba",no
1354,קנזס בורגר&סלט בהרכבה באר שבע,"יצחק אבינו 5, באר שבע, Israel",ChIJ4TlMEOFnAhURLEx6jJ4nGxo,קנזס בורגר בר,"Yitskhak Avinu St 5, Be'er Sheva, 8453303, Israel",right,שם זהה/תעתיק (sim 1.00) + רחוב+בית זהים,קנזס בורגר בר,en,"יצחק אבינו 5, באר שבע, 8453303","יצחק אבינו 5, באר שבע",yes,קנזס בורגר בר,en,"Yitskhak Avinu St 5, Be'er Sheva, 8453303","Yitshak Avinu 5, Beersheba",no
1358,פיצה איטלינו,"שד' דרום אפריקה 63, אשקלון, Israel",ChIJ7ahgxT6cAhURWPqeqzBFdxc,Pizza Italiano,"Johannesburg St 49, Ashkelon, Israel",right,שם זהה/תעתיק (sim 0.75) + אותה עיר,פיצה איטליאנו,iw,"יוהנסבורג 49, אשקלון","יוהנסבורג 49, אשקלון",yes,Pizza Italiano,en,"Johannesburg St 49, Ashkelon","Johanesburg 49, Ashkelon",no
1362,טוסט ביף,"דרך בן גוריון 1043, דימונה, Israel",ChIJows1pOVHAhUR-I4he17bAzs,טוסט ביף,"Derech David Ben Gurion 1043, Dimona, 86000, Israel",right,שם זהה/תעתיק (sim 1.00) + אותה עיר,טוסט ביף,iw,"דרך דוד בן גוריון 1043, דימונה, 86000","דרך דוד בן גוריון 1043, דימונה",yes,טוסט ביף,iw,"Derech David Ben Gurion 1043, Dimona, 86000","Derech David Ben Gurion 1043, Dimona",no
1364,הריף,"שד' משה דיין 1, אשדוד, Israel",ChIJz44b4n-jAhURziZdzlIqdjc,הריף,"חוף הפרחים, אשדוד, 7771771, Israel",right,שם זהה/תעתיק (sim 1.00) + אותה עיר,הריף,iw,"חוף הפרחים, אשדוד, 7771771","חוף הפרחים, אשדוד",yes,הריף,iw,"חוף הפרחים, אשדוד, 7771771","חוף הפרחים, Ashdod",yes
1366,בונה פיצה,"מדרחוב הנביאים 1, אשדוד, Israel",ChIJ4ThIVPCiAhURjxl6v-io0ps,בונה פיצה,"חנות 26 קיימת חניה גדולה מאחורי העסק, מדרחוב הנביאים 1, אשדוד, Israel",right,שם זהה/תעתיק (sim 1.00) + אותה עיר,בונה פיצה,iw,"חנות 26 קיימת חניה גדולה מאחורי העסק, מדרחוב הנביאים 1, אשדוד","חנות 26 קיימת חניה גדולה מאחורי העסק, מדרחוב הנביאים 1, אשדוד",yes,בונה פיצה,iw,"חנות 26 קיימת חניה גדולה מאחורי העסק, מדרחוב הנביאים 1, אשדוד","חנות 26 קיימת חניה גדולה מאחורי העסק, HaNevi'im Pedestrian Mall 1, Ashdod",yes
1378,המבורגיניס,"שד' התמרים 56, אילת, Israel",ChIJz4wAYf9xABURvR19gSWL_tk,Hamboorginis,"Sderot HaTmarim 56, Eilat, Israel",right,שם זהה/תעתיק (sim 0.88) + רחוב+בית זהים,המבורגיניס,iw,"שדרות התמרים 56, אילת","שדרות התמרים 56, אילת",yes,Hamboorginis,en,"Sderot HaTmarim 56, Eilat","Sderot HaTmarim 56, Eilat",no
1382,בר בארי אנטריקוט בר,"שד' ירושלים 2, באר שבע, Israel",ChIJlYs9_0tmAhURTXPTpD1lSgA,בוטיק אנטריקוט,"דרך חברון 60, Beersheba, Israel",right,שם זהה/תעתיק (sim 0.79) + אותה עיר,בוטיק אנטריקוט,iw,"דרך חברון 60, באר שבע","דרך חברון 60, באר שבע",yes,בוטיק אנטריקוט,iw,"דרך חברון 60, Beersheba","דרך חברון 60, Beersheba",yes
1383,פיצה מטר,"אקסודוס 6, אשקלון, Israel",ChIJjSny9g2cAhURifxNdng_grg,פיצה מטר אשקלון,"Exodus St 6, Ashkelon, Israel",right,שם זהה/תעתיק (sim 1.00) + אותה עיר,פיצה מטר אשקלון,iw,"אקסודוס 6, אשקלון","אקסודוס 6, אשקלון",yes,פיצה מטר אשקלון,iw,"Exodus St 6, Ashkelon","Exodus 6, Ashkelon",no
1387,"הסנדק (רמב""ם), באר שבע","שד' ירושלים 2, באר שבע, Israel",ChIJa5yDgw5mAhURFVR66mRC94s,Sombrero Be'er sheva,"Sderot Yerushalayim 2, Beersheba, Israel",right,"עיר+רחוב+בית קרוב (2~2), שם חלקית (sim 0.43)",הסנדק באר שבע,iw,"שדרות ירושלים 2, באר שבע","שדרות ירושלים 2, באר שבע",yes,Sombrero Be'er sheva,en,"Sderot Yerushalayim 2, Beersheba","Sderot Yerushalayim 2, Beersheba",no
1395,הסנדביץ של השף שגב,"קריית גת, Israel",ChIJWSSWDhmRAhUR6dxi4a9yufw,הבאגט של שגב,"Sderot Lachish 7, Kiryat Gat, Israel",right,שם תואם (sim 0.50) + עיר + רחוב,הבאגט של שגב,iw,"שדרות לכיש 7, קרית גת","שדרות לכיש 7, קרית גת",yes,הבאגט של שגב,iw,"Sderot Lachish 7, Kiryat Gat","Sderot Lachish 7, Kiryat Gat",no
1404,Kings pizza,"חיים לנדאו 4, באר שבע, Israel",ChIJQ0h9IuhlAhURnsItqrafoM8,Kings Pizza,"Khayim Landau St 4, Be'er Sheva, 8476555, Israel",right,שם זהה/תעתיק (sim 1.00) + רחוב+בית זהים,Kings Pizza,iw,"חיים לנדאו 4, באר שבע, 8476555","חיים לנדאו 4, באר שבע",yes,Kings Pizza,iw,"Khayim Landau St 4, Be'er Sheva, 8476555","Haim Landau 4, Beersheba",no
1414,טוניס אורגינל,"יוסף סמלו 78, נתיבות, Israel",ChIJxWyUD9l9AhURzz0Iwp9PLf0,מסעדת טוניס אורגינל,"Yosef Samelo St 78, Netivot, Israel",right,שם זהה/תעתיק (sim 1.00) + רחוב+בית זהים,מסעדת טוניס אורגינל,iw,"יוסף סמלו 78, נתיבות","יוסף סמלו 78, נתיבות",yes,מסעדת טוניס אורגינל,iw,"Yosef Samelo St 78, Netivot","Yosef Samelo 78, Netivot",no
1429,המרוקאית הקטנה,"שד' יגאל אלון 10, דימונה, Israel",ChIJKf1CowRGAhURbvtGfcjy_ks,המרוקאית הקטנה,"Sderot Yig'al Alon 10, Dimona, Israel",right,שם זהה/תעתיק (sim 1.00) + אותה עיר,המרוקאית הקטנה,iw,"שדרות יגאל אלון 10, דימונה","שדרות יגאל אלון 10, דימונה",yes,המרוקאית הקטנה,iw,"Sderot Yig'al Alon 10, Dimona","Sderot Yig'al Alon 10, Dimona",no
1444,קמפאי סטריט ווק,"גור דב 13, אשדוד, Israel",ChIJZSuPvsKiAhURclagi57IZW4,Kampai Street Wok - קמפאי סטריט ווק,"ביג פאשן, דרך הרכבת 1, אשדוד, Israel",right,שם זהה/תעתיק (sim 1.00) + אותה עיר,קמפאי,iw,"ביג פאשן, דרך הרכבת 1, אשדוד","ביג פאשן, דרך הרכבת 1, אשדוד",yes,Kampai Street Wok - קמפאי סטריט ווק,en,"ביג פאשן, דרך הרכבת 1, אשדוד","ביג פאשן, Derech HaRakevet 1, Ashdod",yes
1461,תבשילי העמק,"הפועלים 16, באר שבע, Israel",ChIJbSLYJylmAhUR0-gyHjgaidc,תבשילי העמק,"HaPo'alim St 16, Be'er Sheva, Israel",right,שם זהה/תעתיק (sim 1.00) + רחוב+בית זהים,תבשילי העמק,iw,"הפועלים 16, באר שבע","הפועלים 16, באר שבע",yes,תבשילי העמק,iw,"HaPo'alim St 16, Be'er Sheva","HaPo'alim 16, Beersheba",no
1474,מיטל,"ככר הנשיא 10, שדרות, Israel",ChIJv0iMp1aBAhURhRHVRpbFPvk,מיטל מטבח בריא,"Ha-Histadrut St 10, Sderot, Israel",right,שם זהה/תעתיק (sim 1.00) + אותה עיר,מיטל מטבח בריא,iw,"ההסתדרות 10, שדרות","ההסתדרות 10, שדרות",yes,מיטל מטבח בריא,iw,"Ha-Histadrut St 10, Sderot","Hahistadrut 10, Sderot",no
1475,פלאפל צנעני,"ז'בוטינסקי 45, סטאר סנטר, אשדוד, Israel",ChIJuVR62RKjAhURGIq5AAAptMw,פלאפל כרמי סטאר סנטר אשדוד,"Jabotinski St 47, Ashdod, Israel",right,שם תואם (sim 0.50) + עיר + רחוב (בית 45≠47),פלאפל כרמי סטאר סנטר אשדוד,iw,"ז'בוטינסקי 47, אשדוד","ז'בוטינסקי 47, אשדוד",yes,פלאפל כרמי סטאר סנטר אשדוד,iw,"Jabotinski St 47, Ashdod","Jabotinsky 47, Ashdod",no
1482,צ'יף בורגר,"שד' יעלים 14, אילת, Israel",ChIJV9Jkau5vABURWPd4y7BVE1w,צ'יף בורגר אילת - כשר למהדרין,"Sderot Ye'elim 14, Eilat, 8855100, Israel",right,שם זהה + אותו מספר בית (14) — רחוב בתעתיק שונה,צ'יף בורגר אילת - כשר למהדרין,iw,"שדרות יעלים 14, אילת, 8855100","שדרות יעלים 14, אילת",yes,צ'יף בורגר אילת - כשר למהדרין,iw,"Sderot Ye'elim 14, Eilat, 8855100","Sderot Ye'elim 14, Eilat",no
1502,פיצה פצץ,"הזית 41, קריית גת, Israel",ChIJnXiLIWORAhURKwkHIQB4_Qs,פיצה פצץ קרית גת,"Ha-Zayit St 41, Kiryat Gat, Israel",right,שם זהה/תעתיק (sim 1.00) + אותה עיר,פיצה פצץ קרית גת,iw,"הזית 41, קרית גת","הזית 41, קרית גת",yes,פיצה פצץ קרית גת,iw,"Ha-Zayit St 41, Kiryat Gat","HaZayit 41, Kiryat Gat",no
1505,שווארמת השמן,"ז'בוטינסקי 43, סטאר סנטר, אשדוד, Israel",ChIJHUmGuhKjAhURPj0HgUygR08,השמן,"Jabotinski St 47 47, Ashdod, Israel",right,שם זהה/תעתיק (sim 1.00) + אותה עיר,השמן,iw,"ז'בוטינסקי 47 47, אשדוד","ז'בוטינסקי 47 47, אשדוד",yes,השמן,iw,"Jabotinski St 47 47, Ashdod","Jabotinsky 47 47, Ashdod",no
1509,טאץ' בורגר,"יוסף סמלו 9, נתיבות, Israel",ChIJY-aebN99AhURlgl8MBUcHbw,טאצ׳ בורגר,"Yosef Samelo St 9, Netivot, Israel",right,שם זהה/תעתיק (sim 1.00) + רחוב+בית זהים,טאצ׳ בורגר,iw,"יוסף סמלו 9, נתיבות","יוסף סמלו 9, נתיבות",yes,טאצ׳ בורגר,iw,"Yosef Samelo St 9, Netivot","Yosef Samelo 9, Netivot",no
1510,פיצה פרגו,"אפרים 112, באר שבע, Israel",ChIJgzfRrY1vAhURDClNDpQgaDw,פרגו פיצה בבאר שבע,"Ephraim Laron St 112, Be'er Sheva, Israel",right,רשת — אותו סניף (רחוב+בית),פרגו פיצה בבאר שבע,iw,"אפרים לרון 112, באר שבע","אפרים לרון 112, באר שבע",yes,פרגו פיצה בבאר שבע,iw,"Ephraim Laron St 112, Be'er Sheva","Ephraim Laron 112, Beersheba",no
1523,סין צ'אן אשקלון,"רחבעם זאבי 4, אשקלון, Israel",ChIJGVxPKnWfAhURSdPiLjXLMmE,סין צ'אן אשקלון,"4, Rehavam Ze'evi 13, Ashkelon, Israel",right,שם זהה/תעתיק (sim 1.00) + אותה עיר,סין צ'אן אשקלון,en,"4, רחבעם זאבי 13, אשקלון","4, רחבעם זאבי 13, אשקלון",yes,סין צ'אן אשקלון,en,"4, Rehavam Ze'evi 13, Ashkelon","4, Rehavam Ze'evi 13, Ashkelon",no
1525,דודא לפיצה,"אלי כהן 42, אשקלון, Israel",ChIJBeZQ1GucAhURw1w2R9CWlQM,דודא לפיצה,"Sinai St 4, Ashkelon, Israel",right,שם זהה/תעתיק (sim 1.00) + אותה עיר,דודא לפיצה,iw,"סיני 4, אשקלון","סיני 4, אשקלון",yes,דודא לפיצה,iw,"Sinai St 4, Ashkelon","Sinai 4, Ashkelon",no
1549,שווארמה האחים,"דרך השלום 48, באר שבע, Israel",ChIJ3Up4elRnAhURgv8lNtiLGv0,פלאפל ושווארמה הירוק השלום 48,"Derech HaShalom 48, Beersheba, Israel",right,LLM אישר (conf 0.85) — נחסם קודם רק בגלל רף ה-0.9,פלאפל ושווארמה הירוק השלום 48,iw,"דרך השלום 48, באר שבע","דרך השלום 48, באר שבע",yes,פלאפל ושווארמה הירוק השלום 48,iw,"Derech HaShalom 48, Beersheba","Derech HaShalom 48, Beersheba",no
1551,איזאקאיה,"הרצל 29, באר שבע, Israel",ChIJZRbGSPllAhURzYN1sEE3rFA,איזאקאיה,"Herzl Rosenblum St 29, Be'er Sheva, Israel",right,שם זהה + אותו מספר בית (29) — רחוב בתעתיק שונה,איזאקאיה,iw,"הרצל רוזנבלום 29, באר שבע","הרצל רוזנבלום 29, באר שבע",yes,איזאקאיה,iw,"Herzl Rosenblum St 29, Be'er Sheva","Herzl Rosenblum 29, Beersheba",no
1563,פרנקו,"הרצל 30, אשקלון, Israel",ChIJAzgGLXCcAhURiXwfHvkDiKA,פרנקו אשקלון - מסעדה חלבית,"Herzl St 4, Ashkelon, Israel",right,שם זהה/תעתיק (sim 1.00) + אותה עיר,פרנקו אשקלון,iw,"הרצל 4, אשקלון","הרצל 4, אשקלון",yes,פרנקו אשקלון - מסעדה חלבית,en,"Herzl St 4, Ashkelon","Hertsel 4, Ashkelon",no
1569,אליזבת איטלקיה אמיתית,"התענך 2, אשקלון, Israel",ChIJwVqK9LudAhURB2wSHF5-Xzc,אליזבת איטלקיה אמיתית אשקלון,"Ta'anakh St 2, Ashkelon, Israel",right,שם זהה/תעתיק (sim 1.00) + אותה עיר,אליזבת איטלקיה אמיתית אשקלון,iw,"תענך 2, אשקלון","תענך 2, אשקלון",yes,אליזבת איטלקיה אמיתית אשקלון,iw,"Ta'anakh St 2, Ashkelon","Ta'anach 2, Ashkelon",no
1570,אגדה מזרחית,"שד' יגאל אלון 23, דימונה, Israel",ChIJuaqnLAFGAhURaIXjm_MCamU,מסעדת בשרים אגדה מזרחית,"Sderot Yig'al Alon 1, Dimona, Israel",right,שם זהה/תעתיק (sim 1.00) + אותה עיר,מסעדת בשרים אגדה מזרחית,iw,"שדרות יגאל אלון 1, דימונה","שדרות יגאל אלון 1, דימונה",yes,מסעדת בשרים אגדה מזרחית,iw,"Sderot Yig'al Alon 1, Dimona","Sderot Yig'al Alon 1, Dimona",no
1573,ארומה,"הסתת 20, ביג אילת, Israel",ChIJL9NO6wRuABURwub60euAJbo,Aroma,"Ha-Satat St 20, Eilat, Israel",right,רשת — LLM אישר (conf 0.95) + רחוב תואם,ארומה ביג אילת,iw,"הסתת 20, אילת","הסתת 20, אילת",yes,Aroma,en,"Ha-Satat St 20, Eilat","HaSatat 20, Eilat",no
1576,מאפיית גיל,"המחוגה 30, אשקלון, Israel",ChIJmXDV722cAhURPqMYdjLxepg,מאפית גיל,"Ha-Kerem St, Ashkelon, Israel",right,שם זהה/תעתיק (sim 1.00) + אותה עיר,מאפית גיל,iw,"הכרם, אשקלון","הכרם, אשקלון",yes,מאפית גיל,iw,"Ha-Kerem St, Ashkelon","HaKerem, Ashkelon",no
