outcome,held_id,held_name,held_address,held_score,owner_id,owner_name,owner_address,owner_score,google_name,google_address,place_id
owner_wins,6577,Sushi N Bagels בית שמש,"נהר הירקון 38, בית שמש",16.0,4725,סושי אנד בייגלס,"בית שמש, Israel",24.8,Sushi N Bagels,"Hashdera Mall, Menachem Porush 1, Bet Shemesh, 9964114, Israel",ChIJ_5UcLz_DAhURQkm4O-kb1v4
owner_wins,6675,Super Hamizrah,"דרך בית לחם 34, ירושלים",16.0,5357,סופר המזרח,"ירושלים, Israel",25.3,Super HaMizrah,"Beit Lehem Rd 34, Jerusalem, 9350401, Israel",ChIJ7dKnRJ8pAxURNneF7d3lzn8
owner_wins,6696,300 גרם,"מושב בוסתן הגליל, גליל מערבי",6.0,2336,300 גרם,"שדרות האקליפטוס 13, בוסתן הגליל, Israel",16.0,300 גרם - מסעדת בשרים כשרה,"33°00'26.6""N 35°13'15.1""E, Bustan HaGalil, Israel",ChIJAeK7Sy3SHRURifnzCxPgOrs
owner_wins,6700,B-FRESH - גירון אשקלון,"בן גוריון 21, אשקלון",16.0,6912,B-FRESH - מרינה אשקלון,"הנמל 9, אשקלון",26.0,B-FRESH,"HaNamal St, Ashkelon, Israel",ChIJP0ap6DWcAhURRA3n7wI3VQU
owner_wins,6795,Sushi Tokyo -  The Jewish Quarter,"תפארת ישראל 7, ירושלים",26.0,6832,Sushi Tokyo -  Agripas,"אגריפס 111, ירושלים",36.0,Tokyo Sushi,"Agripas St 111, Jerusalem, Israel",ChIJxz1IqPXXAhURHACcBnqsJ4g
owner_wins,4997,בומרנג טוסט בר,"דרך יצחק רבין 17, בית שמש, Israel",22.4,6761,Burgers Bar בית שמש,"דרך יצחק רבין 19, בית שמש",36.0,Burgers Bar,"Derech Yitshak Rabin 19, Beit Shemesh, Israel",ChIJKwb6CWDEAhURXdbN4pUSgGQ
owner_wins,6924,Anthony's pizza,"שושן 44, ירושלים",26.0,4742,אנטוני'ס פיצה,"שושן 4, ירושלים, Israel",34.8,Anthony's Pizza,"Shoshan St 4, Jerusalem, Israel",ChIJ_RnY-zApAxURiArKrBJ_n_s
owner_wins,4880,בורגר מרקט,"הערמונים 3, מחנה יהודה, ירושלים, Israel",15.3,6859,Burger Market מחנה יהודה,"אגריפס 68, ירושלים",36.0,Burger Market,"Agripas St 68, Jerusalem, 9430138, Israel",ChIJaSL98CjWAhURQdtUkU-xBxg
owner_wins,451,בורגרס בר,"הפלמ""ח 20, אשדוד, Israel",15.0,6522,Burgers Bar אשדוד,"הגדוד העברי 5, גן העיר, אשדוד",36.0,Burgers bar,"Ha-Gdud ha-Ivri St 5, Ashdod, Israel",ChIJE2qXylWiAhURyGdJgeWBYrc
owner_wins,5040,בורגרס בר,"אגודת ספורט בית""ר 1, קניון ירושלים, Israel",5.0,6752,Burgers Bar מלחה,"דרך אגודת ספורט בית""ר 1, ירושלים",36.0,Burgers Bar,"קניון, Derech Agudat Sport Beitar 1, Jerusalem, 9695989, Israel",ChIJt1_9go7XAhURe26GXkmvq6M
owner_wins,5003,רימון,"שד' יגאל אלון 3, ביג פאשן בית שמש, Israel",4.5,6631,קפה רימון  - בית שמש,"יגאל אלון 3 קניון ביג פאשן, בית שמש",12.0,Rimon,"Yig'al Alon Ave 3, Beit Shemesh, Israel",ChIJ01bHYVfEAhURn7XbFYxaIxs
owner_wins,5781,מינאטו,"המנופים 8, הרצליה פיתוח, Israel",4.5,6790,MINATO | מינאטו,"המנופים 8, הרצליה",36.0,Minato,"בניין בית אופק, המנופים 8, הרצליה, Israel",ChIJ5etagPJIHRURVXQ8AAVV8vY
owner_wins,1566,הולנד צ'יפס,"רוגוזין 72, אשדוד, Israel",24.0,1751,HOLLAND CHIPS,"רוגוזין 74, אשדוד, Israel",36.0,Holland Chips,"Rogozin St 74, Ashdod, Israel",ChIJDcSyxaujAhURaLnIZznELfA
owner_wins,4762,ביגה,"אגודת ספורט בית""ר 1, קניון ירושלים, Israel",4.0,6731,BIGA ירושלים,"אגודת ספורט בית""ר 1, ירושלים",36.0,Biga,"Derech Agudat Sport Beitar 1, Jerusalem, Israel",ChIJ59dZDoXXAhURY2zUB0rZF6Q
owner_wins,5616,ביגה רחובות,"ביל""ו 2, קניון רחובות, Israel",14.0,7024,BIGA רחובות,"בילו 2 קניון רחובות, רחובות",34.5,Biga Rehovot,"קניון רחובות, Bilu 2, Rehovot, Israel",ChIJr1n-vSG3AhURylAjKceXwRI
owner_wins,6873,Kitchen Mamila | קיטשן ממילא,"יצחק קריב 3, ממילא, ירושלים",14.0,4746,קיטשן בראסרי,"ממילא 13, שדרות אלרוב ממילא, ירושלים, Israel",23.0,מסעדת קיטשן ממילא ירושלים,"בתוך הקניון הסגור, שדרות אלרוב, Derech Mamilla 8, Jerusalem, 9414904, Israel",ChIJ9XMFViQpAxUR_QW_ppqZHm8
owner_wins,3831,ג'פטו,"השדרה המרכזית 15, מודיעין והסביבה, Israel",3.6,6721,גפטו בר,"השדרה המרכזית 15, מודיעין",23.6,Geppetto Bar,"ליגד סנטר 1, HaShdera HaMerkazit 15, Modi'in Makabim-Re'ut, Israel",ChIJ8ZFOoGjMAhURlYYAwuGhTUA
owner_wins,1547,בוטיק הפיצה,"המלך דוד 20, אשדוד, Israel",13.5,426,"בוטיק הפיתה סניף רובע י""ג","David HaMelech St 20, Ashdod, Israel",36.0,"בוטיק הפיתה סניף רובע י""ג","David HaMelech St 20, Ashdod, Israel",ChIJ-_0rUPWiAhUR9WoRoqoUXIw
owner_wins,4910,אנדלוסיה קוקטייל בר,"מעבר בית הכנסת 12, כיכר המוזיקה, ירושלים, Israel",13.3,6811,אנדלוסיה,"זאב רבן 1, זאב רבן 2, ירושלים",22.0,Andalucia Cocktail Bar,"Ze'ev Raban St 2, Jerusalem, Israel",ChIJJ8G64dgpAxURBeysj1HNf8Q
owner_wins,549,קבלרו,"ירושלים, Israel",23.0,4711,קאבלרו,"המרפא 1, הר חוצבים, ירושלים, Israel",36.0,Caballero/ קאבלרו,"Ha-Marpe St 1, Jerusalem, Israel",ChIJVRc4hwDXAhURNt1ChcVwjlw
owner_wins,2288,קיסר מיט בר,"ראש פינה, Israel",13.0,6963,מסעדת קיסר,"דרך הגליל 55, ראש פינה",26.0,מסעדת קיסר ראש פינה - Caesar Meat Bar - כשר למהדרין,"Galil road 1, Rosh Pinna, Israel",ChIJ9R3d6gIjHBUR__UZNSFH1dU
owner_wins,3944,לה קרנה,"תוצרת הארץ, פתח תקווה, Israel",23.0,7023,La Carne,"תוצרת הארץ 1, פתח תקווה",36.0,LaCarne,"Totseret ha-Arets St 1, Petah Tikva, Israel",ChIJH1VuF202HRURFpc4jrgw7_A
owner_wins,3073,אושי אושי עזריאלי,"גולדה מאיר 7, קניון חולון, Israel",12.7,3099,אושי אושי חולון,"סוקולוב 49, חולון, Israel",32.2,Oshi Oshi,"סוקולוב 49 (רשמו בווייז שנקר 45, עמוס בשל עבודות הרכבת הקלה סניף נוסף בקניון חולון, Sokolow 7, Holon, 5826803, Israel",ChIJJbOI0Za2AhURDI3_JD1rhJI
owner_wins,3463,ניהון נו-בה שגב יפני כשר,"פתח תקווה, Israel",12.1,7218,ניהון נו בה - שגב יפני כשר,"תוצרת הארץ 3, פתח תקווה",32.1,Nihon no-ba,"Totseret ha-Arets St 3, Petah Tikva, Israel",ChIJWe_nSBVJHRURKLIdMiU1MsE
owner_wins,4727,לוצ'נה,"ממילא 8, שדרות אלרוב ממילא, ירושלים, Israel",32.0,6542,Luciana ממילא,"שד' ממילא 8, ירושלים",36.0,Luciana,"ממילא 8, קניון ממילא, Jerusalem",ChIJM7doTC8oAxUR9cMWDzXzuLc
owner_wins,5227,פיורי,"דוד רמז 4, המושבה הגרמנית, ירושלים, Israel",32.0,6640,FIORI ירושלים,"דוד רמז 4, ירושלים",36.0,Pizza Fiori,"David Remez St 4, Jerusalem, Israel",ChIJbfLzci4oAxUR685iWo-2ho4
owner_wins,6913,קפה זריפה,"הורקניה 8, ירושלים",31.8,4951,zariffa,"הורקניה 8, ירושלים, Israel",36.0,Zariffa - בית קפה ירושלמי,"Horkanya St 8, Jerusalem, Israel",ChIJuVSM8ujXAhURLc0gTidwuTw
owner_wins,6592,סאנסט קיטצ'ן הרצליה,"שדרות אלי לנדאו 60, הרצליה פיתוח",1.6,5680,סאנסט קיטצ'ן הרצליה Sunset Kitchen,"אלי לנדאו 60, הרצליה פיתוח, Israel",6.0,Sunset Kitchen,"שד' אלי לנדאו 60, Hertsliya, Israel",ChIJyTevw5ZIHRUR72QuV_JucFE
owner_wins,2008,אסתריקה מסעדת בוטיק קריית שמונה,"הברזל, קריית שמונה, Israel",11.3,2271,אסתריקה,"קריית שמונה, Israel",24.8,Esterika,"אזור תעשיה דרומי, לשם 37, Qiryat Shemona, Israel",ChIJJQv_kq6iHhURfKPxC1lh1uU
owner_wins,4963,ג'פניקה,"שד' יצחק רבין 10, סינמה סיטי ירושלים, Israel",1.3,6793,ג'פניקה סינמא סיטי ירושלים,"שדרות יצחק רבין 10, ירושלים",33.4,Japanika Cinema City Jerusalem,"Sderot Yitshak Rabin 10, Jerusalem, Israel",ChIJ_f3JczLWAhURjOE8nApTuCM
owner_wins,565,אגדיר,"בני ברק, Israel",21.3,3064,אגאדיר,"מצדה (כנרת) 7, בני ברק, Israel",36.0,אגאדיר בורגר בסר בני ברק - כשר,"Metsada St 7, Bnei Brak, 5126201, Israel",ChIJjbAgcSRLHRUR0251K6sv4Zw
owner_wins,3681,גרקו הכשרה,"אורי צבי גרינברג 25, צפון תל אביב, Israel",1.2,7189,גרקו | הכשרה,"גרינברג 25, תל אביב",31.2,Greco | Kosher,"גרינברג 25, תל אביב-יפו, 6937931, Israel",ChIJWa9xdQJJHRURy3zvVWyJikY
owner_wins,1234,ביגה במרכז פריז,"בעלי המלאכה 203, נתיבות, Israel",1.1,6841,BIGA נתיבות,"בעלי המלאכה 3, נתיבות",6.0,Biga Bakery,"Ba'alei ha-Melakha St 3, Netivot, Israel",ChIJv10Af-F_AhURXyGp5dnJO4I
owner_wins,6549,White Sushi,"שידלובסקי 1, יבנה",1.0,5427,וייט,"שידלובסקי 1, יבנה, Israel",6.0,סושי וייט,"Shidlovski St 1, Yavne, Israel",ChIJAS_fLoGwAhURqmb4h83EXAw
owner_wins,4813,קרייב,"השקמה 1, מחנה יהודה, ירושלים, Israel",30.5,6632,CRAVE,"השיקמה 1, ירושלים",36.0,Crave Gourmet Street Food,"Ha-Shikma St 1, Jerusalem, 9432301, Israel",ChIJ09CU8ijWAhUR5-QjaXy-18s
owner_wins,4716,רוזה מודיעין כשרות מהדרין מחפוד,"שד' המלאכות 222, ישפרו סנטר מודיעין, Israel",0.5,6574,רוזה מודיעין,"ישפרו סנטר, שד' המלאכות 1, מודיעין",31.5,ROZA,"ישפרו סנטר, שד' המלאכות 1, Modi'in Makabim-Re'ut, Israel",ChIJ2-ZTaKbOAhUR1I7a9Ed4aik
owner_wins,4738,ג'וי גריל האוס,"ממילא 13, שדרות אלרוב ממילא, ירושלים, Israel",30.0,6567,Joy Grill House,"שדרות ממילא 13, ירושלים",36.0,Joy Restaurant,"Mamilla Rd 13, Jerusalem, Israel",ChIJM7DW8dEpAxURrPiSm7-4Ls0
owner_wins,4897,פיצה פלוס מאפה,"הארזים 13, ירושלים, Israel",30.0,4778,הארזים פיצה בייקרי ירושלים,"הארזים 13, ירושלים, Israel",36.0,הארזים Pizza Bakery,"HaArazim St 13, Jerusalem, Israel",ChIJ-65dYrHXAhURHunqFr-oEDQ
owner_wins,4940,קפה גרג,"שד' יצחק רבין 10, סינמה סיטי ירושלים, Israel",6.0,6770,Greg סינמה סיטי ירושלים,"שדרות יצחק רבין 10, ירושלים",36.0,קפה גרג - סינמה סיטי ירושלים,"Sderot Yitshak Rabin 10, Jerusalem, Israel",ChIJfUGRCzLWAhUR_vRQX360vuw
owner_wins,6695,Greg גן העיר אשדוד,"הגדוד העברי 5 גן העיר, אשדוד",24.2,1837,גרג קיטשן,"הגדוד העברי 1, אשדוד, Israel",36.0,גרג קיטשן סניף גן העיר אשדוד,"גן העיר, הגדוד העברי 1, אשדוד, 7745511, Israel",ChIJXdo5KFSiAhUR24Mqs7G6CUA
owner_wins,1193,ביגה,"אשדוד, Israel",24.0,6862,BIGA אשדוד,"אריאל שרון 1, אשדוד",36.0,Biga,"מתחם BIG FASHION אריאל שרון 1, Ashdod, Israel",ChIJZR3Xo8KiAhURvTZmN2TtEiw
owner_wins,598,מסעדת מוסקט,"ירושלים, Israel",23.6,4881,מוסקט,"כנפי נשרים 24, ירושלים, Israel",33.6,Muscat,"Kanfei Nesharim St 24, Jerusalem, Israel",ChIJSRvCbkzWAhURhH7Ph2GPArg
owner_wins,3810,הנכד בורקס,"רמלה, Israel",23.0,3680,בורקס תורכי אורגינלי,"ז'בוטינסקי 3, רמלה, Israel",34.3,בורקס תורכי- רמלה,"Jabotinski St 3, Ramla, Israel",ChIJqUs8vRzKAhUREJBwnQj3J5I
held_wins_SWAP_NEEDED,4752,חומוס הרובע,"משגב לדך 42, הרובע היהודי, ירושלים, Israel",23.3,4794,חצר ברובע,"תפארת ישראל 2, הרובע היהודי, ירושלים, Israel",16.0,חצר ברובע,"Misgav Ladakh St 36, Jerusalem",ChIJa93IjIEpAxURkia-yEv0lWU
held_wins_SWAP_NEEDED,1308,הסושיה,"שד' יצחק רגר 2, קניון הנגב, Israel",32.7,1368,אושי אושי באר שבע,"שד' יצחק רגר 2, באר שבע, Israel",6.0,אושי אושי באר שבע,"קניון הנגב, Yitzhack I. Rager Blvd 2, Be'er Sheva, Israel",ChIJo1dHNchnAhURfvQnBWdM_xE
ambiguous,1533,בי בי בי,"דרך הדרום 3, קריית גת, Israel",36.0,7003,BBB קריית גת,"דרך הדרום 3, קרית גת",36.0,BBB,"מרכז ביג, דרך הדרום 3, קרית גת, Israel",ChIJvXuzL32RAhURN20N6jL4le0
ambiguous,1969,אבן הראשה,"שטורמן 1, בית שאן, Israel",36.0,6934,יקב אבן הראשה,"שטורמן 1, בית שאן",36.0,יקב אבן הראשה - Keystone Winery,"שטורמן 1, בית שאן, Israel",ChIJi9lv2qVfHBURpnUU_zRshQk
ambiguous,3114,לה מיאל,"יד חרוצים 14, תל אביב, Israel",6.0,6986,Le Miel,"יד חרוצים 14, תל אביב",6.0,מסעדה צרפתית תל אביב - מסעדת לה מיאל | Le Miel TLV,"Yad Harutsim St 14, Tel Aviv-Yafo, 6770007, Israel",ChIJ7VWsTP9LHRURWUdEY2Ojcno
ambiguous,3485,Takumi street food,"הדקל 30, שוהם, Israel",6.0,7237,Takumi shoham,"הדקל 30, שוהם",6.0,Takumi,"Dekel St 30, Shoham, Israel",ChIJQ_f_mGIzHRURsog08lMX5yg
ambiguous,3486,קאסה דל-פפה תל אביב,"סנפיר 1, תל אביב, Israel",6.0,4451,קאסה דל-פפה,"סנפיר 1, תל אביב, Israel",6.0,קאסה דל פפה,"Snapir St 1, Tel Aviv-Yafo, Israel",ChIJJ2VsNQVLHRURd8jdjrLLU7g
ambiguous,3756,חומוס אליהו,"המפעל 13, אור יהודה, Israel",6.0,3263,חומוס אליהו אור יהודה,"המפעל 13, אור יהודה, Israel",6.0,חומוס אליהו אור יהודה,"Ha-Mif'al St 13, Or Yehuda, Israel",ChIJ4ToWoAFLHRURiHBvj5kjXCU
ambiguous,4060,ג'ק ביי בלאק ראשונים,"שד' נים 2, קניון עזריאלי ראשונים, ראשון לציון, Israel",6.0,3432,ג'ק ביי בלאק,"שד' נים 2, קניון עזריאלי ראשונים, ראשון לציון, Israel",6.0,ג׳ק ביי בלאק,"Sderot Nim 2, Rishon LeZion, Israel",ChIJtU7NmXq1AhURrJ_10IMOf0k
ambiguous,4130,ארמון ירושלים,"דוד רזיאל 18, רמלה, Israel",36.0,3582,ירושלים,"דוד רזיאל 18, רמלה, Israel",36.0,מסעדת ארמון ירושלים,"Sderot David Razi'el 18, Ramla, 72000, Israel",ChIJdQqoLvXJAhURV_j7yFv9mWc
ambiguous,4343,בוסי,"אצ""ל 41, תל אביב, Israel",6.0,7179,בוסי בתקווה,"האצ""ל 41, תל אביב",6.0,בוסי בתקווה,"Etsel St 41, Tel Aviv-Yafo, Israel",ChIJd5TY62tLHRURSU8T6DO7h8Y
ambiguous,4393,פינת הצלע,"השיקמה 2, אזור, Israel",6.0,3568,פינת הצלע אזור,"השיקמה 2, אזור, Israel",6.0,פינת הצלע,"השקמה 2, Azor, 00000, Israel",ChIJ14UWT-tLHRUR_mfwx_32c6U
ambiguous,4580,הכריש,"אח""י דקר 6, טיילת ראשון לציון, Israel",6.0,6952,הכריש פיצה בר,"אח""י דקר 6, ראשון לציון",6.0,Hakarish Pizza,"Ahi Dakar St 6, Rishon LeZion, Israel",ChIJaUjrmDi0AhUR6FejSB5WB2g
ambiguous,4631,דריה,"תל אביב, Israel",6.0,7056,דריה - Darya,"הירקון 205, תל אביב",6.0,Darya - דריה,"HaYarkon St 205, Tel Aviv-Yafo, 6340534, Israel",ChIJKSKqlFJNHRURP0338q1KVkA
ambiguous,5021,1868,"המלך דוד 10, ירושלים, Israel",16.0,6502,1868 & זוטא,"דוד המלך 10, ירושלים",16.0,1868,"King David St 10, Jerusalem, Israel",ChIJV32Lx9MpAxURjqfRdoXbEus
ambiguous,5223,the wine temple,"עמק רפאים 8, ירושלים, Israel",16.0,4845,בר יין,"עזה 82, ירושלים, Israel",16.0,Wine Bar,"Azza St 28, Jerusalem, Israel",ChIJoaeRf9XXAhURVlhY86AV2i4
ambiguous,5504,HBB המבורגר גדרה,"הרצל 3, גדרה, Israel",16.0,6684,HBB גדרה,"הרצל 3, גדרה",16.0,חביבי המבורגר גדרה - HBB Burger,"Herzl St 3, Gedera, 7040002, Israel",ChIJMdMP0xe7AhURiIM12xiNFHI
ambiguous,5963,סמבוסל'ה,"חדרה, Israel",6.0,6038,סמבוסלה חדרה,"הנשיא וייצמן 48, קניון לב חדרה, Israel",6.0,סמבוסלה,"HaNassi St 46, Hadera, Israel",ChIJW0l0E0QSHRURbHJLcH2_3e0
ambiguous,5973,בורקס בבא,"התע""ש 10, כפר סבא, Israel",6.0,5867,בורקסבבא,"התע""ש 10, כפר סבא, Israel",6.0,בורקס בבא,"HaTa'as St 10, Kefar Sava, Israel",ChIJd00jiM85HRURdBAfZtYPRrg
ambiguous,6481,Mood Restaurant,"דרך הים 5, אילת",6.0,1220,MOOD,"הים 5, אילת, Israel",6.0,מסעדת מוד באילת | mood restaurant eilat,"Ha-Yam St 5, Eilat, 88000, Israel",ChIJnz4VnvJxABURzc9W-40baiU
ambiguous,6493,Bardak pizza bar,"קרן היסוד 38, ירושלים",36.0,4863,ברדק,"קרן היסוד 38, ירושלים, Israel",36.0,Bardak Pizza Bar,"Keren HaYesod St 38, Jerusalem, Israel",ChIJ8xzywiwoAxURNWUrJBrkuxs
ambiguous,6550,צדקיהו,"יד חרוצים 21, ירושלים",36.0,4722,מסעדת צדקיהו,"יד חרוצים 21, קניון ישראל תלפיות, ירושלים, Israel",36.0,מסעדת צדקיהו Tzidkiyahu Resturant,"Yad Harutsim St 21, Jerusalem, Israel",ChIJS1oDEh4oAxURdy5Qkzxy2CE
ambiguous,6660,מנדרין סינמול,"ההסתדרות 55, חיפה",6.0,2625,מנדרין,"שד' ההסתדרות 55, קניון סינמול, חיפה, Israel",6.0,קפה מנדרין,"HaHistadrut Ave 55, Haifa, Israel",ChIJk7z6XXi6HRURcFyWq6Ux5IY
ambiguous,6720,נחמן,"יואל משה סלומון 10, ירושלים",16.0,5163,מסעדת נחמן,"מעבר בית הכנסת 8, כיכר המוזיקה, ירושלים, Israel",16.0,נחמן מסעדה חלבית,"Ze'ev Raban St, Jerusalem, Israel",ChIJQ3hDxNYpAxURy4l-mAARcIM
ambiguous,6734,פלאפל בריבוע - יבנה,"הדוגית 16, יבנה",36.0,5515,פלאפל בריבוע,"הדוגית 16, יבנה, Israel",36.0,פלאפל בריבוע - יבנה,"מרכז רוגובין, הדוגית 16, יבנה, Israel",ChIJ60dbSme6AhURKobSnVeKdT4
ambiguous,6753,Kiara Lounge Bar,"ברוך קטינקא 2, באר שבע",36.0,1473,קיארה,"קטינקא ברוך 2, באר שבע, Israel",36.0,קיארה לאונג׳ בר Kiara Lounge Bar,"ברוך קטינקא 2, Beersheba, Israel",ChIJDbx5SBtnAhURDSVv1NP5d-c
ambiguous,6489,Tommy's | ירושלים,"הקרן הקיימת לישראל 21, ירושלים",33.9,4928,טומיס',"קרן קיימת לישראל 21, ירושלים, Israel",36.0,Tommy's - טומי'ס,"HaKeren HaKayemet Le-Israel St 21, Jerusalem, Israel",ChIJg4KfvirWAhURqvpsFDlm9Y0
ambiguous,6908,AG- Jasper 08,"קמפאן 7, אילת",6.0,1231,"ג'אספר 08 JASPER, ישרוטל אגמים","קאמפן 7, אילת, Israel",6.0,ג'אספר 08 - Jasper 08,"Kampen St 7, Eilat, 88000, Israel",ChIJyzAYHBFxABURpabARVKMhsk
ambiguous,4874,הפי פיש ממילא,"ממילא 14, שדרות אלרוב ממילא, ירושלים, Israel",33.0,573,הפי פיש,"Mamilla Rd 14, Jerusalem, Israel",35.0,Happy Fish,"Mamilla Rd 14, Jerusalem, Israel",ChIJY3K8gtEpAxURbq4kplsAZa8
ambiguous,6921,Blendiz Jaffa St 226,"יפו 226, ירושלים",16.0,6511,Blendiz Jaffa St 43,"יפו 43, ירושלים",16.0,Blendiz,"Jaffa St 43, Jerusalem, Israel",ChIJ9XcYIwApAxURFQ8fq0bowAA
ambiguous,6961,ג'פניקה ראש פינה,"הגליל 1, ראש פינה",36.0,2259,ג'פניקה,"דרך הגליל 1, ראש פינה, Israel",36.0,ג׳פניקה ראש פינה כשר | JAPANIKA ROSH PINA KOSHER,"Derech HaGalil 1, Rosh Pina, Israel",ChIJE8WCZxkiHBURtkyL46EMtSI
ambiguous,6990,Sekai,"הברזל 10 בניין C, תל אביב",6.0,4538,סקאי,"הברזל 10, רמת החייל, תל אביב, Israel",6.0,Sekai סקאי,"HaBarzel St 10, Tel Aviv-Yafo, 6971014, Israel",ChIJL842MG9JHRURiqrqw9Fjvw0
ambiguous,4485,מיתוס,"ויצמן 2, תל אביב, Israel",34.5,7036,Meatos ויצמן,"וייצמן 2, תל אביב",36.0,Meatos,"מגדל אמות השקעות, ויצמן‬ 2, תל אביב-יפו, Israel",ChIJ4ckDaJpLHRURgDNCHMVrs94
ambiguous,7087,באזל בר,"הרצל 29, שדרות",16.0,1799,באזל בר שדרות,"הרצל 3, שדרות, Israel",16.0,באזל בר מסעדה שדרות,"איילים, שדרות, Israel",ChIJOT3C_WqBAhURqMDsDV1VjY0
ambiguous,6950,BIGA ראשונים,"שדרות נים 2, ראשון לציון",5.3,3106,ביגה,"שד' נים 2, קניון עזריאלי ראשונים, ראשון לציון, Israel",6.0,ביגה ראשונים,"Sderot Nim 2, Rishon LeZion, Israel",ChIJWQrBLCS0AhURb_7BJL-0c1w
ambiguous,1767,בורגרס בר,"הסתת 20, ביג אילת, Israel",5.0,6936,Burgers Bar ביג אילת,"הסתת 20, מרכז ביג, אילת",6.0,Burgers Bar,"Ha-Satat St 20, Eilat, Israel",ChIJET1AgQRuABUR2c0v88QZR18
ambiguous,4730,סושי אנד בייגלס,"ירמיהו 68, ירושלים, Israel",14.8,6543,Sushi N Bagels,"ירמיהו 68, ירושלים",16.0,SushiNBagels,"Yirmiyahu St 68, Jerusalem, Israel",ChIJs4LylmzXAhURyiITK_fxbhE
