id,name,action,reason,old_photo_url,old_photo_source,new_photo_url,new_photo_source,new_photo_attribution,google_photo_name
8102,Bracha - Street Food & Neshama,update,,,,https://res.cloudinary.com/dn7vbd6nn/image/upload/v1783405629/restaurants/google/restaurant_8102_google_800.jpg,google,BRACHA - Street Food & Neshama,places/ChIJD3jdc9oRdkgRICyOWW-Cq5U/photos/AaVGc3lAZr-Kmjan_olS2ELXBHWbNxD5lVE8lAk6Qv4pMPMV9ZBzetA5T80JB4BjKZqsUMhP9zEAWTmVK-_4f2_tRHzR35WeVBErYbsTDaLYlOoyjZJUz2aY8DVhh0LMIlBvdGbPyKkgDMV-BzPs55OptdoBchu8OxPgcnMPcLxia576PiiWYy-L08P2I1-a5WuxSwmGH37hdtEvDcH8vawup4zgi6fsaIQW4aRGMCWy-b7L9Hst8nFlV8ZFZELHl0d1k6PKlWjeG-MkcV2O-xPyGu3XvKFlDZlu9up7-1hHXVITkxaVwWIa1aMsb9e2-7lcPttOp99QYwMMhA6bJ383Lobgr0eNw8q3HyzgUhWq6xAX5l0EG3kcVDnlfFP9hHd7i8B43SBg1Y_sTPIyaETE-nxV9aROQxK8SFwOkLIuwfPeZjzHlTZMX6Unnu8fW3pr
8103,Bread Bakery,update,,,,https://res.cloudinary.com/dn7vbd6nn/image/upload/v1783405631/restaurants/google/restaurant_8103_google_800.jpg,google,Y maps,places/ChIJ5TQcRqMQdkgR9MwQ7Ou0RTs/photos/AaVGc3lzTbNj3BXr0rdlzaWwTradc5aZRMK3z7IMn-W7VxEhyQR_JP2cCfsd5z75KXW6si1ZRXXzL8q8Xa5fqoQJj_SO83VPWPvHM-Be4oj1fHmtIq7qUmSyn8JNJ8guOuyrltNCnqzcVWDJh7-qBX0SUFM8rczE3LQyO0zdp-4WqCgv4V6keKwvpS9F-ig3JuopVCi33uLLo65TtxUxYhchCnkApUpMixxgp6E-m910icuXfKULurDCy6IbNPY6A4GUueNyIMYieWwdTKF0-n-5X3w5byp3uhrUWaCTenwEl0E_6IVrPwI0WUwg3Z3ziSItmhrjDYC04Qc5h5nureaRZ9onrj-1rqnGCACIHd-5teJpjqMUemL0iiYzzPa77hqJDW8FwnujUA8aZrTKFDimm_JFbGVXT5QWaJ2MaWClGirGiw
8104,Burger Bar,update,,,,https://res.cloudinary.com/dn7vbd6nn/image/upload/v1783405632/restaurants/google/restaurant_8104_google_800.jpg,google,Y maps,places/ChIJQciZSKMQdkgRSsSBUYEwx7A/photos/AaVGc3mVsWZgdZrP81L0u6ZRz7w6HE5_5C3xDXy52Zw5vGaWA4KvvT2U7ymqgv6Q_FBOmlNNge-EZs4lWk0Xfpcq6-lhKkpUSqXy_p9W5Vm_l3_QOrYl8rSjav82kPO-NNre78W9bFnmM3aNi-McRMIxCZGfDpYKOxz3JWA7g08qWMVWKpqnY_XTvlVid2-_D_TwilfmGUFqgDHt2Hm4F5HHOyRP4GI2DR01Zv3hh_wCiyg7wIhP9nZKOQNjqT-Scf7hD3ylQB6PsXTVZ2NaWccB_m9uU-gE7UDkfjF0nrOdDfMeO4mlhjrn-e3_hQMkd5i96btj443-WYcRlMcH7pR5Ppol7a6GLSkdjTQNkNehAEpZ-HdSwjxiCSj_OjfXL6f-_TuS3mMAZlPdLMM687yE9ysE4bt22kljd2rkSNIH3QEbgIVL
8105,Carmelli Bakery Ltd,update,,,,https://res.cloudinary.com/dn7vbd6nn/image/upload/v1783405634/restaurants/google/restaurant_8105_google_800.jpg,google,Kol-C BeL,places/ChIJf8WDZ5cQdkgRTcjU2kdNKLE/photos/AaVGc3nIzgU8Lrqf5phbOYCnikmJkoTkywORBD63q6RPclb-IngX5STK1Kalb6MJ-feCZiV-cX0dpVkaC2ggkmrRkyNRod8J8B0oR16WZ5hCPLdTgIGb0cbwM7GP9bBE6266fDgJ_LxBrbzUHTYLmz1_3ngfC_fs67Mp_YIyg_62nkVKdBRZqVc363puiZwfO42aEMsYemqNmqsUgCKB7xXRfFfscE1PUmbDhp5s2akYhkGRhnY1e0mAfaeMJrfJCPcrfahAaRiQjgtz4YoRkiSrJONlLbFjtzdiBB-vIor19Et6H3QB3O01kjUWonVcimhYd0zZEPjGVoffUqRxKSnO5KbSQnLot4pDttxl2uRReaqTfyEDF9iRFrQl2-ae9ft1oxHHE0CFYYKKIa4niYBryDEeIINzegTJWNFJPme_ybw5Pg
8106,Chabad Wimbledon Kosher Shop,update,,,,https://res.cloudinary.com/dn7vbd6nn/image/upload/v1783405636/restaurants/google/restaurant_8106_google_800.jpg,google,Michael Freed,places/ChIJR_9QA7gIdkgR8b0znW44k9I/photos/AaVGc3kGpnwkDuZhkXCY38vtjVjkMJBgN7rvyt85fufNwq5LRYesWXAfB-HubLMoBQxpkhuW8__OANykGWV84BQxI5bAyRKd9nzKoHV257nwN9_qHoekORjobyNKT37gVsqnwZX8figkRDA16RY-A2eVi1BKsN8X6PMpFSKA3JYY6vyWRFFKNoGwhPgo1lfiUe0kIX6vmImzUbdWjAhERCKZsdAAofge5zhqNJ56wxRMCcy9msM31npeScwSE3721td-NHWzw_8JFYTht_7HSiF6QkgFEbR8lbK2gg5kXX9TKfG8KTxHRr5pfwCkvYy2ODKJD8sF3iWpy2SwVRyMKAeet1H-IVqssFUIt6AF2NUdCAtZNwOTZnjuDv98nTtZFCGcNpn3VebWPPqYPJdpk_0RgxZUVD1BesxuPSrNcCZc-m04i2I
8107,Coco Bakery,update,,,,https://res.cloudinary.com/dn7vbd6nn/image/upload/v1783405638/restaurants/google/restaurant_8107_google_800.png,google,Coco Bakery,places/ChIJ4aCWKjwRdkgRc8b1MlVZDIg/photos/AaVGc3mnnGzy0AcgwyJFdw2O_nRgmXAYkErb280sR44Ry5-q1Qa_5Bgq6Z_pA54RCWNwYpfg3Jy5MKrre5swYSaWpQN9KBzX33gD8HoS0rOX6hkUPMGIDA6JqNOuEa1S6cDKeyi7SGshiLpsup5Ena4gGWpc6QcM5iL0FZCrDIXLO59vDtKeaIQshvwH5tU75ppOFtVUyI0YsuapT6ZARsOJljKaG6ot64ySQhCxn3cwCwIdRUZf1R41mVyrcQkCUQSXV2l5GaF0CBrxk77yfMSYE-HCZk2IL9rbVMBelfP5l3stTmwnFmLAMGzbEP_FMHgvdUOlmbtObnL4UVbQRZqC3qx_wgtRUqaEwrHdyDJFNW1e2HubiZyF8PTJVjnX0Uv5ezFMp8-wgdSZii8bePz7C_4jbfxhXZiFeIPHLzmaxQ982bqK
8108,Creme de la Creme,update,,,,https://res.cloudinary.com/dn7vbd6nn/image/upload/v1783405640/restaurants/google/restaurant_8108_google_800.jpg,google,Y maps,places/ChIJZyg5UqMQdkgRyfSplvPqkJk/photos/AaVGc3nHIPuGxv1rbvpnAKwRShaRr4lkyceVS2G0NM_SXeXNAMxRZNU2nzB9S3rPgb2tnN47ur94jfHJicRf3YT-6SC3Gpt5ZKcj-V7vyeWyjqMX3LE9hzDpRUl5vHNnNpaYJuMr0ilOBuD6DojSyn94ukRCvEZ_umHAL6KyF2rUutilwFdi6frRVfo2pvFwzMNgYKQtj2860RT71gLOszBDMJ8rzt0gO-60ogAKJ4o38KH6PU4N5bx9ILxTVZv_dxxbFlKtNMOQyqxMR8NmM5Mx0b3Sd5KYFsJO48ENcbRakpFbVvUeMoaAvOGVoHHp2Bwj5N06yuDabYZLkDiDVuUee5vgWiXxF-4GqZy0xDWoeUeiIdQZFMW-QjHCyONbiN0SfIsMIJPhp2eFkag_qPm2s_EoU9iRVLFVnc6OOHiBlgBIzoa-
8109,Daniel's Bagel Bakery,update,,,,https://res.cloudinary.com/dn7vbd6nn/image/upload/v1783405641/restaurants/google/restaurant_8109_google_800.jpg,google,Y maps,places/ChIJt81q1KQQdkgRWHemtJpjXHg/photos/AaVGc3noiiJMugEJ8oVDAtaDBPOfAKhS_1IF4mKe8tOhT5aGTqD1sazwlHZxupHzHDfdemc3XkXUaZa2CIlo9NoJL3PqtGfvdy_amczJd6wdG_ka0p-0N7aVok1n2LRF8w4iLAhDZ1yK7dN3z7rkkIaHvAnWxBOwWutz8CV_ZwyR5ixoq4MaVMw0YafmjlOGixw_03D6q9070YMIkp5PBUSn01GnlAZ2IeyQzrmSzvD5KYyoveuf_hLXni3RJzR0ivxR2N8eBAdxl-aquqIxImIJjK2XX2_eeoE1InVgHlUKmpsbTZ5yDTQ9oYxSh344ZyqZu5jkzyRZD7F8lO85DBtIZhT03L-vrfq2aNcKAV8QqsypxygEMCHV-flSny0agK0TeRA6XGOXFhaOpT7MYbMtQD3JXdFYhpx98DRnE35OCEn9-A
8110,Deli Ninety Eight,update,,,,https://res.cloudinary.com/dn7vbd6nn/image/upload/v1783405645/restaurants/google/restaurant_8110_google_800.png,google,Deli Ninety Eight,places/ChIJaXDGMRUcdkgRO05piW3QD3g/photos/AaVGc3nri19NJGpSi_m-qD2l6zSrVUiBbLx721JFcxtkXsaJO2maVJwlMUxWw4Zzl3o3qstV-BxV-VvemY-nTAsTIbuK1ue_Uu05SEJAzcHLXPy-YeYiZNHHbQdzZ7w12j_oS5fYj13_I-0Kgtvup83Ul1VfUpml3iKAUnOAfujkWZKaolFUe8_C1A1N4UkO4zu-BMtkfbCoFrHWB1vQ2czLQyIDmSS-b5-CeUkm_qJrg48shAYLHgk8AsYYEeXTk0hjfXgUxzwy0JL2Z4FfSLZGAJnwiQf8mAPDXXBO9xjEA-Th5gUdE01xhhIYEh6bZbkYmN72-pTJ6xbdJ5Yb3ARBDLF67s39UbgX1i8c5cNHkV-MnqAThY-Z7M4RbKkMIq1uCF-cw6gdCCReZuShJl5qe8FKTIj-jWtm89ekHemDCaHkMYip
8111,Eli's Pizza Edgware,update,,,,https://res.cloudinary.com/dn7vbd6nn/image/upload/v1783405646/restaurants/google/restaurant_8111_google_800.jpg,google,Eli's Pizza (Edgware),places/ChIJzQx_stcXdkgRH8ewSjrNUdM/photos/AaVGc3m1Lvjgkug2EsdcCdIDMB39m7-13210Lwlj68_BAYmCHLMdXYgt3uTTTEy_mqDd7PfHk6pOd2ea2O2_4YwoLp-yQ0433C4sJ4wzP3aYdois55PiYcjvHheq0DI-3EOkNU7Frfz97ad-1OLjNa54hO_Qfaiftfq9KPHyhC8Oy99FidlO77J7ZPkXTVlqLL8ff5Z2vUOA4HKR7kDaYloqqteWMJj3r3UtCnzBgyzT4tQZblOt0gLpRPx0E8JkUH3WQZdiL9WaP06vC8eAWI3NlbiBb8reGnRkrj5k3fjYCE9wIq1Us9c40rsK5WZZeo8wMO2lFJKq4sV5bZ4QHAzkMP344_giMDePR1_VXgjdY70PVxpVGD-Oo5rjlopUIrFz-TZdonbkxKGOCqCLX6A0Ec5-_vYwXY-CzjK9kY1ODmnxiQ
8112,Eli's pizza Golders Green,update,,,,https://res.cloudinary.com/dn7vbd6nn/image/upload/v1783405648/restaurants/google/restaurant_8112_google_800.jpg,google,Elis Pizza Golders Green,places/ChIJi1kgom8RdkgRSdceNZCdbS0/photos/AaVGc3nE7liaBLNckpsG70d38Htspt8z-EmJDwzCq0SLvM4XGXYHZaf2Q2T7T7_dEE7a35W_frSYoXH4rmJN2juJdgKBKBjSQCm7xNo5PetJMSYHe3yN-VvFx7R9xlKsgSjbvmO4mxP1ihiYvavpib1NqL2HLW0Kf8CEWwKQDmA2g1OceOFZDR8pFBTSYJevf8fDe1qkp0hKnlqAh1xLUrD5JLZo1GDmUwFQbm7154GIzw05Ao6eBJaUWEOypRrNsW5wryZUjiWAemM9SgXgLftmSrw2d5K0QHfFEQsDZDbrnI6WsoFP4qkP5phBJQVknnlsi8_p3TsdDDAhkXPE8rE4E9Du3SSefoxvuB5er5WmhdCdDgHsTsmmesoW4Hr3hb4qBtjXTZYoyo2Hmy03WKdRa2DY0ETCWmc4LPOfF_SBEVWiig
8113,Grodz Bakery Edgware,update,,,,https://res.cloudinary.com/dn7vbd6nn/image/upload/v1783405650/restaurants/google/restaurant_8113_google_800.jpg,google,Grodz,places/ChIJe3YjwKMWdkgR-RF7JYO2YwA/photos/AaVGc3lVjLYk88XwyVVJyOWFthAVlfEY_n7wkGsyYrqLfxO5hZOUL4ddAz2h9aYPfVbcypYLiWYy0-TktEDuOh6bWWrq2OvqkJuL_64GFHSQcfMD20RxvxZK8Z7Km6vauYJ2pi41BLEHmnipPPbRgil416VRn2C0Sq84_FnXbbG8ogfa3RhSWFnyxO1F3SXfanrFUjHT6rbLaqUs4aLNrhEIG04S1mLb38PAgh2TaB-2LQI4FAv77MtLIo2kGO5kUCNGMStJ4wCiOd3qbFWZWPeBudCcJurFxJbkFdsTHkEHVAgCt1BDLMfajGkfCAVHbik7D8RlunU2LWMHtoaYwC14doBOlbdDA6jQJKSVzYFFZKMWJuSpbE9dR-btgPkfSA21ccSeR8eKxSGz6b66V2k4kCIfn4XrbYGWpqshJdnuxMQ
8114,Grodz Bakery Golders Green,update,,,,https://res.cloudinary.com/dn7vbd6nn/image/upload/v1783405651/restaurants/google/restaurant_8114_google_800.jpg,google,Israel Zilberman,places/ChIJqZH4uqkRdkgR8aYatpX_NWw/photos/AaVGc3nCdr1FQwrv1_7jgZOb7d2HahZBifn2kXt_-AyiUwqIN609ozuJzKXD7TJcYx2xVYiI_cxIXn6XdilgohosCHWO_AAObGyrXbyq-BBt_RdjP65Qfl1nFfRBAGy7EH33f2Rr9-p57PxTSGL85iVSQJCSmNqRroXDEMZunA4b0cD0iA0k3n4eEqkjlUlm1jpb2ywzLbWXc7XzFscY3UV1_IG8TsRzIfvOJXJHoge5H4UgLKXMq3OrjaAeOhtUKHLPLDWGLrW72NjDprDYo6aXE7pUGuTgyeUnJ3bPFKcm7SP01WfVz3Rsh8OY4EWsqO4SOIfZz1Vdaon_ykq_fLBURfwgNXs46R_orPlV_LBdCOof7uptt2rxjXuX4-i93Rl8Psr2XHLl95m0oro7nBEvTWyTwbiwKw473T0Y5GF5WmhGM5gC4jmC8FxgkuxbZNgb
8115,Grodzinski Bakery Dunsmure Road,update,,,,https://res.cloudinary.com/dn7vbd6nn/image/upload/v1783405654/restaurants/google/restaurant_8115_google_800.png,google,Grodzinski,places/ChIJayYm_G4cdkgR95F5Zb1i928/photos/AaVGc3mECOcu6h9EjBBTJ2BBE9rCwNfyLR2lwtj0UGw051o28zbMjeBF9PPTG_MLBrA_h93tyeJsWixAcsf7SvuqnN47SU09Ns4zYag1TWms7tx5OrVTIvnx3SM_U-p4OcQQVITi7fBAHvc4QarzofAN6qfR1nVHJpV2M82PvUj7LtXDiYz3rje5lmfORRXRKzbTQZD01d0B3YxR0EDIFMuuXhHB9-6qXDG6YDC3F_P66pADKNq7spWMENObwbMegy4o1xnwnbCgXhDaZUHTj8OK7w9AAKkNeWs6_IFiwh_5y_VqqveDnRMhy3SjB5Yo7OLkH7GB4sh4uqIioizDPt_4ViDAw54ip16lRP5CCAaGIF9I9Xa6dxois5eiCuYd0KVd8jj9a5LkceTg7EOJfERyipjJA_U8ZJJ9Q5mGgHNYGTnPiQ
8116,Grodzinski Bakery Stamford Hill,update,,,,https://res.cloudinary.com/dn7vbd6nn/image/upload/v1783405655/restaurants/google/restaurant_8116_google_800.jpg,google,MARI CARMEN GÓMEZ PLA,places/ChIJm4RJGmocdkgRU3Ybwm9lCMY/photos/AaVGc3kfFYtbnzjUIPO8x-EdnlMaWBUK2GD2B-xbD3L_TsSz93GRekkLh4Cz2C7W54mLWqsYH9DcZNzkTL5Nvnc56dbwcBvThZrug7FlUPy2BXTUmtUVo2kVlno-AB1mEyQzOv5UlgKoZmdhiNl9dP-Oh_qllq4ERrDubken4G0yUPxMOA1ALWXm_d6qiITEw35QBmPVEGEQmpduiUF3SIy6-5Wz9RBfaxxye_oHngTbjBFh7PMibaRp8H2yqoWHFtP_GlDxw89YrJE3-Nx2tTmLgcbddHuNiNwA2LmmfVFmAy4g5XExJhgL3Dp0xbmoWrMmKRQoK5G9eTOpen-ciUmFwbafovaT9jMNa1iDLLad35gd1wRwS6KCgHanwhKSIU-86g0l-S07ZyKJYu_wBuah6ayxgHkQnCVaUWoregcHYAjJ9A
