"id","final","source","old_name","old_address","old_lat","old_lng","google_place_id","google_name","google_address","google_lat","google_lng","name_sim","distance_m","business_status","food_signal","google_primary_type","google_types","google_phone","google_rating","rating_count","opening_hours","has_photo","photo_name","photo_attribution","llm_verdict","llm_conf","llm_reason","google_maps_uri","resolved_final","collision","buckets","severity"
"7105","verified","llm","אווה ובתיה","חנה סנש 28, קריית טבעון","32.7","35.1167","ChIJfQ_ncXNMHBURv-6S9qv2USQ","Eva and Batya","Khana Szenes St 28, Kiryat Tiv'on, 3603627, Israel","32.71140460000001","35.1261771","0.429","1547","OPERATIONAL","food","coffee_shop","coffee_shop;pastry_shop;breakfast_restaurant;bakery;dessert_shop;confectionery;cafe;food_store;store;restaurant;food;point_of_interest;establishment","058-704-1001","4.5","841","Monday: Closed | Tuesday: Closed | Wednesday: 8:00 AM – 2:00 PM | Thursday: 8:00 AM – 2:00 PM | Friday: 8:00 AM – 2:00 PM | Saturday: Closed | Sunday: Closed","yes","places/ChIJfQ_ncXNMHBURv-6S9qv2USQ/photos/AaVGc3njLhFJopQB1Sp7z-GmOgMHRkr0OR-q5jX24bZCN9C_hX_lXz9SnpE_i4A2LYQKEqrMN-G3uum3KomESVAPryrTOUQeEUFl_eTAltg4pUtLjtNO9Nwl3OqIDrQtP7tzN4Rb4iQo37GiX13Esd_GOLVQtK7BtywQaDRIbRGyzQD3q-0Jsa18r3KFrVLiaz7Zo-jBqBwhQzfPahhxJv79IwJQHKPCQ7n-VQ1Q98QqJOhC30O2FlBsPcBKvqbuPQgmPzPxpHHa1AntylgEUG5po4mHQ6JABp0rdAzFAFV70lkWrrOGOfLPPnfz62lje-fiIbWeDJaSZMq7kfNCifXXLCIIFaghTEzX6lnGE5mlw4MF-k0ecOIGmKbsqBfq0bSDGhGI0AGRbCNiHT1zNbQ72F5cTeUB-8nKAdwnvBJigUA","אווה ובתיה","yes","0.95","Hebrew name 'אווה ובתיה' translates directly to 'Eva and Batya'. Street name 'חנה סנש' matches 'Khana Szenes St' (transliteration). House number 28 matches exactly. City 'קריית טבעון' = 'Kiryat Tiv'on'. Distance of 1547m likely reflects coordinate/geocoding error, not actual location difference. All identifying details align.","https://maps.google.com/?cid=2617144076915633855&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","verified","","מרחק גבוה + שם חלש","5"
"6874","verified","llm","בזיליקה","שדרות דוד בן גוריון 13, אשקלון","31.6688","34.5743","ChIJpT_qikedAhURjJtCHd3_oBY","Basilika - Italian Restaurant","Sderot David Ben Gurion 13, Ashkelon, 7828110, Israel","31.6659946","34.5584335","0.429","1534","OPERATIONAL","food","italian_restaurant","italian_restaurant;pizza_restaurant;bar;meal_takeaway;restaurant;food;point_of_interest;establishment","08-676-5555","4.4","823","Monday: 9:00 AM – 11:00 PM | Tuesday: 9:00 AM – 11:00 PM | Wednesday: 9:00 AM – 11:00 PM | Thursday: 9:00 AM – 11:15 PM | Friday: Closed | Saturday: 9:15 PM – 12:15 AM | Sunday: 9:00 AM – 11:00 PM","yes","places/ChIJpT_qikedAhURjJtCHd3_oBY/photos/AaVGc3l0hTSRQaILgULcuRocCiHz95SXVPt8HfK6oS_0rldRfLZJhCILD176yF5ncG9DZqxZWEcXWLVHebH-3VLdFykcrwU5x_WUtG3Q2bKMo5_5LBmWbAYx9s6QTAvE9xRAJj5WgCNtXbrirHTJOI9D7JsQqColMaMkUbSU1Z9uFJKb2Mwqu_DFQ6fIlAwUGM-v9ZJKZejiP30dXBcy45BVnZmm8eQJr8vY4lkhGfKL0go7sTdbsMB0Q89wXKNbWObaw5jkvyNAJ30hLFZy3bfzlPZOOJjZi6yGSF_EqYjJtFitxv3Z3hSuaRzlsqCxtS5ZLZ-E0HB7WeETblCGZQXOqtWfneMhcQV1zUMJViuPwZk5IleMPcy4yVOBeLf5vXpYCe7T1jB1tAifGVffXcu-k-c1pMjerTu78AikJO5r5yDiDq0","gabi Hadad","yes","0.95","Hebrew name 'בזיליקה' translates to 'Basilika'. Identical street (Sderot David Ben Gurion) and house number (13) in Ashkelon. Distance discrepancy (1534m) likely due to coordinate inaccuracy in our database, but street address match is definitive for same physical location.","https://maps.google.com/?cid=1630584390251879308&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","verified","","מרחק גבוה + שם חלש","5"
"6515","verified","llm","סאם בייגל'ס בן יהודה","בן יהודה 11, ירושלים","31.7683","35.2137","ChIJYy81_dYpAxURrOM6k_5mgMs","Sam's Bagels","Ben Yehuda St 11, Jerusalem, Israel","31.7815312","35.2178476","0.417","1523","OPERATIONAL","food","cafe","cafe;breakfast_restaurant;restaurant;food;point_of_interest;establishment","02-625-3454","4.2","1228","Monday: 8:30 AM – 10:00 PM | Tuesday: 8:30 AM – 10:00 PM | Wednesday: 8:30 AM – 10:00 PM | Thursday: 8:30 AM – 10:00 PM | Friday: 8:00 AM – 2:00 PM | Saturday: 7:15 – 11:45 PM | Sunday: 8:30 AM – 10:00 PM","yes","places/ChIJYy81_dYpAxURrOM6k_5mgMs/photos/AaVGc3kfZuAnWxiXguJ2FuyAmT6426Ahlpy4WcxxnM-p84TpWHw8pOltXme21-TcSOev5fImPVoR_K3etQgmAgcAVg1-X747zx0sl4YybYnUrmQixh_M3oJunWmLsxYut5LDL1frKUqqXNdlS36UDlAHs3ftUADJStNIGm-QQpfQSNtMRJ1EjlChpN1CwK06PUgf6afSNhlcDKR6-dH0ZYPeoFwS2V1I0rcqmSuj9Sof9KXvClHk5WVEgDxY4o8J-Mpx6HjuSj2zQJ-xuuRTGlEkAK00yr2FbSx7Wwd8EYC4zCOimU1bGhDzTLyKf-ZZi0NRvg1rhG6bbnJUXUnTD4cvkpHO5ZKib53eP7_3c7a6si7o2_cYRBslXPz1_qsnHFUlx7lIZ2VoTZ4WNxlPda-DfTIf3awsZQ7DXKt3UIFt_kJXYOXs","Sam's Bagels","yes","0.95","Name matches (סאם בייגל'ס = Sam's Bagels), street and house number identical (Ben Yehuda 11), same city (Jerusalem). Distance of 1523m likely due to coordinate error in our database, not a barrier given perfect street/number match.","https://maps.google.com/?cid=14663833630296171436&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","verified","","מרחק גבוה + שם חלש","5"
"6806","verified","llm","ביגה פסטה בר","התעשייה 51, נשר","32.7667","35.0333","ChIJMdAkSx6xHRURy9qEKv2xR0E","Biga Nesher","HaTa'asiya St 51, Nesher, Israel","32.7724304","35.047954499999996","0.429","1511","OPERATIONAL","food","restaurant","restaurant;food;point_of_interest;establishment","04-833-5588","4.3","108","Monday: 7:30 AM – 8:30 PM | Tuesday: 7:30 AM – 8:30 PM | Wednesday: 7:30 AM – 8:30 PM | Thursday: 7:30 AM – 8:30 PM | Friday: Closed | Saturday: Closed | Sunday: 7:30 AM – 8:30 PM","yes","places/ChIJMdAkSx6xHRURy9qEKv2xR0E/photos/AaVGc3n-ed8rccjjJZHIdmf82Iztv1IyEmcQrBh9Z0QsLgaPexkAT5FbT1EPvXd5G70hYLQxy0MSsBw61Ufp_GW6_DAJqRVTWlYrtU-YmAEzsVrUx5SbDIG6hF3aBxSQ0aednnYQPpfipchQJ8S8XbGpTxQsOTvfynleCOemehNReCyzJq8fXJ8s92mdyR5IyyrKk54vOz_cysNlGBzhDC-HPcUh_Z5jb-7DpvlO2qIfZ_9X7Gur7016sxNhykNI2yBe_USBwTxgUN0ItPdUWt0y-InKzGxA9zOSIQ_t0iK4t2_gl3KUKP5iQOoc2poDcuJ90dhVRcFSo8jGl1xU3wwmX9wUz206w4buGqgTIVG9hDvpE_6qYw6n0JleZfrc3ijyHHbhoX-MtbCdjyPRL-R4Gaju9yuhQPxVmOmtwPQjrzJuiz0R7ZLjHT_GWDpFAwdu","ביגה פסטה בר נשר","yes","0.95","Same unique restaurant name (Biga Pasta Bar in Hebrew = Biga in Google). Street name 'התעשייה' (HaTa'asiya) and house number 51 match exactly. City Nesher matches. Distance of 1511m is likely due to coordinate error in one database, not a deal-breaker given perfect address match.","https://maps.google.com/?cid=4703924036709964491&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","verified","","מרחק גבוה + שם חלש","5"
"6739","verified","llm","רימון ממילא","יצחק קריב 8, שדרות ממילא, ירושלים","31.7683","35.2137","ChIJP8f5Ac4pAxURQKlXZot6V0c","Cafe Rimon","Yitzhak Kariv St 8, Jerusalem, Israel","31.777434300000003","35.2248887","0.429","1466","OPERATIONAL","food","restaurant","restaurant;point_of_interest;food;establishment","","4.2","5676","Monday: 8:00 AM – 11:00 PM | Tuesday: 8:00 AM – 11:00 PM | Wednesday: 8:00 AM – 11:00 PM | Thursday: 8:00 AM – 12:00 AM | Friday: 8:00 AM – 2:00 PM | Saturday: 9:30 PM – 12:00 AM | Sunday: 8:00 AM – 11:00 PM","yes","places/ChIJP8f5Ac4pAxURQKlXZot6V0c/photos/AaVGc3m_4OcAWpNR1eK0MKMlD6SY160rB6q3gK8wgZEUgo9WTM9zufR74nlDNFQY56CZYh9NiZSX9hMN_lhTogptx03tgmzzgJ0PNpYtt7SLQSzlxYZfTBMp-rmO6Wf4HWJ_NyBVrtmClurwazpS0aYnDj0TeDjcHjAeVYYnYPV3skbpednVC3hVqSIlfbJmJyl7yDzAY8d0DLEBobbJw3wNM65r0VcAqy4u3-U1Wapx9gRyL8CxcV9FsYYXSZt8gUoCD5s5ho7PlbWU8X8OBGVnWyOGdq9reVkQNHLiIgPM3dXeUZpokh6Nc3SdTBfwJEGGkp9b0sb_1Xbnqj13_f-N_9MwYamZV7mepTbTuLCtVLK9mZ7_eJHcjGaVJU66xwviCzu-d_TJzSz0aOMBZ9UgNkHya2H8yXntl7w2OWD0X31Beg","יוני סיבוני","yes","0.95","Name matches (Rimon=רימון), street and house number both match (Yitzhak Kariv 8), city matches (Jerusalem). Large distance metric is likely a coordinate calculation error given perfect address alignment. Unique business name strengthens match.","https://maps.google.com/?cid=5140712238802774336&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","verified","","מרחק גבוה + שם חלש","5"
"6988","verified","llm","Uma Tuma","כרמל 76, רחובות","31.8948","34.8117","ChIJs2HHveO3AhURyrq_zTf3KaQ","אומה טומה","Carmel St 76, Rehovot, Israel","31.905643899999998","34.8203536","0.429","1456","OPERATIONAL","food","restaurant","restaurant;food;point_of_interest;establishment","050-337-7887","4.6","712","Monday: 12:00 – 11:30 PM | Tuesday: 12:00 – 11:30 PM | Wednesday: 12:00 – 11:30 PM | Thursday: 12:00 – 11:30 PM | Friday: Closed | Saturday: 7:00 – 11:30 PM | Sunday: 12:00 – 11:30 PM","yes","places/ChIJs2HHveO3AhURyrq_zTf3KaQ/photos/AaVGc3lhWfJB0swER9EaOVY22_db5zcj7b-xDh5ivZZZQrBcOITGmsiUYakMd4rBrIalgS2rU87qc-75su75Z1iMEYDo55LP3CrPKb7P3G7_WUNVkqCe4yFRZyPeaiSEH-Tyn3kZ-WK38A0mILUTNNzIPLaLaR5uG7qsSLwKag1pa2aE7RxNvXSAoUjv2oyuO0pAUIrdHC_p23_xLRFgLF1XUFVIsU6LevmEvHHoUQKZKpIFT0aldQfx4dnet0r8nblZuTAguKpp7uBMhDzHt9Xka7GzpHJj-i4b-Lt6GHAlxeglkFI94nYre3NX3jSk26aZGTrGaUzT2KuTGE9X-ij4Jqr6Aj98aLZ8nTdyPPBu4hqS8fxKwUWhAswEjdakuqDf4x4HtoVC2cdqtyoWIJjHecVa2qGzWNxwA8VRx67kkoLwxCf5SASfaeo-YGYQeGId","אומה טומה","yes","0.95","Same unique business name (Uma Tuma = אומה טומה in Hebrew), identical street (Carmel/כרמל) and house number (76), same city (Rehovot/רחובות). Distance discrepancy (1456m) likely due to coordinate errors in one database, not address mismatch. Street and house number are clear match.","https://maps.google.com/?cid=11829257715312474826&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","verified","","מרחק גבוה + שם חלש","5"
"6911","verified","address-first","סוד | SUD","הדרום 6, ירושלים","31.7683","35.2137","ChIJ45TNYQApAxURnguh5IFPKeI","סוד/ SUD","Darom St 6, Jerusalem, Israel","31.780708299999997","35.217971299999995","1.000","1438","OPERATIONAL","food","bar","bar;point_of_interest;establishment","","4.5","40","Monday: 2:00 – 11:00 PM | Tuesday: 2:00 – 11:00 PM | Wednesday: 2:00 – 11:00 PM | Thursday: 2:00 – 11:00 PM | Friday: 6:00 – 11:00 PM | Saturday: 2:00 – 11:00 PM | Sunday: 2:00 – 11:00 PM","no","","","","","","https://maps.google.com/?cid=16296644145921985438&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","verified","","address-first + מרחק גבוה · verified בלי תמונה","5"
"7113","verified","llm","דבוש נתניה","דרך הרכבת 7, נתניה","32.3226","34.8528","ChIJ-8NTd_4_HRURHzwywWNJ688","Shwarma Dabush Netanya","מתחם סונול, Derech HaRakevet 7, Netanya, Israel","32.321064899999996","34.8676074","0.455","1402","OPERATIONAL","food","restaurant","restaurant;food;point_of_interest;establishment","03-691-2175","4","779","Monday: 11:00 AM – 12:00 AM | Tuesday: 11:00 AM – 12:00 AM | Wednesday: 11:00 AM – 12:00 AM | Thursday: 11:00 AM – 12:00 AM | Friday: Closed | Saturday: 7:00 PM – 12:00 AM | Sunday: 11:00 AM – 12:00 AM","yes","places/ChIJ-8NTd_4_HRURHzwywWNJ688/photos/AaVGc3kc6XDtyPcCsSGsFiK9wplfF-hwJlCJ7qjTOaWl3eMM7w2Sx2xam8h03wd1JhFcupxMmicRohGuwi_QnXJMjkoWECcAXQwT4rfqU9RxDOj2SWjz49_FKmj9hPmHjka4IrbPmPXdEeHcEOcWSZiYYodIQReT-YaADr-GFzlryhWvCoRZKLLsi4-_MmVT0ZI9nPD6fFwV3pyIMiNYJV8j5y0483Hr7cUXx0A7-jnmLu0EA8z04stdxe7NOSqaIWw6UOfefDg3UiK1OX1Q3f_D0W8lQXbGbcmaI0gwzz1xyaPruL7oFLfWZH4zvyhAkKgCLmiJKNUtOa14a2HWiRy1jfYul-CavXxLUk9pIJEZ9mB1tnTgScV44b5xNJu980_eijJVcQdYc3kxrYjyydMmldFonWI66K_DbgjvEKx1n4AiREo","SuperMatoo","yes","0.95","Name match: 'דבוש' (Dabush) transliterates to 'Dabush' in Google listing. Street and house number identical (Derech HaRakevet 7, Netanya). Large distance (1402m) is explained by Google's additional location detail (Sonol complex) - likely same business at same address but different GPS coordinates in database. Unique name + exact street/number match = same place.","https://maps.google.com/?cid=14982149278169971743&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","verified","","מרחק גבוה + שם חלש","5"
"2731","verified","llm","סטקיית העיר","הרצל 33, טירת כרמל, Israel","32.7725156","34.9631396","ChIJ1dqlcLWkHRURwJFvdufhnyo","City Steakhouse","Herzel St 33, Tirat Carmel, Israel","32.7632731","34.9721603","0.429","1330","OPERATIONAL","food","restaurant","restaurant;food;point_of_interest;establishment","04-845-6985","4.3","579","Monday: 11:00 AM – 9:00 PM | Tuesday: 11:00 AM – 9:00 PM | Wednesday: 11:00 AM – 9:00 PM | Thursday: 11:00 AM – 9:00 PM | Friday: Closed | Saturday: Closed | Sunday: 11:00 AM – 9:00 PM","yes","places/ChIJ1dqlcLWkHRURwJFvdufhnyo/photos/AaVGc3lEVxNWJ9PxbSwIevifVeG9rBOOAVnTn9rAiElWbR3UVlPF_oUnPMNEuEf9keSlQrYBDoAMeJWaPPUsUbYiRAa8MnhSMFuKLoqekYujz96IPTqrFmrrECgHCAUT8Zq3pyxC18YMPBs6Mtqb2KvyfwI2uaH9apBLQZGJNJ7LhLQBjC4C0K9dMbWGI71KRkc-HmDj_J7br4LMcGHvdJj1obGBuaj774IL3rKfa4xgaRg2nB5fMcWaH6aJLo5l02YwJ2i5O_OXkscqinGmFtOEXnf9xCAIOc9Lf0rT0jxa8YAJl6fqcTCnzoxGq_1HbYLV-rFONG30Bng-WiaqRfliNtDKYA57kN0kopd6nfXxGRW0FzKmoPGq5AbYze1Z_oweuZWqba-CJ73ir3gjbiGGO_78fusHFm1SmBHQxigc7e-NFw","Sunny Simantov","yes","0.95","Name matches perfectly (סטקיית העיר = City Steakhouse in translation), street and house number align (Herzel St 33), city matches (Tirat Carmel). Distance of 1330m likely due to GPS inaccuracy in our database, which is common and not disqualifying given perfect address match.","https://maps.google.com/?cid=3071421855130685888&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","verified","","מרחק גבוה + שם חלש","5"
"1834","verified","llm","בורקסטופ","טללים, Israel","30.9919058","34.7700732","ChIJD1ekNAkTAhURhrMjuisk9jA","Burekas Stop","Tlalim, 85545, Israel","31.003728900000002","34.7717141","0.625","1324","OPERATIONAL","food","restaurant","restaurant;food;point_of_interest;establishment","053-281-0448","4.5","31","Monday: 6:30 AM – 2:00 PM | Tuesday: 6:30 AM – 2:00 PM | Wednesday: 6:30 AM – 2:00 PM | Thursday: 6:30 AM – 2:00 PM | Friday: Closed | Saturday: Closed | Sunday: 6:30 AM – 2:00 PM","yes","places/ChIJD1ekNAkTAhURhrMjuisk9jA/photos/AaVGc3m55Be40-gJ2zp4s_xhi9ckm9qyp_LeIH-jXw02Ky-bS8Z3mjhxG9mJUm5FbzvHUc1_bm56Rnsn1cvE5ZO1XkZ8gkpgIwAIZU3e5hkrGfGxKTJTcv-qx_uTMfGZ_H59N6wreiWHXcvF9xv90RPECyHmk6O_-sZQgdDr2h1_61Kwn94A9MJaxJQRxhebRx7dyzNAKzakdGj8uWxjmV4sJ-j3ipdSET6ybQiAKdPTUl7QVZ23l9gleQyReVQAg75LCtS2w4xeu3Jj69xJeNL0TtEnkQceStyjrg0bbnyHNRYjzTHAbWaoVxiS-YTWbJgMXGp1MZ1Xl3aJEGQfEH4VymNq1AxHe8I8BmDQWr9jCzf5H4IvrcQ1Ghrr7xA3QNJj36UAAx4keQAl21doXUVmhe2oaijuHV8_pRqDOmL09eV4zQ","בורקסטופ","yes","0.92","בורקסטופ transliterates to 'Burekas Stop' (exact match); both in Tlalim; unique name strongly indicates same business despite 1.3km distance (likely GPS error on our side)","https://maps.google.com/?cid=3528047128316457862&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","verified","","LLM confidence מתחת 0.95 · כתובת מקור כללית + מרחק","5"
"3980","verified","llm","פיקנסין","דרך מנחם בגין 132, קניון עזריאלי, תל אביב, Israel","32.083733","34.799335","ChIJwREub5lLHRURa0aNGUmLEbE","Picensin Tel Aviv","קניון עזריאלי, דרך מנחם בגין 132, תל אביב-יפו, Israel","32.0744879","34.7914801","0.444","1267","OPERATIONAL","food","asian_restaurant","asian_restaurant;restaurant;food;point_of_interest;establishment","03-695-1297","2.7","302","Monday: 10:00 AM – 10:30 PM | Tuesday: 10:00 AM – 10:30 PM | Wednesday: 10:00 AM – 10:30 PM | Thursday: 10:00 AM – 10:30 PM | Friday: 10:00 AM – 4:00 PM | Saturday: Closed | Sunday: 10:00 AM – 10:30 PM","yes","places/ChIJwREub5lLHRURa0aNGUmLEbE/photos/AaVGc3lSmVGTN2ioXkbMDsvl3Lk38NV_1d3XD3OSofgnS4TrvS8j-vzZN1XzEptytp1xFVi0oBALbHGka4vBZkOStprJI6ZFdRLYAZAu5BIJ-TKEOm79Hm_z47i6c9oBIamgP-ZfznW-42GXpgLgZ-6X8FCIjqg5TJVeNIWEAt933I72eS8pRN1HRyLTJIRFcSVgqKyUYEPd9-sxoU8qVF4n8KBe5TtHLEr0zv5e4eDBmedMHcWlZP3QlG9ggPZZTIN7TCKwbpGNboBaD-t5DvjmoI5n98KoB-VYeV7ZyOWCUnsu_adNrkafRX5s_C-Fb55iEhbw-s8AH2f4qoWc2q7FH83K2ivMeqHYBg3wTkwUbXBTHNIQ0QdpIUU-t8X_A9xtDgEFVuf1jKgI7SsiAunuJQWLkMA2zjrOQwjQZ4T11l0jvw","E K","yes","0.95","Unique business name 'פיקנסין'/'Picensin' matches perfectly (Hebrew-English transliteration). Identical street address (דרך מנחם בגין 132) and shopping mall location (קניון עזריאלי). Distance metric is unreliable for mall locations with multiple entrances. Strong match.","https://maps.google.com/?cid=12759132365394888299&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","verified","","מרחק גבוה + שם חלש","5"
"1888","verified","address-first","קפה לימון","שד' הרצל 1, אשדוד, Israel","31.7977314","34.6529922","ChIJkesyb1WiAhURpvD8-ZSO1RU","בר קפה - לימון","שדרות הרצל 1, חנות 141, Ashdod, Israel","31.7935686","34.6405878","1.000","1260","OPERATIONAL","food","coffee_shop","coffee_shop;cafe;food_store;store;food;point_of_interest;establishment","08-855-4510","1","1","Monday: 8:00 AM – 4:00 PM | Tuesday: 8:00 AM – 4:00 PM | Wednesday: 8:00 AM – 4:00 PM | Thursday: 8:00 AM – 4:00 PM | Friday: Closed | Saturday: Closed | Sunday: 8:00 AM – 4:00 PM","no","","","","","","https://maps.google.com/?cid=1573320415336263846&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","verified","","address-first + מרחק גבוה · verified בלי תמונה","5"
"1214","verified","llm","אנג'לינה פיצה ופסטה","אילת, Israel","29.5569348","34.9497949","ChIJ67-_L-VxABURFyBhxrW-dgw","מסעדת אנג'לינה באילת","מלון המלך שלמה, Eilat, Israel","29.5525","34.961388899999996","0.615","1225","OPERATIONAL","food","italian_restaurant","italian_restaurant;restaurant;food;point_of_interest;establishment","08-636-3439","4.3","1296","Monday: 6:00 – 10:00 PM | Tuesday: 6:00 – 10:00 PM | Wednesday: 6:00 – 10:00 PM | Thursday: 6:00 – 10:00 PM | Friday: Closed | Saturday: 6:30 – 10:00 PM | Sunday: 6:00 – 10:00 PM","yes","places/ChIJ67-_L-VxABURFyBhxrW-dgw/photos/AaVGc3knGQ9Y81PlN7UAJ5Rl7_V4YoEXD2UEBEFaGVd-jWgIZuT4jVuhELBO7_sIgpowKsiSiHMcuIUulFB89g9ztZdprCzfZkIYzaFGZUH4c6jdGos1j1EAc_TkUhLQLIY6JJ6xnfQsbEzJOknyU6JNFK4LkzEn7PdFs-Lg9o8T39MU1PzHARKtVrg7uwcyK7hRQxMH-vd0in22H4P-z0NA--b9fIlkgI4jZDvBKWU5thUO81R0_q6y_t_5vzk3MsvDKqmEclmQit2gsb3vQa5jn-VMe0gXnE_fm6N5-XyUMB8qj8CRfRaplkj3zbQVSArWO1ihAAoeNTmmWmlqcexIt5Bzcg6z5LOYabqqQ1KCwK3hFmL7cJpD8uDMMdvNwyXv4aJtdRS2_mEFhvZWXiJt75RxmrDcsOHmkzPbYNW-V7zKTw","P M","yes","0.92","Strong unique name match (Angelina pizza/pasta = Angelina restaurant). Both in Eilat. Distance of 1.2km in a city context with 'hotel' location detail suggests same business with address variations common for hotel-based restaurants. City-only address in A matches B's specific hotel location in same city.","https://maps.google.com/?cid=898114863633604631&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","verified","","LLM confidence מתחת 0.95 · כתובת מקור כללית + מרחק","5"
"6804","verified","llm","Greg אופקים","14/1 יהדות דרום אפריקה, אופקים","31.3145","34.6123","ChIJXayhyVl7AhURlSCD49nnWM8","קפה גרג","Sderot Yahadut Drom Afrika 14/1, Ofakim, Israel","31.3153972","34.624729099999996","0.429","1185","OPERATIONAL","food","coffee_shop","coffee_shop;cafe;food_store;store;food;point_of_interest;establishment","08-932-0066","4.6","473","Monday: 8:30 AM – 10:30 PM | Tuesday: 8:30 AM – 10:30 PM | Wednesday: 8:30 AM – 11:00 PM | Thursday: 8:30 AM – 11:00 PM | Friday: 8:30 AM – 2:00 PM | Saturday: 7:00 PM – 12:00 AM | Sunday: 8:30 AM – 10:30 PM","yes","places/ChIJXayhyVl7AhURlSCD49nnWM8/photos/AaVGc3lt4_XZAOxpoLFyyNjG-79DR1zzqIupR7CliGRez1wFgYbjSCedF_jlZKP4ThIYeWWqB6oDKk2nqfGatWn5IvFkngjelT1AwhbmzP9fey62Ydc0yGTkOoxw7UGycEXKw8d1Znjj9huxxOhhJU7yjJfj_ZzfNU3wDnyda8NmrpnjtesXkX26v1KdkuKelqBZNHC4KhAbF7-u0mvIpmwQEBsooQtVelLBEPJasaeZ1gDLg6Emxpv9oM5B19__6lU3Sm_xzLRazcvhhkpmMoUH1YIpg1uGcGFUUXQX8u7KsaTCdE2Pn9rLzkSOlgPky-TfWy1ESMPvgCDUbaije0YT0ov2x6kf5lAg2CwF4lZ7QbRkme6G29DjFl4X_63rh8dHFrN6l7Rh4GoA-sfDerfjWwsVVqBP2eQMIq4EOBjPGgU5XMs","קפה גרג","yes","0.95","Same street address (Yahadut Drom Afrika 14/1, Ofakim), same house number. 'Greg' matches 'קפה גרג' (Cafe Greg - same business name in Hebrew). Distance discrepancy (1185m) is likely due to geocoding error on one side, not a true address mismatch. Despite being a chain, the exact street+house match is clear.","https://maps.google.com/?cid=14940946686812561557&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","verified","","מרחק גבוה + שם חלש","5"
"7187","verified","llm","פלאג אין רמת ישי","האקליפטוס 3, רמת ישי","32.7","35.1667","ChIJm3R464ayHRUR0-rD3NWJn6g","Plugin","Ekaliptus St 3, Ramat Yishai, Israel","32.707819","35.174827","0.444","1155","OPERATIONAL","food","bar","night_club;karaoke;bar;point_of_interest;establishment","050-550-5052","4.3","1113","Monday: 6:00 – 11:30 PM | Tuesday: 6:00 – 11:30 PM | Wednesday: 6:00 PM – 12:00 AM | Thursday: 6:00 PM – 12:00 AM | Friday: Closed | Saturday: 8:00 PM – 12:00 AM | Sunday: Closed","yes","places/ChIJm3R464ayHRUR0-rD3NWJn6g/photos/AaVGc3nuryifCV9_VR6jNSo-xrlgECu8rquGSQGlTMGSOU2WZHC_ZW60yZKXSE2RQ572pCIzou7GA58KoJ7Baa2rx5EE0DYwSJdI8jratO22McJSm3iIJDWD54adrR2hKYRYg3R6iC2YLIZAJJq3_-crga7S4fZMkSRkIc0IwMm6ILgoFBEtG0imoywyD_KUHuqEmghBEsQB7NieXM75S9mSdCtVF_LiNvlf2MJKy01fVpAwQMdEvI78oMN2qutoDJ1ZZuIEjm7hS2vfthf8azkrpwBV43dV2NyWsYnQDuHrRUCkwEI6FUlEiYlOQcduJftgC99NsPMiW5Jh1AMJT14QqjrgKIEYUwV29C8FA2iKiQxTryo2ZMknms-CpMFoHPkiETVB7cuI9momuS4TsDCrfSIuXQwbFWmc8ASQD_zTOXcxzg","אורי צור","yes","0.95","Hebrew 'פלאג אין' transliterates to 'Plugin'. Street name 'האקליפטוס' = 'Ekaliptus' (same street). House number 3 matches exactly. City Ramat Yishai matches. Distance of 1155m likely due to coordinate system differences, but street+house+city all align perfectly.","https://maps.google.com/?cid=12150581871293754067&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","verified","","מרחק גבוה + שם חלש","5"
