group,pool,id,old_name,old_address,new_google_name,new_google_address,new_place_id,reason
wrong_or_notfound,a-wrong,5702,פרש דה מרקט חדרה,"פרופסור דן שכטמן 10, חדרה, Israel",Fresh the market hadera,"מול החוף וילאג, Hadera, Israel",ChIJp47WyNoTHRURJFRjQ63FED8,"LLM דחה (0.85): Different addresses in Hadera. A is on Professor Dan Shechtman St #10, while B is at HaChof Village (opposite the beach area). These are distinct locations in the same city, indicating different branches or unrelated businesses with similar names."
wrong_or_notfound,a-wrong,3730,קפה עלית-אספרסו בר,"דרך שיבא 64, תל השומר, רמת גן, Israel",אספרסו בר עלית,"Ha-Netsakh St 3, Ramat Hasharon, Israel",ChIJI2m0SfRJHRURbD5OP2scMog,"LLM דחה (0.95): Different cities: A is in Ramat Gan (תל השומר), B is in Ramat Hasharon. Different streets (Derech Shiba vs Ha-Netsakh). Despite similar names (Espresso Bar Elit/Aliyot), these are separate physical locations in different municipalities."
wrong_or_notfound,a-wrong,5437,דורי על הדרך,"בן שמן (מושב), Israel",דורי על הדרך,"מצפה, מודיעין מכבים רעות, Israel",ChIJuSnT4BzNAhUR4bC9O05B664,"LLM דחה (0.95): Same name (דורי על הדרך - Dory Al HaDerech) but different cities: Ben Shmen vs Mitzpe/Modiin Maccabim Re'ut. These are distinct physical locations in different municipalities, indicating separate branches or unrelated businesses with the same name."
wrong_or_notfound,a-wrong,2150,בלאג'ו פאב מסעדה,"החשמל 9, עפולה, Israel",,,,נבדקו 7 מועמדים — אף אחד לא מתאים (אין התאמה (sim 0.29))
wrong_or_notfound,a-wrong,2400,פיצה אס,"אחד העם 1, עכו, Israel",,,,נבדקו 1 מועמדים — אף אחד לא מתאים (אין התאמה (sim 0.13))
wrong_or_notfound,a-wrong,4246,דוצי,"חיבת ציון 45, רמת גן, Israel",דז'יקוב ויז'ניץ,"אמרי נועם 2, בית שמש, Israel",ChIJpbsE6FTFAhURhGxJQXX9vug,"LLM דחה (0.95): שני עסקים שונים לחלוטין: 'דוצי' ברמת גן (חיבת ציון 45) לעומת 'דז'יקוב ויז'ניץ' בבית שמש (אמרי נועם 2). שמות שונים, ערים שונות, כתובות שונות. אין כל התאמה."
wrong_or_notfound,a-wrong,3906,קפה חמש,"ביאליק 7, רמת גן, Israel",קפה שלנו,"Bialik St 7, Ramat Gan, Israel",ChIJbYjPmbVLHRURM6YwPeVt2sQ,"LLM דחה (0.95): Different business names: 'קפה חמש' (Cafe Hamesh/Cafe Five) vs 'קפה שלנו' (Cafe Shelanu/Our Cafe). Same address (Bialik 7, Ramat Gan) but distinct names indicate different establishments or one replaced the other. Not a translation/transliteration match."
wrong_or_notfound,a-wrong,6137,צארום,"ברל כצנלסון 25, הרצליה, Israel",שווארמה צארום הרצליה,"Sokolov St 73, Herzliya, 4600910, Israel",ChIJvcY6ojpJHRURxyE1ti7PAPg,"LLM דחה (0.85): שם תואם (צארום = Tzarum shawarma) אך כתובות שונות באופן משמעותי בהרצליה. A: ברל כצנלסון 25, B: סוקולוב 73. לא כתובת זהה או קרובה - סביר שזו סניף שונה או טעות בתיעוד. ללא כתובת משותפת, אי אפשר לאשר שזה אותו מקום פיזי."
wrong_or_notfound,a-wrong,5179,ביפרנה,"בית""ר 2, ירושלים, Israel",Beefrena- Beef & Bread ביפרנה- ביף אנד ברד,"Katzenelson St 53, Giv'atayim, Israel",ChIJ1T0YSW5LHRURsGCXi2W93vU,"LLM דחה (0.95): Different cities (Jerusalem vs. Giv'atayim) and different street addresses (Beit'ar 2 vs. Katzenelson 53). While both are named 'Beefrena/ביפרנה', these are clearly separate physical locations in different municipalities, likely different branches of the same chain or unrelated businesses with the same name."
sure_right,a-wrong,6552,בריא לי זכרון יעקב,"המייסדים 51 א', זכרון יעקב",בריא לי בר,"Ha-Meyasdim St, Zikhron Ya'akov, Israel",ChIJQ4HpIQAJHRUREvvbut9etNM,"LLM אישר (0.95): Same unique name 'בריא לי' (Bria Li), same city Zikhron Ya'akov, same street Ha-Meyasdim (המייסדים). B's listing is shorter ('בר' = bar) but refers to same establishment. Address number matches (51a)."
wrong_or_notfound,a-wrong,5974,מסעדת דיה,"אוסישקין 63, רמת השרון, Israel",המטבח של חיים מאכלים טריפוליטאים,"63, Ussishkin 61, Ramat HaSharon, Israel",ChIJLcYXqDlIHRURChPTqM053Xg,"LLM דחה (0.95): Different restaurant names with no transliteration match. A is 'Diya Restaurant' (possibly Middle Eastern/Indian), B is 'Haim's Kitchen - Tripolitanian Foods' (Libyan Jewish cuisine). Same street (Ussishkin) and city but different businesses. Address numbers also differ slightly (63 vs 61)."
wrong_or_notfound,a-wrong,1800,וויל וויל טוסט נקניק,"בן יהודה 15, פרץ סנטר שדרות, Israel",ויקטור טוסט נקניק,"ויקטור טוסט נקניק, דרך בן גוריון 97, בת ים, 5955601, Israel",ChIJh0_n_DuzAhUR58bMJtSFRI8,"LLM דחה (0.95): Different business names (וויל וויל vs ויקטור), different cities (שדרות vs בת ים), different addresses. No matching identifiers despite both being toast/sausage businesses."
still_maybe,a-wrong,5574,"פיצה שפע וברכה בני עי""ש","מנחם בגין 27, בני עי""ש, Israel",פיצה בטאבון - בני עייש כשר למהדרין,"Menachem Begin St 27, Bnei Ayish, Israel",ChIJuyhP-wq9AhURlKDs0Eu3I8I,LLM לא הכריע (0): 
wrong_or_notfound,a-wrong,3849,Arcaffe,"תדהר 13, רמת חן, רמת גן, Israel",Arcaffé,"בית הראל מתחם הבורסה, Derech Aba Hillel 3, Ramat Gan, 5252202, Israel",ChIJ7aLQmLhLHRURcryB6L3v8-k,"LLM דחה (0.92): Different addresses in same city. A is at Tadhar 13, Ramat Hen; B is at Derech Aba Hillel 3 (Beit Israel/Stock Exchange complex). Both Ramat Gan area, but distinct physical locations. For chain restaurants, different addresses = different branches."
wrong_or_notfound,a-maybe,5831,באסטיה,"רננים 43, אזור תעשייה רעננה, Israel",,,,נבדקו 8 מועמדים — אף אחד לא מתאים (אין התאמה (sim 0.09))
wrong_or_notfound,a-maybe,1781,בורגרים,"דרך מנחם בגין 1, שדרות, Israel",Burgers Bar,"קניון עזריאלי, Derech Menachem Begin 132, קומה 2, Tel Aviv-Jaffa, Israel",ChIJkaYvb5lLHRURCaN6gbMwRMw,"LLM דחה (0.95): Different cities (Sderot vs Tel Aviv-Jaffa) and different street addresses (Derech Menachem Begin 1 vs 132). While both are burger chains with similar names, they are clearly different branch locations in different municipalities."
wrong_or_notfound,a-maybe,5874,הבורקס של גולן,"דרך הבנים 10, פרדס חנה-כרכור, Israel",הסביח של אורן,"Derech HaBanim 5, Pardes Hana-Karkur, Israel",ChIJfzc_PDkQHRURKjW2RBGIFeo,"LLM דחה (0.95): Different business names (הבורקס של גולן vs הסביח של אורן - 'Golan's Bourekas' vs 'Oren's Sabich'), different street numbers (10 vs 5) on same street in same city. These are clearly distinct establishments."
wrong_or_notfound,a-maybe,1363,שניצלוס,"רוגוזין 11, אשדוד, Israel",גט שניצל - GET SCHNITZEL,"HaBana'im St 5, Ashdod, Israel",ChIJuzre9mujAhURaz5EZuoRT1w,"LLM דחה (0.85): Different restaurant names (שניצלוס vs גט שניצל) and different streets (רוגוזין 11 vs HaBana'im St 5) in Ashdod. While both serve schnitzel, they are distinct businesses at different locations."
still_maybe,a-maybe,5932,צ'יינה בר,"הדקלים 125, פרדס חנה-כרכור, Israel",צ'יינה בר - אוכל אסיאתי,"Ha-Dkalim St 150, Pardes Hanna-Karkur, Israel",ChIJCUnnMmgOHRURG54iKBs4Pto,"LLM לא הכריע (0.75): Same name (China Bar/צ'יינה בר) and city (Pardes Hanna-Karkur), but different street addresses: 125 vs 150 Ha-Dkalim St. For a unique restaurant name in the same city, different street numbers indicate different locations/branches rather than a single business with an address error."
wrong_or_notfound,a-maybe,6968,MEAT-ING,"תובל 21, רמת גן",Meat Stop,"David Ben Gurion Rd 26, Ramat Gan, Israel",ChIJI67EEDVKHRUR13Ogf6brCzs,"LLM דחה (0.85): Different business names (MEAT-ING vs Meat Stop) and different street addresses in Ramat Gan. While both are meat/restaurant businesses in the same city, the distinct names and separate locations (Tuval St vs David Ben Gurion Rd) indicate these are two different establishments."
wrong_or_notfound,a-maybe,5662,פלורנטין בורגר,"פתחיה, Israel",Florentin Burger,"Herzl St 68, Rehovot, 7654801, Israel",ChIJFZ8rMwq3AhUR63N10UxKd1w,"LLM דחה (0.95): Different cities: A lists 'פתחיה' (Petah Tikva) while B is in Rehovot. Despite matching name (Florentin Burger = פלורנטין בורגר), these are different physical locations. A's address appears incomplete/unclear but the city mismatch is definitive."
sure_right,a-maybe,5281,ג'אסט מיט,"אגודת ספורט בית""ר 1, קניון ירושלים, Israel",ג'אסט מיט ירושלים - Just Meat,"Malha mall, floor 3, Jerusalem, Israel",ChIJibG-1Y3XAhURv1NkAwYWykc,LLM אישר (0.95): Same restaurant name 'ג'אסט מיט' (Just Meat) in Jerusalem. Both locations are in shopping malls in Jerusalem (Kanyon Jerusalem = Malha mall). The slight address variation (different floors/descriptions) is consistent with the same business being in the same mall. Name match is exact and unique.
wrong_or_notfound,a-maybe,6211,הנרי'ס,"המנופים 9, הרצליה פיתוח, Israel",הנריס - מזון טבעי ומבושל לכלבים,"HaOrgim St 3, Ashdod, Israel",ChIJ6ZS1DdqjAhUR8wYuT-zUnpU,"LLM דחה (0.95): Same transliterated name (Henry's), but different cities (Herzliya Pituach vs. Ashdod) and different street addresses (HaManofim 9 vs. HaOrgim 3). B is specifically a dog food business, while A's category is unclear but location mismatch is definitive. Different physical locations."
sure_right,a-maybe,2644,הסושיה עכו,"דרך החרושת 2, עכו, Israel",הסושייה עזריאלי עכו,"HaHaroshet St 2, Acre, 2451705, Israel",ChIJsWvj2mbJHRURuZ0UET1CmEI,LLM אישר (0.95): Both refer to the same sushi restaurant in Acre. 'הסושיה' (A) and 'הסושייה' (B) are identical transliterations of 'The Sushi' with minor spelling variation. Address matches: 'דרך החרושת 2' = 'HaHaroshet St 2'. The addition of 'עזריאלי' in B likely refers to the shopping center (Azrieli) but refers to the same physical location.
sure_right,a-maybe,600,ריקוטה,"ירושלים, Israel",Ricotta Restaurant,"Kiryat HaMada St 3, Jerusalem, Israel",ChIJNz-fkx7WAhURtx1VcITpkdg,"LLM אישר (0.95): ריקוטה (Ricotta) is a direct Hebrew-English transliteration match. Both are in Jerusalem. The unique name type and city match strongly support this is the same restaurant, despite address details being incomplete in A."
