id,old_name,old_address,google_name,google_address,google_place_id,google_rating,google_phone,google_photo_name
470,Aroma Espresso Bar ארומה אספרסו בר,"ויצמן פינת בן גוריון, סטאר סנטר, Ashdod, 7721902, Israel",Aroma Espresso Bar ארומה אספרסו בר,"ויצמן פינת בן גוריון, סטאר סנטר, Ashdod, 7721902, Israel",ChIJZaDroQyjAhURrgb3RQZryQM,4.2,08-856-8160,places/ChIJZaDroQyjAhURrgb3RQZryQM/photos/AaVGc3l_66Cjyw3lr9hlXU2WXb_oPkEE90Dlh6r4Cbg-p18zcczX0Dxv-g7H1BAW-atGHFZgUGigkvlfkafFieVYx5a8eyb1uRlqNHzmnvYw0yL_s7GORE16h-1mmo0rzWJLT1cywfDmbTioZgw4kOAKXzcJQglJNAJ4VuYaYldGNnTjtWf9VJRDr116gxRu4izvVQPdGE44qVPo376tVhoegJ_-3PlQAzS9dkK048Jtq87KCTOe0XgxzwWQgFn2qgFxHGrxiYLaANgjxoWb3DPK1vFJ3EpZ6_oSAxGX_IdcuPnmjSPA59g9eepZf-aObNPZ4LqktEl2TRGiVEBQvVlKx6Ddozcsdo7vNMttSwd6RPrCADHPYb3H-zbNKUeuekbOk4r_MQuQ5v0SyGXoYIYUnXrfjX_scsG3ya0QoR9YRvqzh3PZ
550,מיכליס בראסרי,"מודיעין, Israel",Michali's,"VXQ6+7MR מרכז עינב, HaHarat 7, Modi'in Makabim-Re'ut, Israel",ChIJ2XBEA6bOAhUR854NBrduXgE,4.4,08-669-1000,places/ChIJ2XBEA6bOAhUR854NBrduXgE/photos/AaVGc3notCCWAy3pSfYU35FYvOX3TuY94sQQWPZi-wOnV97Wwiwlx3eOTTrDHq7fHSQVCPa-krx1epUmNzhiOE9Ed8cw77CSnRZGbmc6PHaEPHg8jv6gMNbECNow9MADJ6it3hxJorWp8qWcZL3zFUesJujLrxhhCIQDUdkAURUk4-2SKH737XPNOCCD33rDfE1_9TZj3zm-PkmtOKLw299swIc0k4MkhAxlhiqOL9K0zno7lYnq_lB19hqYomy7FbkPutHh9VxwsbpZvuip5sVGOyp6F2eagqAU_RE9ca8zB6H3sBB_IFoYOKlc17K-p2RPURVa3hM-W3WEaN7VHiLdovHKwOWc-MLoHdAx1SLyBfmVdD0t_iV8qWFcU96qnkeci1ueHsNtgspHi5TIvMjcVtEI1btJiMdKq_wUG07-Vd1EG16E
551,Alfredo | מסעדת אלפרדו,"Shlomo Shmeltzer Rd 94, Petah Tikva, Israel",Alfredo | מסעדת אלפרדו,"Shlomo Shmeltzer Rd 94, Petah Tikva, Israel",ChIJT5i50e9JHRURich5UvGkdAk,4,03-923-0643,places/ChIJT5i50e9JHRURich5UvGkdAk/photos/AaVGc3n-1DsgLAulA5UFU2anKKv3P3KwCy0gaudwFIUEsUt4qEksVMHf0ZSWqIRDqy1CzC4IQ8CbFWmCrWSlmeRDl2-VRK9Jb97andSivK32Ev_La6i7VmZA5eUdq5Rol5nFF3aAgKQZem6pyjVfRNArddckpz8praO6SEQKzkGTYIMXTrn_J4nJWR3fY8-YN2wIGE7I0C5C5BG3NZseSg2jgzJqNc0FudkK2iKsnBN2U94vZ5YIICxh2mTfHH3nqhy5L8oLIxql4rY36JQ7k9SJ2BmVlssM6BS4257NmTwisXq60Gp7_-vyslicH09RPEuH73cj7xpJXE0dBlP3bDLc3EVkc6rHvz-j1vLo9h4VOoG_gEE62m1DZ9ip6KKVSrBvYmZIf6ZmPIOjGv3m69Y986G9A1leIezsAAPG_gGoN5zl9LdY
555,Thirty Three,"ירושלים, Israel",Thirty Thtee,"בקומת הגלריה, Yirmiyahu 33, Jerusalem, 9446718, Israel",ChIJVwH6nJ7XAhURk-jr-qyddD0,3.8,055-681-0165,places/ChIJVwH6nJ7XAhURk-jr-qyddD0/photos/AaVGc3m9J3T_uU4b0qrbOlaleO-JmPUp-LqSjc4rIsC4RqC4hCzbvz8C87cEEcLX25j3llYZYq3wkW-v-4mPaD_zPD_tQ7y3o7W6qDUX-oAs6zNQ76Ds0lix90_63QWvV_Ew8ow0xKC4Pq_irgwOi-appgu5nfhDGi7hFchWgDtuQdhtM_CLhGNpxH9C7hIHbbO8cETBfkCobn3u6qXURo-zob_L3Gd99Rl9nnLnTANOu0UN9dhA-QyVst2OjtbEtVNl0xXZKy4SpGwAhFqa_-52SzhsVKFOCcu_Qxp0j3UgGPnQwE_Rlx9GHaTFiLXaz6xJXmfEE8MKU8Ey9z6531EmJvgX4M6aBco_kAjeXePIieNh9ytlKrAHCJn39-Fu8q7f6e2cZr8LRlIqpw7xj0YGFdrJbNYm8UhvILR10y3BZNzavSmrTXDzOQ4TXobPqBMK
559,מסובין,"בית שמש, Israel",Mesubin,"Yig'al Alon Ave 2, Beit Shemesh, Israel",ChIJdzb621rEAhUR2qV27cWVf3s,4.1,02-991-1778,places/ChIJdzb621rEAhUR2qV27cWVf3s/photos/AaVGc3mDvnDaaEPcGGp4I79mEZEVx2Prf4N2ZbMm9e5g7HNl7tWx_LenJPrAB3ORNgp-DpfyzQvqEsbeOT9LvJtc6WoFz7bV7iiqvAu_8zJdPeWIZssSIOweVbZL1h4fIm4QjaOPeoMF8GNlLLNGXoGTOTjdU87fwXDslPlhvrcW00t4zmolritQZDECANpNbfYS6osAHgtLAZn1be2I65dcomNoMKFLKtJrQsi3nxU7W3F9pHuhVf8tXGeI-ZEYg7bxwVU_nPVzFdJf6yJL6a7ZnP3EuRG3LKco8hyvVQ8XBFwNjSWH8x4ZfqFLT4gDGJhcmbEj00ajseXlDTD4ejGDAi9mJEPOQkVQEo-gVUtQ0GBteeSyPkbStcVx0Aq28PUUojw8BubCJOdN0svJu4TEpDNDuaT8vDGfZ3l9TZu0nq_dnQ
568,מסעדת ויצמן אשדוד,"HaBana'im St 9, Ashdod, Israel",מסעדת ויצמן אשדוד,"HaBana'im St 9, Ashdod, Israel",ChIJd5wpVGmjAhURvh-8SE8H7_M,4.3,08-852-2593,places/ChIJd5wpVGmjAhURvh-8SE8H7_M/photos/AaVGc3n5oDs_smuyw2e6mln2de6zEklD1ghE1cTv14Y8aHWsRCOYVGN-sh4_zdXlpVqq78oBs35rT6JRdXF2wQdtTNPcg31RWiYPPUiRscSp3Eq6_7mDBTSnNP7zs0IH-Bf13SODZAZWk4HEs26WnzhrhC2GO7o5og-NLsmhUbV8W38AtgdOvTbt1ACOLninqU1luvtTIt1lN_IllE7ZkdjUozXO7iT5EbXwvbIYUdxvQ5x1cs9vJD9DL3YblOx_xL5rdofYVFAK0hXn0yU4B6MXIFyqRwlWboHgW7qtoPO8rmLLIhmmI00igvtRNctU0EkD_iCSQT6tu_ScSBVkk0rZQeUa5pJ0Ukc96yVg2aieptTWurIOBnGKw43wpQVEMcQNvaVb9216fcPt1_Z6kovUFPFTcGY-9qWE_1eyucdzSmA
573,הפי פיש,"Mamilla Rd 14, Jerusalem, Israel",Happy Fish,"Mamilla Rd 14, Jerusalem, Israel",ChIJY3K8gtEpAxURbq4kplsAZa8,3.9,02-548-2230,places/ChIJY3K8gtEpAxURbq4kplsAZa8/photos/AaVGc3kb7iEI24tWKZaPjOnff7Q4GNL98wdp_15bO2tm6DfyL-aXgsf2YTvvSOj18rXgLggCB0JWpRjvcsyWFgFawhxjsHgw_4F8AzWsDyErrQT_933oCQEQJtAaWRFh4Es1ozOLbV0_Hjr1fmQ1A8uch8wmsUQtYuxiCgpHBRJVidvzBqW0JZJMdzy-pcWIbzz8abs_DJqcdg3REYjREKrK35OOekPSryhkgzbPIt8AiZNHA_aZRjrrz08UejEMzNOvh3RG9WrHKMKt5N5MqbE9FTwh5kUz6iVCh7Hf1sqcAk6Q5jsKQ7S_vwaL_McJcu-v1TF5mQ1BI-3myBzsV86lwt3hKxv1ROyJweUpwVbxFVeX-JKPeWFm5lWd-xKOUrT7qKYVfnEVAgt3i9mc1QbWQvoMq_6Q6rwVQPwyiC990bG3OQ
575,תמרה הבשרי,"ירושלים, Israel",תמרה הבשרי-Tamara events,"HaTa'asiya St 4, Jerusalem, Israel",ChIJSd8wAz3XAhURnnvm5q3UUBg,5,058-557-7507,places/ChIJSd8wAz3XAhURnnvm5q3UUBg/photos/AaVGc3n7xnkinTtzLWINI-JPygF2dlSD0aJHJTdMWkqRzBK0jucw-X8L3voFhTdDdwZVto1_9Oc7JRDKRdyY2AtLtttveFM4SjAKwKEPPYzhElQZKloPc5Mun4h6OVDrbY2oQAFJLPadYL9H_uBsVKGZLm-QoKlsaBqj_vR6KJpHP7EnGDu1Ne1IZkkdSaK_slxmLp7EQtOYp2qx8X5ztyT9WQZlPZq0rubzKE7nfxP-1skE3eDNWqYSqBOWcd7bmnMUMs-TH8QDpwj903R6LkQ0A9qCKNVR-Pu02vz6lDpnfPj7FgPtki3Y060CQ5UrNBnQgHtIpNhJdnjOTthqPq5JBEAKXJ2PimHCClEPFm2pX0usjTdiVoHGE6e49WVJIZ8WEKZikizpiR9YGuXKlr9L4sG-DTCC4d5duaAeIKtEw5HDLrmBucrvAv_qEfnDS3tj
576,נויה,"Queen Shlomziyon St 3, Jerusalem, Israel",Noya,"Queen Shlomziyon St 3, Jerusalem, Israel",ChIJX4cEGNEpAxURS-pljMErU8E,4.1,02-625-7311,places/ChIJX4cEGNEpAxURS-pljMErU8E/photos/AaVGc3nZmBFhCyOVEcgyL4mryU7OGmSaGiqZB799fIIc1a5VRjp0MAWV1Be_GRM9eR6D9Pu0xGdNl3g7eccrPTS_7al_okx9MbbwmaecZfQ3d8FjddCuRBUV_9NiI_P_hcDEHREyjJYRtlMX6ipPepYWdC0bLremepMqZqAQec2O0jBAwpypVScLmJdyKI_-3NCn48yj2any7_6KlO8ByZuiJ-aJhg8ukqjc3xOENENkxdLR5E83l4JCWL4GnN2oo09osrk5mU7f5Mdc4zb28jdI6w1hm52G_DQ5FnucSE6XxbWXi1OgduDN81UHKLzVooeokMP0RuiUd1vLW7ZtFq2aFyTzh6opkH4-FhdOXZVizIsrvhxgj390VR1PBlpnIC50tholKVYfAWerWXyInios4hVnPFayBPUbhPDAAjbA9IeMujorifOHCE4lukiVmA
579,בוש בייגלס,"ירושלים, Israel",Bush Bagels,"Tsfanya St 61, Jerusalem, Israel",ChIJXd29jt8pAxURsHNdQ00YSZg,4.5,02-651-4123,places/ChIJXd29jt8pAxURsHNdQ00YSZg/photos/AaVGc3n5zUmrEsNU5kEZw6C-uwaxw_KjH1zZn_tlN1fR5Ad06zXeGYZG7Y3OTgjYINkDeUc9BB8JMVciS2ucHRbdJvvkF-vb6FnVY1-kEvO0Xm0kMBmRHtwVyf5tc3h1b8yYI2eWSYmcfCzLjNC0LFuq3WlF-BjpeLydLk7UTswVostln2q4TDmfHQhxqDDWnzW6NGwXeY1rBMolOvJnxzwe3wI77KkS5MKB0HL1_iLvPCCgzY0Od-fcT0QMnUescD_O9hFlensBeakrotulM5wJ-9NzYE4w-Pqm-tZVLWMWa9ABon3CRUleHxYL_PcmUZZDnqQrmHoGSPsomtnPNaF-Cfi4lFmnpQq94sLldE7XnyonRvnIPP-hTO3ZsMBcGBEuulASdX5IU-yT-vdrAfILy3zEsi6YxH6DvFpA4v7O4HtjfrM
580,בורגר בייט,"ירושלים, Israel",Burger Bite,"Shamgar St 16, Jerusalem, Israel",ChIJg6sIziPWAhURztQgUXI-6uE,4.3,02-651-4260,places/ChIJg6sIziPWAhURztQgUXI-6uE/photos/AaVGc3mFNK1vpfrq-hwQB4hkZWbQJWfH6YprvtCiiJK43qELHf_2RpINk0HnHTQlqiwfYbJJWrFzi6IURaIuQs7E5S1lwuIK4txj5GznoRDG0QBvABN47cZWr2CBsr-Dv5u1VDjjBibRQCA8S2Rv8GRh5Ixd-jSct7EnN2yP6IM7cEuqafpmHh3Jq74lUlEr7fVgTCXvfDzLAaEPB8SwLRkQEg0FcLAAK27s82wxc2GvPAN4VfRGX-Dy2zAxMM6KEihiplAhdFoExqLRoEkHMQS8Prsa7tmsNP6x2HkEAOnsUAB3QHEwsqu7EJDF0lhj9QId5cMGWMMWYZfgqtIe6nZpH3JkPuUaYCeLFTE4kAE4XTd_2eKgOiEM-zsn_EcApqAEYFEFIdBrXW_uVvUl5FJwJcnAh0nr_VwEJc8ZHc7y1T3e0tYD
582,ניו דלי שרי ישראל,"ירושלים, Israel",ניודלי Newdeli,"Sarei Israel Blvd 15, Jerusalem, Israel",ChIJ-_GmcyXWAhURlR72FmPsfxQ,4.4,02-629-9744,places/ChIJ-_GmcyXWAhURlR72FmPsfxQ/photos/AaVGc3n0UqM1aYjI490s78eydUDF6p_y88EjSHqNgGgeSnzo9xdGBKKsIOJcSp0vNKCzr1_lYtQFlefGk_zqcN3cEFOi2nR6PS3upf_V4Yg5FlYKoeRLthDkhJ5b5GLsGedT5-vcGF94EPj75plMzn6du7TJnLnuDUvUGpA-iohsyU3tHcT9eBCd96bt-LgDFa5ShOcVEtUFLQlF_FgIpzHpahKac0OUBhmkQIZELe-iBevp8yyRN08U_8rfQ8AB3VKwnSa0n_fANa_mJmi1mRNYYQMfC1hsH__Cl504hVmWJZSOpXQ8t9Og4MiX-zRxXXiFchN1A8HRQyP7aqrOrOp843xJfAcrFiyxMvBOQD9nphOfVeuGZXIL8D5wtmeug0TCf_lGvI53QlJMtgL0lc7aS7STpjuziFPDEoAdxYMEELzCvg
583,פלאפל מוסא,"נתניה, Israel",Falafel mosa,"Sderot Hayim Weizman 12, Netanya, Israel",ChIJ6d27kKtqHRUR0hiVMqjCgjw,4.3,09-865-5500,places/ChIJ6d27kKtqHRUR0hiVMqjCgjw/photos/AaVGc3mpX8c0ZtskxNgj1tGzIPU1UwMisAciVa83dhRHauW1wr4QRrgoY-WvsSnAHMTLy-M2IOK9EPQdwH4mhmbrxKvR6mej4-rVnt10hjrBbbY9Zdf7vxHLgNWXiMbmhU1iDCzYMph_DSe9pA98QixuDtSdo8TgcUZE8dKX9grOXUa_sNi4PE2GlCWR7ZnAlGd36kEMxcTAtE8flZGsPmO9ueadx8DTiOssrE-SVZE9DnxBYdDgHPzWsDiRjTrWCOymHU1-jt47aqJJxCZcnzZ82PYIM1a4hw7Juk8m1-Z4jCXhTb1PLBS9_XKqVAIVSlecTbjas5dsadY94VsJ0ylz2PfNu5myBVVh9Pz6aNur-W6W_j3MlXYAn1YNwT7CBHNY5u7NRvrIdd0bZzAf8SxNREqS_P_VR-JfsrsR7zFJJWJPoA
586,פיצה דון פדרו,"נתניה, Israel",Don Pedro,"Herzl St 5, Netanya, 42400, Israel",ChIJAyRw-KhqHRURprEaYR9WKrc,4.4,09-777-8071,places/ChIJAyRw-KhqHRURprEaYR9WKrc/photos/AaVGc3mnXCGF_vX2AHHSahqrOA7LvTCkYXulDBrvJ2-JZS3tcN4YJqz_os8ym2ft3bil_9lQatL14qTHdRojufF1ixT7Rpnz3NrWZitlEv3OSDwg2uhFm11IHzErUIeBhxB3sS6VV_ydpOvQ1kHGviS2xsB8BZngKBfoiNeRys9EoiUu81kNkojIghAIbyS_zqHRv3IHlTcm7KVlK6mIKO4_81qwfNKYyPhDQPGvo7wUMoJ0Y3NexCeCV83Z3hc15p9PziPpD3DBvP61wX_izhk84I5QAnNnOtOGiFgvD3LXet_gvbjGWelaoYizg7hGO2Pu5eSS57VDgtC-u4-skK8BvpEF4iqucwpxEg8tI_QXB9MUi2SuzHjG4gYaQA8Vc6W81i-h9HTx9kO1lWT36hApYLwoxd7fsZquBhZ9r_uHLGgBbw
