id,status,confidence,name_sim,distance_m,old_name,google_name,name_updated,old_address,new_address,coords_fixed,reason
1237,verified,0.88,0.667,102,HAVAS,מסעדת חבס,no,"יוסף טרומפלדור 73, באר שבע, Israel","Trumpeldor Joseph St 73, Be'er Sheva, Israel",yes,dist=102m name=0.67 near+name
1238,no_match,0.2,1.000,1872,בית הפול והשווארמה נווה זאב,"בית הפול והשווארמה - נווה זאב באר שבע | ב""ש | חומוס | פלאפל | סביח | שניצל | שווארמה | משלוחים",no,"שד' יוהנה ז'בוטינסקי 11, באר שבע, Israel",,no,dist=1872m name=1.00 no-match
1239,no_match,0.2,0.667,1286,פוטטוס פיצה,Potatoes Pizza,no,"קניון מלכת שבא, אילת, Israel",,no,dist=1286m name=0.67 no-match
1240,no_match,0.2,1.000,2571,שלומי שיפודין,שלומי שיפודין,no,"באר שבע, Israel",,no,dist=2571m name=1.00 no-match
1241,flagged,0.6,0.040,13,קיצ'ן ביי גרג אייסמול אילת,Cafe Cafe,no,"קאמפן 8, אילת, Israel",,no,dist=13m name=0.04 proximity-name-mismatch
1242,no_match,0.2,1.000,1461,ויצמן,מסעדת ויצמן אשדוד,no,"הבנאים 9, נמל אשדוד, Israel",,no,dist=1461m name=1.00 no-match
1243,flagged,0.4,0.400,277,קריולו,Criollo,no,"קק""ל 26, באר שבע, Israel",,no,dist=277m name=0.40 business=CLOSED_PERMANENTLY (non-operational)
1244,verified,0.95,0.429,63,פינצ'יטו,Pinchito Eilat,no,"הסתת 7, אילת, Israel","Ha-Satat St 7, Eilat, 88000, Israel",yes,dist=63m name=0.43 close-proximity
1245,no_match,0.2,0.125,1052,בורגראנץ',רשת 8 Eight,no,"נתיבות, Israel",,no,dist=1052m name=0.13 no-match
1246,no_match,0.2,1.000,1759,פיצה שמש נווה זאב,פיצה שמש נווה זאב,no,"שד' יוהנה ז'בוטינסקי 24, באר שבע, Israel",,no,dist=1759m name=1.00 no-match
1247,verified,0.95,0.909,48,מאפיית אורן,מאפיות אורן Cafe,yes,"מרכז אורן 50, באר שבע, Israel","Yitzhack I. Rager Blvd 185, Be'er Sheva, Israel",yes,dist=48m name=0.91 close-proximity
1248,verified,0.88,1.000,138,בראנצ'וס,בראנצ'וס אשדוד,yes,"ז'בוטינסקי 43, סטאר סנטר, אשדוד, Israel","מתחם סטאר סנטר, ז'בוטינסקי 43, אשדוד, Israel",yes,dist=138m name=1.00 near+name
1249,no_match,0.2,1.000,4611,נאפיס,נאפיס - אשדוד ביג פאשן,no,"הבנאים 2, נמל אשדוד, Israel",,no,dist=4611m name=1.00 no-match
1250,flagged,0.7,1.000,574,פיתה בסטה אשדוד,פיתה בסטה - סניף אשדוד,no,"הבנאים 1, נמל אשדוד, Israel",,no,dist=574m name=1.00 needs-review
1251,no_match,0.2,1.000,2840,סטקיית עמרם ליברטי באר שבע,סטקיית עמרם,no,"באר שבע, Israel",,no,dist=2840m name=1.00 no-match
1252,flagged,0.7,1.000,475,רשת עגול שדרות,רשת עגול סניף שדרות,no,"ככר הנשיא 10, שדרות, Israel",,no,dist=475m name=1.00 needs-review
1253,no_match,0.2,0.125,35728,פאב שדרות,רסק,no,"ככר הנשיא 4, שדרות, Israel",,no,dist=35728m name=0.13 no-match
1254,flagged,0.4,1.000,4680,ביגה,ביגה אשקלון,no,"שד' חיים בר לב, אשקלון, Israel",,no,dist=4680m name=1.00 business=CLOSED_PERMANENTLY (non-operational)
1255,no_match,0.2,1.000,1423,עידן הפיצה,עידן הפיצה אשדוד,no,"שד' הפרחים 20, אשדוד, Israel",,no,dist=1423m name=1.00 no-match
1256,flagged,0.7,0.238,120,על הפלאנצה,אלי אלמוזנינו בוטיק שיער - EA Eli Almoznino,no,"העצמאות 56, אשדוד, Israel",,no,dist=120m name=0.24 needs-review
1257,no_match,0.2,0.500,607,באבי שווארמה,שווארמה ראש העיר,no,"צה""ל 2, אשקלון, Israel",,no,dist=607m name=0.50 no-match
1258,no_match,0.2,0.200,4574,פיצה פפלינו,Farino Pizza,no,"שדרות תל חי 63, אשדוד, Israel",,no,dist=4574m name=0.20 no-match
1259,verified,0.95,1.000,32,פיצה קרמלין Kremlin,פיצה קרמלין,yes,"תש""ח 9, אשדוד, Israel","Tashah St 9, Ashdod, Israel",yes,dist=32m name=1.00 close-proximity
1260,no_match,0.2,0.100,1015,מאפיות אנג'ל,Angel Bakery Factory Store,no,"אברהם רוזנמן 6, נתיבות, Israel",,no,dist=1015m name=0.10 no-match
1261,flagged,0.7,1.000,630,פיצה פלוס פיצה,פיצה פלוס פיצה,no,"שד' גת 46, קריית גת, Israel",,no,dist=630m name=1.00 needs-review
1262,no_match,0.2,0.429,1544,הקייטרינג של אורטל,קייטרינג שף חלבי באשקלון,no,"שיבת ציון, אשקלון, Israel",,no,dist=1544m name=0.43 no-match
1263,no_match,0.2,0.200,3091,סושי צליל טעים,Tzalil Taim Sushi,no,"קטינקא ברוך 2, באר שבע, Israel",,no,dist=3091m name=0.20 no-match
1264,verified,0.95,0.615,47,שווארמה סבן,מרכז השווארמה דימונה,no,"פרץ סנטר, פרץ סנטר דימונה, Israel","Peretz Center Mall, Dimona, Israel",yes,dist=47m name=0.62 close-proximity
1265,flagged,0.4,1.000,32,‎מאיליס פאשן קייקס Maili's Fashion Cakes,Maili's - Fashion Cakes,no,"הנמל 9, אשקלון, Israel",,no,dist=32m name=1.00 business=CLOSED_PERMANENTLY (non-operational)
1266,flagged,0.7,0.000,146,קונופיצה,קניון RED,no,"קאמן 12, מרכז מסחרי רד, אילת, Israel",,no,dist=146m name=0.00 needs-review
1267,no_match,0.2,0.167,2585,פיצה הממלכה,mishlohim pizza,no,"המלאכה 5, דימונה, Israel",,no,dist=2585m name=0.17 no-match
1268,no_match,0.2,0.100,339,שיפקה,Maccabi Health Services - Negev Medical Center,no,"התקווה 4, קניון קרית הממשלה, באר שבע, Israel",,no,dist=339m name=0.10 no-match
1269,verified,0.88,1.000,124,שניצליה,"שניצליה, באר שבע",yes,"דרך מצדה 17, באר שבע, Israel","Derech Metsada 17, Beersheba, Israel",yes,dist=124m name=1.00 near+name
1270,verified,0.88,0.500,148,פיצה מרציאנו,Pizza Marciano,no,"וינגייט 32, באר שבע, Israel","Wingate St 15, Be'er Sheva, Israel",yes,dist=148m name=0.50 near+name
1271,verified,0.88,1.000,137,קונדיטורית ללוש,קונדיטוריית ללוש,yes,"בארי, Israel","Be'eri, 8513500, Israel",yes,dist=137m name=1.00 near+name
1272,flagged,0.7,1.000,261,הפינה התאילנדית,Thai Corner הפינה התאילנדית,no,"גן בנימין 8, אילת, Israel",,no,dist=261m name=1.00 needs-review
1273,no_match,0.2,0.429,897,למון גראס,Omer's,no,"הנגר 3, אילת, Israel",,no,dist=897m name=0.43 no-match
1274,flagged,0.4,1.000,208,פיצה דון פדרו,פיצה דון פדרו אשדוד pizza don pedro,no,"שבט לוי 14, אשדוד, Israel",,no,dist=208m name=1.00 business=CLOSED_PERMANENTLY (non-operational)
1275,no_match,0.2,0.125,283,פיצה המשולש,פיצה סוגיס - pizza sugis,no,"בורנשטיין 801, ירוחם, Israel",,no,dist=283m name=0.13 no-match
1276,no_match,0.2,0.500,942,פיצה אשקלון,Pizza Stori Ashkelon,no,"אלי כהן 21, אשקלון, Israel",,no,dist=942m name=0.50 no-match
1277,flagged,0.7,1.000,483,המקסיקני,המקסיקני,no,"דרך הדרום 9, קריית גת, Israel",,no,dist=483m name=1.00 needs-review
1278,no_match,0.2,0.077,1026,Fresh & tasty burgers,מאפיית בוטיק השלום,no,"אלי כהן 40, אשקלון, Israel",,no,dist=1026m name=0.08 no-match
1279,no_match,0.2,0.667,2445,בורגרס בר,Burger Bar,no,"קק""ל 44, באר שבע, Israel",,no,dist=2445m name=0.67 no-match
1280,verified,0.95,0.714,69,המיטבח הטוניסאי של אליזבט,המטבח הטוניסאי,no,"קק""ל 29, באר שבע, Israel","Kakal St 29, Be'er Sheva, Israel",yes,dist=69m name=0.71 close-proximity
1281,no_match,0.2,0.000,356,בונבון בעיר,City Center Mall,no,"שד' העצמאות 49, קריית גת, Israel",,no,dist=356m name=0.00 no-match
1282,flagged,0.7,1.000,603,פיצה דליה,לה פיאצ'ה (פיצה דליה),no,"דימונה, Israel",,no,dist=603m name=1.00 needs-review
1283,flagged,0.4,1.000,14,המטעמים של סילביה,המטעמים של סילביה,no,"ברית ערים 25, שדרות, Israel",,no,dist=14m name=1.00 business=CLOSED_PERMANENTLY (non-operational)
1285,flagged,0.7,1.000,600,אזור גריל בר,אזור גריל-בר,no,"הרצל 102, באר שבע, Israel",,no,dist=600m name=1.00 needs-review
1286,no_match,0.2,0.500,408,בורקס בבא,הטורקי אילת | אוכל מהיר באילת | בורקס באילת | פסטה באילת | פיצה באילת,no,"דרך יותם 6, אילת, Israel",,no,dist=408m name=0.50 no-match
1287,no_match,0.2,0.222,710,רייצ'ל,KSP Eilat - Tourist Center,no,"דרך יותם 2, אילת, Israel",,no,dist=710m name=0.22 no-match
1288,verified,0.95,0.455,45,אנטריקוט אקספרס,Antrikot,no,"קאמפן 8, אילת, Israel","קניון אייס מול, Kampen 8, Eilat, Israel",yes,dist=45m name=0.45 close-proximity
1289,flagged,0.4,1.000,558,טראפל'ס,טראפל'ס,no,"דרך השלום 907, דימונה, Israel",,no,dist=558m name=1.00 business=CLOSED_PERMANENTLY (non-operational)
1290,no_match,0.2,0.333,3974,קפה עלית-אספרסו בר,Elite Coffee Station in Ashkelon,no,"פאואר סנטר סילבר, אשקלון, Israel",,no,dist=3974m name=0.33 no-match
1291,no_match,0.2,0.750,1800,מקדונלד'ס,McDonald's,no,"שד' בן גוריון 21, קניון גירון, אשקלון, Israel",,no,dist=1800m name=0.75 no-match
1292,flagged,0.7,0.250,239,קאריבו,Sheba Mall,no,"אנטיב 8, קניון מלכת שבא, אילת, Israel",,no,dist=239m name=0.25 needs-review
1293,no_match,0.2,0.154,972,Coffeat,Black Gold Coffee Boutique Ashdod,no,"אדר 4, אשדוד, Israel",,no,dist=972m name=0.15 no-match
1294,verified,0.88,1.000,164,המאפה של רונה,המאפה של רונה בע''מ,yes,"הרצל 32, אשקלון, Israel","Herzl St 32, Ashkelon, Israel",yes,dist=164m name=1.00 near+name
1295,verified,0.88,1.000,210,ריבס הכשרה,ריבס הכשרה,yes,"אורט 1, נמל אשדוד, Israel","Ort St 1, Ashdod, Israel",yes,dist=210m name=1.00 near+name
1296,no_match,0.2,0.167,287,המזנון של מושון,Rami Levy,no,"המתכנן 1, אשקלון, Israel",,no,dist=287m name=0.17 no-match
1297,flagged,0.6,0.167,35,ג'אדי,מוסך א.ישראל,no,"הנגר 1, אילת, Israel",,no,dist=35m name=0.17 proximity-name-mismatch
1298,no_match,0.2,0.300,2418,בול סנדוויץ' בר,sandwich bar,no,"שד' משה סנה, אשדוד, Israel",,no,dist=2418m name=0.30 no-match
1299,no_match,0.2,0.333,2574,פרלה אשדוד,PERLA,no,"שד' משה סנה, אשדוד, Israel",,no,dist=2574m name=0.33 no-match
1300,flagged,0.4,1.000,254,פיצה לוצה,פיצה לוצה,no,"נווה, Israel",,no,dist=254m name=1.00 business=CLOSED_PERMANENTLY (non-operational)
1301,no_match,0.2,0.143,1358,הסוד,דואר ישראל,no,"שדרות תמר 1, להבים, Israel",,no,dist=1358m name=0.14 no-match
1302,verified,0.95,1.000,57,גן עדן,מסעדת גן עדן,yes,"קהילת מילנו 55, שדרות, Israel","Kehilat Milano St, Sderot, Israel",yes,dist=57m name=1.00 close-proximity
1303,flagged,0.4,1.000,135,גרין פלאפל,גרין פלאפל,no,"נחל לכיש 21, אשדוד, Israel",,no,dist=135m name=1.00 business=CLOSED_PERMANENTLY (non-operational)
1304,verified,0.88,0.500,116,פיצה פרגו,Pizza Fargo,no,"אנפה 1, אילת, Israel","מרכז מור, Anafa 1, Eilat, Israel",yes,dist=116m name=0.50 near+name
1306,flagged,0.4,1.000,1864,דיינר 24,דיינר 24 - Diner 24,no,"דימונה, Israel",,no,dist=1864m name=1.00 business=CLOSED_PERMANENTLY (non-operational)
1307,verified,0.95,1.000,61,בית הפול והשווארמה דימונה,בית הפול והשווארמה - דימונה תחנה מרכזית | חומוס | פלאפל | סביח | שניצל | שווארמה | משלוחים,yes,"שד' הרצל, דימונה, Israel","Sderot Golda Me'ir, Dimona, Israel",yes,dist=61m name=1.00 close-proximity
1308,no_match,0.2,0.455,291,הסושיה,אושי אושי באר שבע,no,"שד' יצחק רגר 2, קניון הנגב, Israel",,no,dist=291m name=0.45 no-match
1309,flagged,0.7,1.000,1119,בורגרים,"בורגרים קרית גת, כשר בשר חלק",no,"שד' משה 25, קריית גת, Israel",,no,dist=1119m name=1.00 needs-review
1310,verified,0.95,1.000,48,פיצה האט,Pizza Hut,no,"אלי כהן 21, אשקלון, Israel","Eli Cohen St 21, Ashkelon, Israel",yes,dist=48m name=1.00 close-proximity
1311,flagged,0.7,1.000,316,חן הלחם,חן הלחם. אשדוד,no,"העבודה 18, נמל אשדוד, Israel",,no,dist=316m name=1.00 needs-review
1312,verified,0.95,1.000,4,פלאפל הגשר,פלאפל הגשר,yes,"שד' יעלים 32, באר שבע, Israel","Sderot Ye'elim 3, Beersheba, 8456316, Israel",yes,dist=4m name=1.00 close-proximity
1313,flagged,0.7,0.250,188,פיצה סופיה,Sofia Pizza,no,"אמציה, Israel",,no,dist=188m name=0.25 needs-review
1314,no_match,0.2,1.000,1289,ג'ט לק שדרות,ג'ט לק שדרות Jetlek,no,"דרך מנחם בגין 7, שדרות, Israel",,no,dist=1289m name=1.00 no-match
1315,no_match,0.2,0.176,1332,בית האוכל המוכן,מאמא אירועי בוטיק,no,"שד' ישראל פולק 51, קריית גת, Israel",,no,dist=1332m name=0.18 no-match
1316,flagged,0.4,1.000,328,פיצריית המושבה,פיצריית המושבה,no,"עוצם, Israel",,no,dist=328m name=1.00 business=CLOSED_PERMANENTLY (non-operational)
1317,flagged,0.7,1.000,751,כיכר הטעמים,כיכר הטעמים,no,"וינגייט 2, באר שבע, Israel",,no,dist=751m name=1.00 needs-review
1319,flagged,0.7,1.000,283,cofix,COFIX,no,"ככר פז 62, קריית גת, Israel",,no,dist=283m name=1.00 needs-review
1320,verified,0.95,1.000,66,המגש החם,המגש החם,yes,"יהושע ייבין 2, באר שבע, Israel","Yehoshua Yevin St 2, Be'er Sheva, Israel",yes,dist=66m name=1.00 close-proximity
1321,verified,0.88,0.600,165,הבורקס של פארוק,בורקס בבאלך,no,"אשקלון, Israel","Ha-Gvura St 1, Ashkelon, Israel",yes,dist=165m name=0.60 near+name
1322,no_match,0.2,0.143,1549,מנגה בר,Soroka Medical Center,no,"שד' יצחק רגר 85, מרכז רפואי אוניברסיטאי סורוקה, באר שבע, Israel",,no,dist=1549m name=0.14 no-match
1323,flagged,0.7,1.000,862,ארומה,ארומה Aroma,no,"שד' יצחק רגר, אוניברסיטת בן-גוריון בנגב, באר שבע, Israel",,no,dist=862m name=1.00 needs-review
1324,flagged,0.7,1.000,322,סומבררו,סומבררו,no,"בורנשטיין 801, ירוחם, Israel",,no,dist=322m name=1.00 needs-review
1325,no_match,0.2,0.500,1431,קייטרינג נאני,קייטרינג חלבי בבאר שבע - פריקאצ'ה,no,"אטד 73, באר שבע, Israel",,no,dist=1431m name=0.50 no-match
1326,verified,0.95,0.833,21,בורגרים,Burgerim,no,"בית אשל 21, באר שבע, Israel","Beit Eshel St 21, Be'er Sheva, Israel",yes,dist=21m name=0.83 close-proximity
1327,verified,0.95,0.429,50,המקסיקני,מקסיקני באשדוד,no,"הגדוד העברי 5, אשדוד, Israel","Ha-Gdud ha-Ivri St, Ashdod, Israel",yes,dist=50m name=0.43 close-proximity
1328,flagged,0.4,1.000,116,שיפודית השף קרית גת,שיפודית השף קרית גת,no,"היסמין 97, קריית גת, Israel",,no,dist=116m name=1.00 business=CLOSED_PERMANENTLY (non-operational)
1329,verified,0.88,0.500,181,אחלה אילת,Achla - Platinum Grill,no,"קאמן 1, אילת, Israel","קאמן 1 אילת IL 88000, Kamen 1, Eilat, Israel",yes,dist=181m name=0.50 near+name
1330,no_match,0.2,0.364,1522,קייטרינג ברמה אחרת,איווה קייטרינג - מכירת אוכל לשבתות וחגים,no,"הרב הרצוג 5, אשדוד, Israel",,no,dist=1522m name=0.36 no-match
1331,verified,0.88,1.000,156,פיצה דהרי,דהרי,yes,"רשב""י 15, אשדוד, Israel","Rashbi St 14, Ashdod, Israel",yes,dist=156m name=1.00 near+name
1332,flagged,0.7,1.000,877,ישראלי קריספי,ישראלי קריספי,no,"יוסף סמלו 1, נתיבות, Israel",,no,dist=877m name=1.00 needs-review
1333,no_match,0.2,0.200,971,PIERO BAR,Ha-Nasi 1 Pub,no,"הנשיא 3, אשקלון, Israel",,no,dist=971m name=0.20 no-match
1334,no_match,0.2,0.200,1807,meroll סושי ביתי,Loti-Roll,no,"פטיו 1167, אילת, Israel",,no,dist=1807m name=0.20 no-match
1335,no_match,0.2,1.000,1307,החצ'פורי,בית החצ'פורי,no,"מונטיפיורי 1, באר שבע, Israel",,no,dist=1307m name=1.00 no-match
1336,no_match,0.2,0.500,1134,דוקטור פלאפל,פלאפל בראשית,no,"גשר עד הלום 3, אשדוד, Israel",,no,dist=1134m name=0.50 no-match
1337,flagged,0.6,0.077,7,קפה קפה,Coffee Coffee,no,"בעלי המלאכה 203, צים סנטר נתיבות, Israel",,no,dist=7m name=0.08 proximity-name-mismatch
1338,flagged,0.4,1.000,17,פיצה טו גו,פיצה טו-גו,no,"אלי כהן 21, אשקלון, Israel",,no,dist=17m name=1.00 business=CLOSED_PERMANENTLY (non-operational)
1339,no_match,0.2,0.583,1395,מורן בוארון,שניצל בוארון,no,"אלי כהן 10, אשקלון, Israel",,no,dist=1395m name=0.58 no-match
1340,verified,0.88,0.667,179,פפה לאון רמות,פפה לאון באר שבע,no,"אוסקר שינדלר 21, באר שבע, Israel","Oskar Schindler St 21, Be'er Sheva, Israel",yes,dist=179m name=0.67 near+name
1341,flagged,0.6,0.154,25,הבריקס,רינגלבלום 13 בר מסעדה כשר באר שבע,no,"רינגלבלום 16, באר שבע, Israel",,no,dist=25m name=0.15 proximity-name-mismatch
1342,verified,0.95,0.667,20,אפטר פיצה בר,After Pizza Bar,no,"שלושת בני עין חרוד 85, באר שבע, Israel","Shloshet Bnei Ein Kharod St 76, Be'er Sheva, 84205, Israel",yes,dist=20m name=0.67 close-proximity
1343,flagged,0.4,1.000,2000,גלידה מרג'לטו,גלידה מרג'לטו Gelateria Margelato,no,"שד' יוהנה ז'בוטינסקי 13, באר שבע, Israel",,no,dist=2000m name=1.00 business=CLOSED_PERMANENTLY (non-operational)
1344,verified,0.95,0.333,42,מסעדת אבו,Abu Choo House,no,"בן יהודה 13, פרץ סנטר שדרות, Israel","Ben Yehuda St 13, Sderot, 80100, Israel",yes,dist=42m name=0.33 close-proximity
1345,flagged,0.7,0.417,182,קבב אמונה באר שבע,Kabab Emuna,no,"קק""ל 58, באר שבע, Israel",,no,dist=182m name=0.42 needs-review
1346,no_match,0.2,0.522,1221,קייטרינג אהרון,פרנקו קייטרינג ואירועים,no,"מגידו 5, אשקלון, Israel",,no,dist=1221m name=0.52 no-match
1347,flagged,0.7,1.000,477,YAKITORI,יאקיטורי סושי - Yakitori Sushi,no,"שד' מנחם בגין 28, שדרות, Israel",,no,dist=477m name=1.00 needs-review
1348,no_match,0.2,0.000,513,קפה לביא,Mall 7 shopping Center,no,"הע""ל 30, מול 7 MALL, באר שבע, Israel",,no,dist=513m name=0.00 no-match
1349,no_match,0.2,0.556,2048,Georgio restaurant italien,ג'ורג'יו קפה- מסעדה איטלקית,no,"אשקלון, Israel",,no,dist=2048m name=0.56 no-match
1350,flagged,0.4,0.500,453,ג'ויה סושי בר,ג'ויה קרית גת,no,"דרך הדרום 9, קריית גת, Israel",,no,dist=453m name=0.50 business=CLOSED_PERMANENTLY (non-operational)
1352,no_match,0.2,,,cofix,,no,"שד' יוהנה ז'בוטינסקי 9, באר שבע, Israel",,no,no-candidate
1353,no_match,0.2,0.111,296,pizza 2 face,Paco ve Nany | פקו ונני - Local Pizzeria,no,"נחל צייה 7, מרכז מסחרי מצפה רמון, Israel",,no,dist=296m name=0.11 no-match
1354,flagged,0.4,1.000,95,קנזס בורגר&סלט בהרכבה באר שבע,קנזס בורגר בר,no,"יצחק אבינו 5, באר שבע, Israel",,no,dist=95m name=1.00 business=CLOSED_PERMANENTLY (non-operational)
1355,flagged,0.6,0.176,61,שניצליין,ג'מס באר שבע JEM'S BEER FACTORY,no,"האנרגיה 77, באר שבע, Israel",,no,dist=61m name=0.18 proximity-name-mismatch
1356,no_match,0.2,1.000,1463,מאפה נאמן,מאפה נאמן אשדוד,no,"שד' מנחם בגין 1, מרכז צימר אשדוד, Israel",,no,dist=1463m name=1.00 no-match
1357,no_match,0.2,0.500,3009,פלאפל סופר,פלאפל בוארון נתיבות,no,"שד' ירושלים 134, נתיבות, Israel",,no,dist=3009m name=0.50 no-match
1358,no_match,0.2,0.750,1680,פיצה איטלינו,Pizza Italiano,no,"שד' דרום אפריקה 63, אשקלון, Israel",,no,dist=1680m name=0.75 no-match
1359,no_match,0.2,0.500,1584,פיצה פאנצ',Pizza Punch,no,"דרך השלום 52, באר שבע, Israel",,no,dist=1584m name=0.50 no-match
1360,verified,0.95,1.000,75,ברכת המזון,ברכת המזון,yes,"עין החתול 3, הקניון האדום, אילת, Israel","Ein he-Khatul St 3, Eilat, 88000, Israel",yes,dist=75m name=1.00 close-proximity
1361,flagged,0.7,1.000,435,פיצה במקום,פיצה במקום ערד,no,"חן 29, ערד, Israel",,no,dist=435m name=1.00 needs-review
1362,flagged,0.4,1.000,324,טוסט ביף,טוסט ביף,no,"דרך בן גוריון 1043, דימונה, Israel",,no,dist=324m name=1.00 business=CLOSED_PERMANENTLY (non-operational)
1363,flagged,0.7,0.364,135,שניצלוס,שניצל פקטורי רוגוזין אשדוד,no,"רוגוזין 11, אשדוד, Israel",,no,dist=135m name=0.36 needs-review
1364,no_match,0.2,1.000,3730,הריף,הריף,no,"שד' משה דיין 1, אשדוד, Israel",,no,dist=3730m name=1.00 no-match
1365,no_match,0.2,0.167,2108,אצה,Mall 7 shopping Center,no,"הע""ל 30, מול 7 MALL, באר שבע, Israel",,no,dist=2108m name=0.17 no-match
1366,flagged,0.4,1.000,1710,בונה פיצה,בונה פיצה,no,"מדרחוב הנביאים 1, אשדוד, Israel",,no,dist=1710m name=1.00 business=CLOSED_PERMANENTLY (non-operational)
1367,no_match,0.2,0.333,315,המקסיקני,The Mexican,no,"רותם 17, מרכז מסחרי עומר, Israel",,no,dist=315m name=0.33 no-match
1368,flagged,0.7,1.000,291,אושי אושי באר שבע,אושי אושי באר שבע,no,"שד' יצחק רגר 2, באר שבע, Israel",,no,dist=291m name=1.00 needs-review
1370,verified,0.95,0.333,15,אקספרס החבית,HaHavit,no,"נחל ציחור 10, מצפה רמון, Israel","Nakhal Tsikhor St 10, Mitzpe Ramon, Israel",yes,dist=15m name=0.33 close-proximity
1371,no_match,0.2,0.100,518,בורגרס בר,מיסטר B10 דימונה,no,"דימונה, Israel",,no,dist=518m name=0.10 no-match
1372,verified,0.88,0.889,92,שירי'ס בורגר,Shiri's Burger,no,"קק""ל 79, באר שבע, Israel","Kakal St 79, Be'er Sheva, Israel",yes,dist=92m name=0.89 near+name
1374,flagged,0.7,0.429,131,שוקולה,Rav Kat Eilat,no,"גן בנימין 12, אילת, Israel",,no,dist=131m name=0.43 needs-review
1375,flagged,0.7,0.143,204,נפגשים בסיבוב,יאקיטורי סושי - Yakitori Sushi,no,"בן יהודה 9, שדרות, Israel",,no,dist=204m name=0.14 needs-review
1376,no_match,0.2,0.444,388,פלאפל'ס,פלאפל דימונה,no,"מ""ד המעפילים 11, דימונה, Israel",,no,dist=388m name=0.44 no-match
1377,no_match,0.2,0.333,462,פיצה פלוס,פיצה פאי - באר שבע,no,"דוד המלך 14, באר שבע, Israel",,no,dist=462m name=0.33 no-match
1378,flagged,0.4,0.875,405,המבורגיניס,Hamboorginis,no,"שד' התמרים 56, אילת, Israel",,no,dist=405m name=0.88 business=CLOSED_PERMANENTLY (non-operational)
1379,flagged,0.7,1.000,398,אצל איתן,אצל איתן,no,"שדרות, Israel",,no,dist=398m name=1.00 needs-review
1380,verified,0.88,0.625,145,חומוס אליהו,Hummus Eliyahu,no,"שד' צורן, קריית גת, Israel","פינת, שדרות צורן, קרית גת, Israel",yes,dist=145m name=0.63 near+name
