group,pool,id,old_name,old_address,new_google_name,new_google_address,new_place_id,reason
wrong_or_notfound,a-maybe,2810,מאפיית שילת,"ז'בוטינסקי 62, טירת כרמל, Israel",מאפיית שילת,"Haroshet St 2, Kiryat Bialik, Israel",ChIJiwWJrZ23HRURxkoT9yhEMqY,"LLM דחה (0.99): שני כתובות שונות לחלוטין - טירת כרמל וקריית ביאליק הן ערים שונות. גם אם השם זהה, מדובר בשתי סניפים שונים של רשת או עסקים שונים."
wrong_or_notfound,a-maybe,2877,בורקס בר AM:FM,"ירושלים 17, עפולה, Israel",,,,נבדקו 1 מועמדים — אין התאמה
wrong_or_notfound,a-maybe,3166,סחבק,"בני אפרים 280, נאות אפקה, תל אביב, Israel",סחבק,"Dizengoff St 43, Tel Aviv-Yafo, 64282, Israel",ChIJIYnOWoBLHRURC3P8nl0W57o,LLM דחה (0.95): שתי כתובות שונות לחלוטין בתל אביב - בני אפרים 280 בנאות אפקה מול דיזנגוף 43 במרכז העיר. אותו שם אך מיקומים גיאוגרפיים שונים מאד = סניפים שונים או טעות כתובת
wrong_or_notfound,a-maybe,3272,פלאפל ג'ינה,"דרך מנחם בגין 126, תל אביב, Israel",פלאפל ג'ינה,"Shoken St 22, Tel Aviv-Yafo, Israel",ChIJaWBM-KBMHRURcXkjhhw_qcU,"LLM דחה (0.95): שם זהה אך כתובות שונות לחלוטין - דרך מנחם בגין 126 וSchoken St 22 הן מיקומים שונים בתל אביב. אם זה חנות שרשרת, זו סניף שונה. אם זה עסק יחיד, יש לשתיים כתובות שגויות"
wrong_or_notfound,a-maybe,3280,מטעמי הבית,"המלאכה 23, חולון, Israel",מטעמי הבית אוכל מוכן,"HaTsoref St 1, Holon, 5885016, Israel",ChIJJWCfLM-0AhURaAbe0oUQ97Q,"LLM דחה (0.95): Different addresses in Holon. A: המלאכה 23 (HaMelakha St 23). B: HaTsoref St 1. These are distinct streets/locations, not the same restaurant despite similar names (both 'Matamei HaBayit' - home flavors). B's full name 'מטעמי הבית אוכל מוכן' (prepared food) suggests it may be a prepared foods retailer, different from A."
wrong_or_notfound,a-maybe,3477,פיאנו פיאנו בנמל,"האנגר 14, נמל תל-אביב, Israel",פיאנו פיאנו,"Kaf Gimel Yordei ha-Sira St 1, Tel Aviv-Yafo, Israel",ChIJbV7-3a5LHRURPbgS94ezojA,"LLM דחה (0.95): שני מיקומים שונים: A בנמל תל-אביב (האנגר 14), B ברחוב יורדי הסירה 1. למרות ששם A כולל 'בנמל', מדובר בשתי סניפים שונים של השרשרת בכתובות שונות."
wrong_or_notfound,a-maybe,3838,טאקומי סטריט פוד Takumi street food מודיעין,"שד' המלאכות 22, ישפרו סנטר מודיעין, Israel",Takumi,"HaMelahot Blvd 122, Modi'in-Maccabim-Re'ut, Israel",ChIJJeGWE2HPAhURxbFCigxNL_k,"LLM דחה (0.85): שונה מספר בית: A=22 ב-Yisparot Center, B=122. אותו רחוב (HaMelahot/שד' המלאכות) אבל מספרים שונים מעידים על שני מקומות שונים ברחוב."
wrong_or_notfound,a-maybe,3854,בראסרי 18 רמת אביב,"אבא אחימאיר 18, רמת אביב ג', תל אביב, Israel",בראסרי 18,"Levontin St 19, Tel Aviv-Yafo, 6511208, Israel",ChIJ8cmDoMVJHRURJmmFE4i8S1U,"LLM דחה (0.95): Different addresses: A is at Aba Ahimeir 18, Ramat Aviv C (north Tel Aviv), B is at Levontin St 19, Tel Aviv center. Despite shared 'Brasserie 18' name component, these are different locations - likely different branches of same chain or unrelated establishments with similar names."
wrong_or_notfound,a-maybe,3977,רולדין,"דרך אבא הלל סילבר 2, מתחם הבורסה, רמת גן, Israel",Roladin,"Abba Hillel Silver Rd 301, Ramat Gan, Israel",ChIJoYoqfYZJHRURZp6rI-T7AQM,"LLM דחה (0.85): שם ענף זהה אך כתובות שונות: רמת גן דרך אבא הלל סילבר 2 (מתחם הבורסה) לעומת 301, מסועיפי הרשת השונים"
wrong_or_notfound,a-maybe,4214,פרדיסו paradiso,"אלוף אלברט מנדלר 9, תל אביב, Israel",Bar Paradiso,"Nahalat Binyamin St 43, Tel Aviv-Yafo, Israel",ChIJo7CCAQBNHRURnYx5wnraWkI,LLM דחה (0.95): שני מקומות שונים בכתובות שונות: אלוף אלברט מנדלר 9 לעומת נחלת בנימין 43. שם דומה ('paradiso' ו-'Bar Paradiso') אך מיקומים שונים בתל אביב = שני מקומות עצמאיים
still_maybe,a-maybe,4247,שווארמה אבו גוש,"שד' המלאכות 7, מודיעין והסביבה, Israel",שווארמה אבו גוש,"HaMelahot Blvd, Modi'in-Maccabim-Re'ut, Israel",ChIJY3fuDgfPAhUR4t7Uab_NeA4,"LLM לא הכריע: סימנים חלקיים (sim 1.00, addr 0)"
sure_right,a-maybe,4468,בורגרס בר,"סוקולוב נחום 86, חולון, Israel",בורגרס בר | BurgersBar | חולון כשר,"Golda Me'ir St 7, Holon, 5839101, Israel",ChIJ62DB3cm1AhURb0-TTve1hDI,"LLM אישר (0.95): Same restaurant name (בורגרס בר/BurgersBar), same city (חולון/Holon). Address discrepancy (סוקולוב נחום 86 vs Golda Me'ir St 7) likely due to Google Maps correction or data update. High confidence in same physical location."
wrong_or_notfound,a-maybe,4510,קפה טוב,"בת שבע 1, לוד, Israel",קפה טוב פלורנטין,"HaRav Yizkhak Yedidya Frenkel 2, Tel Aviv-Yafo, Israel",ChIJX_VczVtNHRUR4mjSuFZ3_ss,LLM דחה (0.99): שתי מקומות שונים: לוד vs תל אביב. B הוא סניף עם שם מורחב ('פלורנטין') בשכונה ספציפית. A ו-B הם סניפים שונים של אותה שרשרת או מקומות בלתי תלויים.
sure_right,a-maybe,4548,שניצל פור יו,"חיים עוזר 10, קניון לב העיר פתח תקווה, Israel",שניצל פור יו,"Elazar Fridman St 9, Petah Tikva, Israel",ChIJ56lS_bM3HRURqveE25v8wHg,"LLM אישר (0.95): Identical unique restaurant name 'שניצל פור יו' (Schnitzel For You). Both addresses refer to the same location in Petah Tikva - 'חיים עוזר 10' (Chaim Ozer St 10) and 'Elazar Fridman St 9' are the same street (Hebrew/English transliteration of the same street name), both within Lev HaIr mall. Google address may use alternate street designation."
sure_right,a-maybe,4812,שווארמה סקורי,"שד' יגאל אלון 1, ביג פאשן בית שמש, Israel",סקורי,"Bet Shemesh, Israel",ChIJD5OFDF3EAhURbBIbFopboB4,"LLM אישר (0.85): שווארמה סקורי = Skouri shawarma restaurant. Both located in Bet Shemesh. A has specific address (Yigal Alon St 1, Big Fashion mall), B has general city reference. Same unique restaurant name + same city + name_type='unique' = same establishment. Address discrepancy likely due to B using simplified/alternative location descriptor rather than full street address."
wrong_or_notfound,a-maybe,4896,הולי בייגל,"יפו 224, תחנה מרכזית ירושלים, Israel",הולי בייגל | משרד הראשי - Holy Bagel | Head Office,"Beit Lehem Rd 120, Jerusalem, 9110202, Israel",ChIJdfn2Fh8oAxURueIEv3SuoIo,"LLM דחה (0.95): שתי סניפים שונים של השרשרת 'הולי בייגל': A בתחנה המרכזית (יפו 224), B במשרד הראשי (בית לחם 120). כתובות שונות לחלוטין, לא אותו מיקום פיזי."
wrong_or_notfound,a-maybe,5112,ג'מילה,"מצפה הבירה 46, מבשרת ציון, Israel",ג'מילה כל סוגי הקובה,"רחוב הצור 5, Mevaseret Zion, Israel",ChIJn3MJaB_XAhURVP9Csb9D6V8,"LLM דחה (0.95): Two different addresses in Mevaseret Zion. A: Mitzpe Habirá 46, B: Tzur Street 5. Different streets = different branches or different establishments despite similar names."
wrong_or_notfound,a-maybe,5164,מאפיית שיפון,"אליהו קורן 27, ירושלים, Israel",,,,נבדקו 5 מועמדים — אין התאמה
wrong_or_notfound,a-maybe,5232,באגט הקסטל,"החוצבים 5, מבשרת ציון, Israel",באגט הקסטל,"Rahvat HaAtsma'ut 1, Mevaseret Zion, 90805, Israel",ChIJ4fhcZyrXAhUR8aI_COdtzRA,LLM דחה (0.95): Different street addresses in same city. A: החוצבים 5 (HaChutzim St.). B: Rahvat HaAtsma'ut 1 (Independence Street). Same name but distinct locations = different branches.
wrong_or_notfound,a-maybe,5259,קייטרינג בת שבע אנסבכר,"המגיד ממעזריטש 8, ביתר עילית, Israel",קייטרינג גורמה חלבי בת שבע אנסבכר למהדרין,"Hamagid Mimezritch St 72, Betar Illit",ChIJF_bf8-DbAhURlV2ttsKND50,LLM דחה (0.95): Different street addresses: המגיד ממעזריטש 8 vs. Hamagid Mimezritch St 72. Same proprietor name (בת שבע אנסבכר) but distinct locations in Betar Illit.
wrong_or_notfound,a-maybe,5471,ג'וני קריספי,"קריית מלאכי, Israel",ג'וני קריספי,"BIG, באר טוביה, Israel",ChIJqZenevK9AhURHBfn3UG_gtM,"LLM דחה (0.95): שם זהה אך כתובות שונות בערים שונות - ג'וני קריספי הוא שרשרת, כל סניף = מקום שונה"
wrong_or_notfound,a-maybe,5613,הפינה הירוקה,"כרמל 70, רחובות, Israel",,,,נבדקו 1 מועמדים — אין התאמה
wrong_or_notfound,a-maybe,5771,Insalata אינסלטה רעננה,"המלאכה 4, אזור תעשייה רעננה, Israel",אינסלטה,"HaTa'asiya St 1, Ra'anana, Israel",ChIJJ_3Sv2E4HRURqIH46FJguKA,"LLM דחה (0.85): שני כתובות שונות ברעננה - המלאכה 4 מול HaTa'asiya St 1. אם היו אותו מקום, הכתובת הייתה זהה או מתורגמת באופן עקבי. שמות דומים אך כתובות שונות = סניפים שונים או עסקים שונים"
wrong_or_notfound,a-maybe,5898,צ'וקה,"המלאכה 2, אזור תעשייה רעננה, Israel",צ'וקה סניף מלחה ירושלים,"דרך אגודת ספורט, בית״ר 1, Jerusalem, Israel",ChIJJe6WgovXAhURkvT8uddKsp4,LLM דחה (0.95): שתי סניפים שונים של אותה שרשרת: סניף א' ברעננה (אזור תעשייה) וסניף ב' בירושלים (מלחה). שמות וכתובות שונים לחלוטין.
wrong_or_notfound,a-maybe,5982,השניצליה,"עתיר ידע 4, קניון אושילנד, כפר סבא, Israel",השניצליה עתיר ידע,"Atir Yeda St 16, Kefar Sava, Israel",ChIJTRfB9105HRURMcvdjdYduJ8,"LLM דחה (0.85): שני כתובות שונות: A בקניון אושילנד ברחוב עתיר ידע 4, B בעתיר ידע 16. אם גוגל צודק, B הוא המיקום הנכון. זו אינה אותה מסעדה או שני סניפים שונים של אותה שרשרת בכתובות שונות שנחשבות לשתי מקומות נפרדים"
wrong_or_notfound,a-maybe,6034,סמי בכיכר,"עוזיאל 7, חדרה, Israel",סמי בכיכר גריל ישראלי,"ארבע האגודות, Hadera, Israel",ChIJlVa_qFYSHRURHvqVl2wD6D0,"LLM דחה (0.95): שתי סניפים שונים של אותה רשת. כתובות שונות בחדרה - סמי בכיכר בעוזיאל 7 ו-סמי בכיכר גריל ישראלי בארבע האגודות. שם_סוג: unique מציין שם בעל זהות ייחודית, אך זהו למעשה שם של רשת עם מספר סניפים. כל כתובת שונה = סניף שונה."
sure_right,a-maybe,6059,חומוס השכן,"חדרה, Israel",חומוס סהרה,"תחנת דלק סונול ענבר, חדרה, Israel",ChIJf1Ve6gETHRURa9LHH-T6Wq0,שם תואם + עיר + רחוב
still_maybe,a-maybe,6081,לחם ארז,"אלכסנדר ינאי 4, הרצליה פיתוח, Israel",Lehem Erez,"HaNadiv St 71, Herzliya, Israel",ChIJRYKlJXdIHRURhY5A9Mceyiw,"LLM לא הכריע: סימנים חלקיים (sim 1.00, addr 0)"
wrong_or_notfound,a-maybe,6241,koliga,"התחיה 7, פרדס חנה-כרכור, Israel",Koliga,"Thiya St 14, Pardes Hanna-Karkur, Israel",ChIJk8eYrQkOHRURappLaaYjjXs,"LLM דחה (0.85): Different street addresses: התחיה 7 (Thiya St 7) vs Thiya St 14. Same city and name, but distinct locations indicate different establishments or branches."
sure_right,a-maybe,6876,ג'פניקה אשקלון,"מבקיעים 1, אשקלון",ג'פניקה אשקלון,"צומת מבקיעים, Bat Hadar, Israel",ChIJNWJcsm6dAhURWIWrB3Zye24,LLM אישר (0.95): שם זהה לחלוטין (ג'פניקה אשקלון). שתי הכתובות מתייחסות לאותה מיקום - 'מבקיעים 1' ו'צומת מבקיעים' הם אותו מקום בעיר אשקלון. גוגל מייצג את הכתובת בצורה שונה אך מדובר באותו מסעדה
wrong_or_notfound,a-maybe,6878,ניני קאי,"החוף הצפוני, אילת",ניני קאי,"שדרת לה בולבארד, מלון רויאל גארדן, Eilat, 0088000, Israel",ChIJm6l9wWJxABURodY07jnAV3g,"LLM דחה (0.95): שם זהה אך כתובות שונות: החוף הצפוני לעומת שדרת לה בולבארד/מלון רויאל גארדן. באילת, שתי כתובות אלו במיקומים גיאוגרפיים שונים. עם שם ייחודי, כתובת שונה = סניף אחר או מקום שונה"
sure_right,a-maybe,6887,MID BAR,"אזור תעשיה, אבשלום",Mid Bar,"2211 מרכז מסחרי, Avshalom, Israel",ChIJg6xY5_Lz_RQRZU7WLgY55aI,LLM אישר (0.92): Same restaurant name (MID BAR / Mid Bar - English/Hebrew transliteration match). Both addresses reference Avshalom area. Address A uses Hebrew 'אזור תעשיה' (industrial zone) + 'אבשלום' (Avshalom). Address B shows '2211 מרכז מסחרי' (commercial center 2211) + Avshalom. Likely same location with different address format details (industrial vs commercial designation for same complex). Unique name type supports single establishment.
wrong_or_notfound,a-maybe,6907,Solo,"תרשיש 12, אילת",Solo Sushi Bar,"Tarshish St 2, Eilat, Israel",ChIJyz2b2aZxABURSo5VcBb5GAw,"LLM דחה (0.95): כתובות שונות: תרשיש 12 לעומת תרשיש 2. אם כי שם דומה וערך דומה, הכתובות מציינות מיקומים שונים ברחוב תרשיש באילת. יכול להיות שהמלון עבר או שתי עסקים שונים."
wrong_or_notfound,a-maybe,7107,קינג קונג עפולה,"יוסף ברזילאי 1, עפולה",קינג קונג עפולה,"Yosef Barzilay St 5, Afula, Israel",ChIJVT15GPdRHBURkBtcD05hgF0,"LLM דחה (0.85): Same name but different street addresses: יוסף ברזילאי 1 vs Yosef Barzilay St 5. These are distinct locations on the same street in Afula. Even accounting for possible transliteration/numbering variations, the address numbers (1 vs 5) indicate different buildings."
wrong_or_notfound,a-maybe,7240,The Lux,"ראול ולנברג 20, תל אביב",The LUX,"HaNechoshet St 3, Tel Aviv-Yafo, 6971068, Israel",ChIJjS0JeihJHRURe6NdK7Jqo2k,"LLM דחה (0.95): שני כתובות שונות לחלוטין בתל אביב - רחוב ראול ולנברג מול רחוב הנחושת. למרות ששם המסעדה זהה, כל מסעדה בכתובת שונה היא מקום פיזי שונה."
wrong_or_notfound,a-maybe,6023,פיצה הירושלמית,"השונית 2, מרינה הרצליה, Israel",פיצה ירושלמית,"Ussishkin St 63, Ramat Hasharon, Israel",ChIJm1hdCDlIHRUR0BC8E4rzqBU,"LLM דחה (0.98): שתי ענפים שונים באיזורים שונים - הרצליה ורמת השרון. למרות שהשמות דומים מאוד (הירושלמית vs ירושלמית), הכתובות ברחובות שונים לחלוטין והערים שונות. אלו ענפים נפרדים של רשת או שני מקומות בלתי קשורים."
wrong_or_notfound,a-maybe,3192,קייטרינג מקרוניז,"המלאכה 4, אור יהודה, Israel",Catering Mkroniz,"David El'azar St 106, Or Yehuda, Israel",ChIJnYpqFJZKHRUReXly_UhgFxA,"LLM דחה (0.95): Different addresses in Or Yehuda. A: המלאכה 4 (HaMelakha St 4), B: David El'azar St 106. Same transliterated name (Mkroniz/Mkroniz) but distinct street locations indicate different branches or unrelated businesses."
wrong_or_notfound,a-maybe,1914,עומר'ס,"שד' התמרים 83, אילת, Israel",Omer's,"Sderot HaTmarim 26, Eilat, Israel",ChIJS8mYpmWzAhUR-77grUCY2Gk,"LLM דחה (0.95): שונות כתובות: שד' התמרים 83 לעומת 26. אף על פי ששמות זהים (עומר'ס = Omer's), הכתובות בנמלים שונות - זו אינה תרגום/תעתוק של אותו כתובת אלא שני מקומות שונים באותו רחוב. רק תרגום כתובת זהה או שגיאת Google היתה משנה את המסקנה."
sure_right,a-maybe,2103,אמריקן פיצה,"דרך ארץ 40, חריש, Israel",American Pizza,"Erets Rd, Harish, Israel",ChIJg_FP734FHRUR2PkQlfMYTNg,"LLM אישר (0.95): Hebrew 'אמריקן פיצה' = English 'American Pizza'. 'דרך ארץ' (Derech Eretz) = 'Erets Rd' (same street, transliteration variant). Both reference street 40 in Harish. Unique name + matching address = same physical restaurant."
wrong_or_notfound,a-maybe,2465,פיצה איטליאנו,"השמש 1, קיסריה, Israel",פיצה בואנו,"הרב, רחוב מנחם פרוש 1, Beit Shemesh, 9906201, Israel",ChIJl4VJGwDDAhUR_3rcqw8rlMA,"LLM דחה (0.99): Different cities (Caesarea vs Beit Shemesh), different addresses, different names. Unique restaurant names with no chain indicators."
wrong_or_notfound,a-maybe,2676,השניצליה,"מאיר הזורע 1, מרכזית חוף הכרמל, חיפה, Israel",השניצליה בגושן,"Moshe Goshen Ave 2, Kiryat Motzkin, Israel",ChIJ-cKdoSq3HRURQIHlIW9s9Ws,LLM דחה (0.95): שתי סניצליות שונות בערים שונות - חיפה וקרית מוצקין. השם 'בגושן' ב-B מציין מיקום ספציפי (רחוב משה גושן). אמנם שניהם בשם 'השניצליה' אך הם סניפים שונים של אותה רשת
wrong_or_notfound,a-maybe,6852,יונה שיפודי שמחה ובניו,"מפי 5, נתניה",שיפודי רחמים שמחה ובניו נתניה,"Mefi St 4, Netanya, Israel",ChIJR0btkdFBHRURe9Jmn14St60,"LLM דחה (0.95): שם שונה (יונה vs רחמים), כתובות שונות (מפי 5 vs Mefi 4), סניפים שונים"
still_maybe,a-maybe,1451,מסעדת ללו,"חורב 259, אילת, Israel",Lalo's restaurant,"Hahorev St 7, Eilat, Israel",ChIJm8BFS_5xABURKwAYNu7v-p8,"LLM לא הכריע: שם עברי 'ללו' אפשר להיות תרגום/הגייה של 'Lalo's'. אך כתובות שונות משמעותית: חורב 259 לעומת Hahorev 7. אם Hahorev=חורב (אותה רחוב), ההבדל במספר הבית (259 vs 7) מעיד על מקומות שונים או שגיאה בנתונים. יש צורך בוידוא מיקום מדויק."
wrong_or_notfound,a-maybe,1845,שניצליין באר שבע,"יצחק בן צבי 4, קניון הנגב, Israel","שניצל טיים באר שבע | חלות שניצל , מגשי אירוח","Mivtsa Nakhshon St 60, Be'er Sheva, Israel",ChIJ-6fqZchnAhUR248ZLD36J4E,LLM דחה (0.95): שניצליין (Schnitzelyin) ברחוב יצחק בן צבי בקניון הנגב vs שניצל טיים (Schnitzel Time) ברחוב מבצע נחשון - שתי עסקים שונות בכתובות שונות בבאר שבע
wrong_or_notfound,a-maybe,2022,לנדוור קריית ביאליק – כשר,"דרך עכו 192, קניון הקריון, קריית ביאליק, Israel",,,,נבדקו 1 מועמדים — אין התאמה
wrong_or_notfound,a-maybe,2484,פיצה ארנה,"נייברג 14, טבריה, Israel",Pizza Arena,"Ha-Banim St 20, Tiberias, Israel",ChIJea73nUk-HBUR1Unl6CZsMHs,"LLM דחה (0.95): שמות זהים בתרגום (פיצה ארנה = Pizza Arena), אך כתובות שונות לחלוטין: נייברג 14 מול Ha-Banim St 20. לא ניתן לתרגם שם של רחוב לשם אחר - זו אינדיקציה לשני מקומות שונים בטבריה."
wrong_or_notfound,a-maybe,2523,סנדוויץ' בר סמי הגדול,"השקדים 2, קריית ביאליק, Israel",סמי הגדול סנדויץ בר - הקריות,"Haifa, Israel",ChIJ6S5GYYaxHRURHM7gTopPyhs,"LLM דחה (0.85): שם זהה אך כתובות שונות - A בקריית ביאליק (השקדים 2), B בחיפה/הקריות. אם זה שם יחודי (unique) וללא ציון שזו שרשרת, כנראה שתי עסקים נפרדים או B הוא תיאור כללי לא מדויק. הכתובות מצביעות על מיקומים שונים."
wrong_or_notfound,a-maybe,2662,פיצה באבו,"יהודה הלוי 19, עכו, Israel",,,,נבדקו 2 מועמדים — אין התאמה
wrong_or_notfound,a-maybe,3179,פוקי בר,"מזל אליעזר 13, ראשון לציון, Israel",Poke Bar,"Noah Mozes St 2, Rishon LeZion, Israel",ChIJ00atVsizAhURTHjy5PHHttg,"LLM דחה (0.92): Different addresses in Rishon LeZion: 'מזל אליעזר 13' (Mazal Eliezer St 13) vs 'Noah Mozes St 2'. Names match (פוקי בר = Poke Bar), but street locations are distinct. Poke Bar is a chain concept, so different addresses = different branches."
wrong_or_notfound,a-maybe,4307,וינו,"דרך אם המושבות 22, פתח תקווה, Israel",Vino,"Em Hamoshavot Rd 12, Petah Tikva, Israel",ChIJdfkRziE2HRURtGGjJm9TT2g,LLM דחה (0.85): Different street numbers (22 vs 12) on same road. וינו (Vino) is a generic/unique name insufficient to override address discrepancy. These are distinct locations unless one address is documented as incorrect.
wrong_or_notfound,a-maybe,5255,"אינגליש קייק בע""מ","החוצבים 3, מבשרת ציון, Israel",English Cake אינגליש קייק,"רח, HaHotsvim Avenue 12, Mevaseret Zion, Israel",ChIJSUu55CPXAhURBkf5EDbCdtc,"LLM דחה (0.85): Different street addresses: 'החוצבים 3' (Hatzotzim 3) vs 'HaHotsvim Avenue 12' (Hatzotzim 12). Same street name but different building numbers indicate separate locations, likely different branches of the same chain."
wrong_or_notfound,a-maybe,7224,גפניקה רמלה לוד,"משה אדרת 4, רמלה",ג׳פניקה קוויק רמלה כשר | JAPANIKA QUICK RAMLA KOSHER,"Tsofit St 44, Ramla, Israel",ChIJz9lxWu3LAhURRtmdxRmE7Hs,"LLM דחה (0.95): שתי כתובות שונות לחלוטין - משה אדרת 4 מול Tsofit St 44, שניהם ברמלה. גם אם זהו שם שרשרת, זו בבירור סניף אחר"
sure_right,a-maybe,5755,השניצל של כושי,"אלון צבי (החלוצים) 7, נתניה, Israel",השניצל של כושי,"מתחם דלק, הגביש 5, נתניה, Israel",ChIJ-Rk2yIA_HRURqkFfa7J94ak,שם ייחודי תואם (sim 1.00) + עיר
wrong_or_notfound,a-maybe,1339,מורן בוארון,"אלי כהן 10, אשקלון, Israel",שניצל בוארון,"Eli Cohen St 37, Ashkelon, 78721, Israel",ChIJWyXLwmucAhUR54O3NlyIs7U,"LLM דחה (0.95): Different addresses: אלי כהן 10 vs Eli Cohen St 37. Same street (Eli Cohen/אלי כהן), same city (Ashkelon/אשקלון), but different street numbers (10 vs 37). Different names suggest different establishments or rebranding, but address discrepancy is primary evidence. High confidence these are separate locations."
wrong_or_notfound,a-maybe,3771,חומוס פול סולמי,"העצמאות 69, אור יהודה, Israel",חומוס פול אבו סאלמה,"574, Zemer, Israel",ChIJKcpKVaQQHRURUZGl7pJ1r8c,"LLM דחה (0.95): Different addresses (Or Yehuda vs Zemer), different owner names (Solmi vs Abu Salma), both hummus shops but distinct establishments"
