triage,triage_score,triage_reason,id,final,source,old_name,old_address,old_lat,old_lng,google_place_id,google_name,google_address,google_lat,google_lng,name_sim,distance_m,business_status,food_signal,google_primary_type,google_types,google_phone,google_rating,rating_count,opening_hours,has_photo,photo_name,photo_attribution,llm_verdict,llm_conf,llm_reason,google_maps_uri,resolved_final,collision
right,2.5,שם תואם (sim 0.57) + עיר + רחוב (בית 3≠2),2983,pending-triage-right,llm-no,מפגש השווארמה,"אהבת ישראל 3, בית שאן, Israel",32.4945977,35.4971975,ChIJP7WUGehfHBUR1sPOk5cZ-9o,המאיר לארץ שווארמה,"Ha-Avoda St 2, Beit She'an, Israel",32.5114647,35.4982757,0.571,1878,OPERATIONAL,food,restaurant,restaurant;food;point_of_interest;establishment,04-603-1238,4.5,167,Monday: 9:00 AM – 12:00 AM | Tuesday: 9:00 AM – 12:00 AM | Wednesday: 9:00 AM – 12:00 AM | Thursday: 9:00 AM – 12:00 AM | Friday: Open 24 hours | Saturday: Closed | Sunday: 9:00 AM – 12:00 AM,yes,places/ChIJP7WUGehfHBUR1sPOk5cZ-9o/photos/AaVGc3kOG7aaNqe9soCywyIOXjTAFJZdAI-rVp8sFIMIqJ6ByCeZ-Lao05WR7no8zkvZJ9_h3-5xkQVcw-g1VkRxWw6K-BVEXWMVi5zPaU6VgWOaqRSZE-J8024HphJqDBuLhwO36y76lrWQMgT3zZmY7Aoj2vSPzZ-WVAMGQzWSwgUtl-SClq54QYw62ogDITupJa0lqg0PdP4fRDOox1CxjU_im0lsWf4F53d62k-L6NxRInVz-8Z-rDsGJGknPI7_UkocJyv1wXK4lfqjhTzQaZlpiALCyn9Tj4VDVbVNldlWZaSo50eKzEWBMg-LzCCEbGPX7YKAm-DaV1T9VwmD0kh6dS0Lef8neRow0VCGJmhe_YPPJZQ-Xekrf3gqLKgWIj-HP9xecVJaq5QIbMxYvhv0uZ2xiaWvYoqQV_GyBP4vww,Alon Ovadiya,no,0.95,"Different business names (מפגש השווארמה vs המאיר לארץ שווארמה - 'Meeting of Shawarma' vs 'The Lighter One to the Land Shawarma'), different streets (אהבת ישראל vs Ha-Avoda), and significant distance (1878m apart). These appear to be two separate shawarma establishments in Beit She'an.",https://maps.google.com/?cid=15779233858233222102&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,verified,
right,2,שם זהה + אותו מספר בית (13) — רחוב בתעתיק שונה,3003,pending-triage-right,rule,בונז'ור spoons,"הנשיא ויצמן 13, עפולה, Israel",32.6097509,35.2890376,ChIJBTzzgsNTHBURh_arfnoDMeo,SpoonS,"Ha-Nasi Weizman St 13, Afula, Israel",32.610112799999996,35.2890369,1.000,40,CLOSED_PERMANENTLY,food,cafe,cafe;food;point_of_interest;establishment,,3.9,40,,yes,places/ChIJBTzzgsNTHBURh_arfnoDMeo/photos/AaVGc3nCUo-30rnWVu8H_vw5L6PVwFrT6GVF5MY2bnClGzlaEfLFKmuCHJQUP0vOzMgnK5sSuPOb65R8yjtO696_mRwSXuMWWBdCS7KrwmzvWn8KisdyvAVpvBJ72JCpICSpHMHzclPzwOPMyYibmZdzjV7LHNtGwSKs2qPT8cppRy4nk1WXZFeFd1v81o95lLnk5jMoSiKc5c2_9HU9cdA-iha5_04HkPPMSaoA-i5Z8pBzmH3BtqqKz0UPhsu6AOLS5pLNZVVHoSaO6H8Sc0saDSzOEmAt6OSiX83Lun758KG87RHU3MNweT6HmcRh1tSbSHlsIWBI0FfgVbyqxwJFJGSnGFJ02MM1INbEpXCZE-66PHgVu1xH0gC3Fm2fvw3Of6UDOO08Fi4cshRF0hKXH_9xNYPI5sqcxTUWE08f3wVTpHcW,Eyal Ben Yoav,,,,https://maps.google.com/?cid=16875273103380051591&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,verified,
right,2.5,שם תואם (sim 1.00) + עיר + רחוב,3007,pending-triage-right,llm-uncertain,בורגרים,"קריית שמונה, Israel",33.2074733,35.5707828,ChIJuUdvcbKiHhURj1bRxHHBLso,"בורגרים קרית שמונה, כשר למהדרין בשר חלק","מתחם מבנה, Kiryat Shmona, Israel",33.1982309,35.577157899999996,1.000,1187,OPERATIONAL,food,hamburger_restaurant,hamburger_restaurant;american_restaurant;restaurant;food;point_of_interest;establishment,04-680-2616,4.2,693,Monday: 11:30 AM – 11:00 PM | Tuesday: 11:30 AM – 11:00 PM | Wednesday: 11:30 AM – 11:00 PM | Thursday: 11:30 AM – 11:00 PM | Friday: Closed | Saturday: 6:00 PM – 12:00 AM | Sunday: 11:30 AM – 11:00 PM,yes,places/ChIJuUdvcbKiHhURj1bRxHHBLso/photos/AaVGc3lCRzLU7p4T15E2CBl3Y7YkZbraCLhQBdwvaJKkVo9waiMM_VIln221Yrphvfizj-G1QL0piMuyHHZAuip2eufPdlrDv1ZjO_Fh6LJL6MaSpDn0HGWlp21OEsc95ws29KeiSugJWlIXj_3vDL_FcglmgCpWhA26B_GEWLDehuvijMHdGJEF62D4nb-InwicGHLANzFVQCLseKMt2J5VmpedkBR7WLSKmvj3kLkKKN3MpT0khXHC_iguHe5wzQLu7egxroAsctduG99_p7IXZfcJFMWsn5aFcjW1khnOQ3FBzKxiaYoovB6eQJxJE0s7HIIIl-UahmgD_47oUvLIxp0xwYwJGeQWO0nokp0VunepL5GwmMAATH4dtyTkvscSUc8n3gUtfftml_vxN0_x_eNgVSgope1cCKMVNVIuKUHYMjiN,יונה מליאנקר,uncertain,0.6,"Same name (בורגרים/Burgers) and same city (Kiryat Shmona), but listing A has only city-level address with no street, while listing B has 'מתחם מבנה' (building complex). Chain name with weak address specificity makes this uncertain despite the match. Need street-level confirmation.",https://maps.google.com/?cid=14568794538967651983&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,verified,
right,2,שם זהה + אותו מספר בית (16) — רחוב בתעתיק שונה,3012,pending-triage-right,rule,דרך האוכל,"חניתה 16, חיפה, Israel",32.7937428,35.0112391,ChIJnb4LpVi6HRURlcgY16VKEgU,דרך האוכל,"Khanita St 16, Haifa, Israel",32.7939939,35.0104782,1.000,76,CLOSED_PERMANENTLY,food,catering_service,catering_service;food_delivery;food;point_of_interest;service;establishment,04-812-1249,3.7,95,,yes,places/ChIJnb4LpVi6HRURlcgY16VKEgU/photos/AaVGc3lkgmJJZ3SSncao8c7sv4QNrtS0HOAFjKZC9HJq_-ky_7vO32tmC0hqajD5rXPFpCgN_Vtg3TldPJVQy_PVpxeAwwxnIWAGhknU0lQlGrxGfpJQOB58E5gQ5qnM4OobcWcffAq_yJYjHYnGfYEA4GKr9p5ZBFXOqDId61eQ5c2uhKVNj1bS-nmvT8wErkPvpU4duKXSteisMnOlcXrKV8Oc9mf2OVNc25x0DK3dNHRFUxvfYGuqGQ2uP-gvKfclLiSXhghbLkYRbyj8tlUBBpG9zEb3nwsxjvRYWeATjrisTp4P_F2f0und-5_-NDpWo1pFaogJfS74eBSwSunFrN65NFve8m101CG3MZqDWi7vpVEGH4kdzIDoN4fmEkSgdy2HcEKkYiadBERrhm0NvXLyDv7AaNAOujiN27CTJF_tKg,שרון אבו,,,,https://maps.google.com/?cid=365436595909216405&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,verified,
right,2.5,רשת — LLM אישר (conf 0.95) + רחוב תואם,3023,pending-triage-right,llm-uncertain,קפה גרג יקנעם עילית,"התמר 2, קניון דרכים יקנעם, Israel",32.6599508,35.1051435,ChIJ7R7iVr-uHRURpAsGj00wU5g,Greg Cafe,"Ha-Tamar St 2, Yokne'am Illit, Israel",32.6597734,35.1052083,0.375,21,OPERATIONAL,food,cafe,cafe;food;point_of_interest;establishment,04-959-2288,3.3,1288,Monday: 8:30 AM – 9:30 PM | Tuesday: 8:30 AM – 9:30 PM | Wednesday: 8:30 AM – 9:30 PM | Thursday: 8:30 AM – 9:30 PM | Friday: 8:30 AM – 2:00 PM | Saturday: Closed | Sunday: 8:30 AM – 9:30 PM,yes,places/ChIJ7R7iVr-uHRURpAsGj00wU5g/photos/AaVGc3l8s2esJ--_WTLu-S3kixuHM1H-jfouRthShQ5H4ymkJKVmEBBabIdLaOy_JWqf2AsXezvUXhQPOiIwc2evXG0iRC8zWV_i7H2rIP6to74ftfLKEMypML1F8Dj7VFfsMI8veeTKuzb3cSo_YWJPt5sAhn80OJJFLjp2RVugrYDpkq9ThQL7YUSqZ3ylxrxAQsQ1jVLHvC9InkL9UXIeUOYju1uiLmeL4A05tec43Iq9djSaG6bnIUBGXph7Ur2RSKLk6007HjSLYiFxGiJ1uU4WkCcB3P0fTTSpmoeElgNshumDyUQbv44YHe2GhiAiiuJik8A0jXXyCiAa6EcDx-twTotGrHpPBl4j2F5JBKq3w6RKyo3HSNv5Iem6hWO8nADuI5gT4Anq3byIyftsisHv11IdlDge-T-zpQHG51tp8wJz,דניאל יהודה - Daniel Yehuda,yes,0.95,"Name matches (קפה גרג = Greg Cafe), identical street address (Ha-Tamar/התמר 2), same city (Yokne'am Illit/יקנעם עילית), minimal distance (21m). Chain match with clear street+house number alignment.",https://maps.google.com/?cid=10976169826502183844&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,verified,
right,3,שם זהה/תעתיק (sim 1.00) + אותה עיר,3032,pending-triage-right,rule,פותח את ידך קייטרינג,"דרך העמק 2, יקנעם, Israel",32.6480601,35.0943545,ChIJF2mUI72uHRURipjY6XESQcc,פותח את ידך קייטרינג,"Derech HaEmek 2, Yokne'am, Israel",32.6591465,35.1147809,1.000,2275,OPERATIONAL,food,restaurant,restaurant;food;point_of_interest;establishment,,,,,no,,,,,,https://maps.google.com/?cid=14357777367497742474&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,verified,
right,3,שם זהה/תעתיק (sim 1.00) + אותה עיר,3034,pending-triage-right,rule,רסקו 67,"דוד סלינגר 9, קריית שמונה, Israel",33.2074733,35.5707828,ChIJ43VhEle9HhURp-NramKl6JU,רסקו 67,"David Selinger St 9, Qiryat Shemona, Israel",33.2126543,35.5694806,1.000,589,CLOSED_PERMANENTLY,food,restaurant,restaurant;food;point_of_interest;establishment,04-994-2298,4.5,19,,yes,places/ChIJ43VhEle9HhURp-NramKl6JU/photos/AaVGc3mLTQGgEpxaOX1d6Qxnykykt3OdsbecE32dIBRiWESZOd_626ictjZ8CiI3NWmklM1t65FesQ17gBs9Dl8yRYITwi5FkGpaRaVODfZVNcY63nf4pTdtM9fGcI4uTHYuw7GmVc0NJvKx-SXGBEkaCB8bNhDdIbtHYYbS5RhMpg_C-uBqa4UazzGoj6_xFLG3G672O2mDjW4YLEZwfTOPiL_lh55ymzoHIisBHajx4HWJQ9alM-WsNsiVz5I953VuQgV0KwwAiIiU5qnWvKNkZR-9EOsQFy-ma7c95WuKwZ6J-_riJ-6RFd5Z8Jn-f2JeqZ6PeK5uW6ofwZ97aMAbt-cYWBXDPJhzcN_Yvf4_WvzCBBMWmHAsNaq0w8SmD27LPi4lUym-w0BLOm7HeYFF9KvlAcbJ5cQv1BBu5WMW1TlUjg,Maxx Berkowitz,,,,https://maps.google.com/?cid=10802065548358968231&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,verified,
right,3,שם זהה/תעתיק (sim 1.00) + אותה עיר,3043,pending-triage-right,rule,G27,"גולני 27, רמת חן, רמת גן, Israel",32.0557418,34.8142215,ChIJafEDTuBLHRURiNBnLrj6NBA,G27,"Golani St 27, Ramat Gan, 5222441, Israel",32.0543796,34.813593399999995,1.000,163,CLOSED_TEMPORARILY,food,restaurant,restaurant;food;point_of_interest;establishment,03-739-1659,4.2,1341,,yes,places/ChIJafEDTuBLHRURiNBnLrj6NBA/photos/AaVGc3m5iBC9wZGi8Gh8By82B8PfXLCTNWOVlbRjXz45rtLVriwl9J8If_BLY1CgMkODi1MjQof4OKyydD1B1V2ScO8mvAr3NBpTwU-DDOgBFRrCyjDIq1VDWd-PdvpkTp8qPKddMx6MX44jnnQZBQBgBvZ2G7lL4Lk3mt6es6_m1FhQ5vRwPif8A4fOAmAaZBu2Tr-YL_-egnqujbYeokzdqhVN5y2JNriDL8_jWDnOFJPecBoV6RtFd4d7m4Aj73Tsm9TYXWkiTtFnN7d96_0ijSgRSAmB0Qxnxco2MkoM46BlwdIdfZ4Fc4vO3QH-_Wq2Q36KNvu-o4kcF_Ls8OtAFdoQNaFsql_zMJjLhhyjxlDOQNNokcb9TKyeQfLNQOMHghxyqjkGSqaXVBvKvK9j8sFg0jtFglNR48r3ON4QGyLdcnwK,Gilad Karasin,,,,https://maps.google.com/?cid=1167833872355283080&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,verified,
right,3,LLM אישר (conf 0.95) — נחסם קודם רק בגלל רף ה-0.9,3044,pending-triage-right,llm,לוצ'נה,"שד' המלאכות 1, מודיעין והסביבה, Israel",31.9085744,35.0069297,ChIJCXIkGaHOAhURRIh57ssqVRI,לוצ׳נה,"HaMelahot Blvd 1, Modi'in-Maccabim-Re'ut, Israel",31.8895285,34.966806999999996,1.000,4340,OPERATIONAL,food,restaurant,restaurant;food;point_of_interest;establishment,08-690-1111,4.7,7770,Monday: 12:00 – 11:00 PM | Tuesday: 12:00 – 11:00 PM | Wednesday: 12:00 – 11:00 PM | Thursday: 12:00 – 11:00 PM | Friday: 10:00 AM – 2:00 PM | Saturday: 9:00 PM – 12:00 AM | Sunday: 12:00 – 11:00 PM,yes,places/ChIJCXIkGaHOAhURRIh57ssqVRI/photos/AaVGc3lad2ZgksXgBeQ7NYj3tvG0JtfXwPev8_H1nYUstYPEoN_LBaraiUuV3i22v_3z0hbttFSKIgloZTDB-Iu9RvO9EWAwScPA4tXenzTZ69O3rmIlaaWkbIu5bWpdH5czgYOR8Bm3WXBg6Pnfx7Q5q44envSp9QzVO2cGZkZuL8icmA6LV-EybSb7m9BLTSZTbdjcZW-9FPVMy028NhS_nX_ma_0vcQuOtMNfRRLphVVgMJ4E2l8x2r7LWGXH0zsg9CXEESnRmEE_I5GzD9LYXl97YvEvx_82Lwxqw2ZSy1t8RPyWp204t-X2DazQneX7vS886buYUEdqaCG6kSrQvQRBz3sjlwGRmyd__3r10o8dotlDS-s8t-e21kxyQMommY7ex2o9SNgXr_E4s4kGAiWgEf3K7al5oJCBUjp_3aZ7eYxPaRjl8a1Vp4hSJq0r,לוצ׳נה,yes,0.95,"Identical unique name (Lutsena/לוצ'נה), matching street (HaMelahot/שד' המלאכות) and house number (1), same city (Modi'in). Distance discrepancy likely due to coordinate imprecision in our database.",https://maps.google.com/?cid=1321009121070778436&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,verified,"dup-place ChIJCXIkGaHOAh (winner #6573 ""Luciana מודיעין"")"
right,3,שם זהה/תעתיק (sim 0.67) + אותה עיר,3055,pending-triage-right,llm-no,ביגה איילון,"דרך אבא הלל סילבר 301, רמת גן, Israel",32.095507,34.820452,ChIJBZ9YXoZJHRURHmPddO3u45A,Biga Ayalon Mall,"קניון איילון, Ramat Gan, Israel",32.100701799999996,34.827389,0.667,872,OPERATIONAL,food,cafe,cafe;food;point_of_interest;establishment,03-310-4543,3.1,473,Monday: 9:00 AM – 10:00 PM | Tuesday: 9:00 AM – 10:00 PM | Wednesday: 9:00 AM – 10:00 PM | Thursday: 9:00 AM – 10:00 PM | Friday: 8:15 AM – 3:00 PM | Saturday: 8:00 – 10:30 PM | Sunday: 9:00 AM – 10:00 PM,yes,places/ChIJBZ9YXoZJHRURHmPddO3u45A/photos/AaVGc3mTfPqAk8zQZR_z60XE6j1wvtdrCdcE7GqUTQAppN2_v4pjZJE7CStMu12wfgv1NkHcRdwr7lraWZkMscxWVzvTb4xWZYB9p6SIWDnvhi8rSLYjxW_kEzMZGggtFoincAII9KCsM72BidqEnoLj6kJGCoaGICPwQQwzkc2XAlEsgSiX3cqZg5alYnkFzXwgXqCBaUKTkrnb-nFpvXKPeAt70_hTVzrLiv7x0RiVcPheu4GKwcY27sMjHx8rv7jJBWlNmy_DPUtnEPUG0VvTx963MEe0dJAdHVb-s7C54PUNhA1kPzX3ooofQIsyYPbx6CD47nEjXWGpzOYXuBoM0ZlGBx0O9ONAGuC8hcHFcagABzeHWz2YWwbtBL2fJwiLhXIMAzlNdWvEuUbdHd3BqsHGc5MT6gEq9cRGMWuXOCk,Nisim Samama ツ,no,0.85,"Our listing is at 'Derech Aba Hillel Silver 301' (a street address), while Google's 'Biga Ayalon Mall' is at 'Ayalon Mall' (a shopping center). Despite the name similarity and same city, these are different locations 872m apart. Our address is a standalone restaurant; Google's is inside a mall, suggesting different businesses or different branches.",https://maps.google.com/?cid=10440451064810267422&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,verified,
right,3,LLM אישר (conf 0.85) — נחסם קודם רק בגלל רף ה-0.9,3073,pending-triage-right,llm-uncertain,אושי אושי עזריאלי,"גולדה מאיר 7, קניון חולון, Israel",32.0112318,34.7824462,ChIJJbOI0Za2AhURDI3_JD1rhJI,Oshi Oshi,"סוקולוב 49 (רשמו בווייז שנקר 45, עמוס בשל עבודות הרכבת הקלה סניף נוסף בקניון חולון, Sokolow 7, Holon, 5826803, Israel",32.012287799999996,34.779430399999995,0.444,308,OPERATIONAL,food,asian_restaurant,asian_restaurant;restaurant;food;point_of_interest;establishment,03-651-4441,4,1278,Monday: 10:30 AM – 12:00 AM | Tuesday: 10:30 AM – 12:00 AM | Wednesday: 10:30 AM – 1:00 AM | Thursday: 10:30 AM – 1:00 AM | Friday: 10:30 AM – 3:30 PM | Saturday: 8:00 PM – 1:00 AM | Sunday: 10:30 AM – 12:00 AM,yes,places/ChIJJbOI0Za2AhURDI3_JD1rhJI/photos/AaVGc3kImSkYmGbZ5Nb8zitK-fKA8ktY2_sedrrBZV5WAyyRBsz5xdzYIvoZbsjM37wqQ0r6uzhDyr0iDK03tNtguyd_xrSSJKArYhAq_1YASi6cfb6EYOFuklc-NmQy2b4MHNPWZWysGdpa-xcCJy817h8JfM6WU_oSszrxhVmzzGLYMRe_ymrDAIOVqxuY9v6sd0Y_JF1lxahqv6oG0I2gaI82pvCJSNcVGQNFZ7VJnvXi2sEh4nFmMJvDNvRljcAQ5ycJBJCv8PbYdSRpfRKhnb73mW1L51aF0_UXAQ_hv_Fn76CPAjyBI8Ms7FbXQqsceCD1QDEMYTyQIM4kriuSR37i2q_ng9mtsx3bwJordrdjyFBmjQ9yQ6_2LdU3N9Ww-GFdCWLawFzbOwF13tQ7gGcgBUoDRflGAQX-JS6xe3yPLlPYUDCVZxvUtAp22w,אושי אושי חולון,yes,0.85,"Same unique business name (Oshi Oshi). A's address clearly states 'קניון חולון' (Holon mall/center). B's address explicitly mentions 'סניף נוסף בקניון חולון' (additional branch in Holon mall). Despite different street addresses, both refer to locations within the same shopping center. The 308m distance and address discrepancies are consistent with multiple entrances/locations within a large mall complex.",https://maps.google.com/?cid=10557681336821189900&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,verified,
right,3,שם זהה/תעתיק (sim 1.00) + אותה עיר,3098,pending-triage-right,rule,תימנה,"המרץ 13, ראש העין, Israel",32.1061584,34.9361888,ChIJMSANrSg3HRURq3q1XMun9NU,מסעדת תימנה,"HaMerEts St 13, Rosh Haayin, Israel",32.1057777,34.9400329,1.000,365,CLOSED_PERMANENTLY,food,restaurant,restaurant;point_of_interest;food;establishment,03-938-8822,4.4,667,,yes,places/ChIJMSANrSg3HRURq3q1XMun9NU/photos/AaVGc3n6Fp8C27EmzmmGzgzUdm_NRx8llyDfd7vgFx4YPkTa-33sX0PAaTA5wHPpce6-NgrzLvF6LFnTkYiEB816WHTyk66FTDcKu15-o9rZXE5E4bQFOwh6FfMcBtj2EjKUqeOGFwyLwoGXRllkvxeYdUsRFN95t-yLtoqy3bejVSoquZze1P2SrXKTIUFnCAwGgqoNIvBM4wyI_Vpml0tKBXCvRchJrONdSr8pWxHapOm0_2Z1nuHAEXi_mR87omhwIjiuiCEoSWbYZkitBh3UllLh3ZZEFXPWeXd-AqmMXJ63rE6iZrFaqZjZ7MHO7KIO9x9NAjrZsUG5lCRRi5bXUPRgZwTxQq-CK5XL1pxEcE37ea6yXheqyOH9J7HUUqcwd743jSN4ht10SeSFfR43mqZ4cih-bgjq9DKXI6Xkf6o,Yael Shirin,,,,https://maps.google.com/?cid=15417131916271647403&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,verified,
right,3,שם זהה/תעתיק (sim 0.67) + רחוב+בית זהים,3110,pending-triage-right,regular,נאו סושי בר,"כצנלסון 55, גבעתיים, Israel",32.0753877,34.8072268,ChIJbYy-gbpLHRURwnf1ynU2GYA,Neo Sushi Bar,"Katzenelson St 55, Giv'atayim, Israel",32.0753894,34.8071314,0.667,9,OPERATIONAL,food,restaurant,sushi_restaurant;asian_restaurant;meal_takeaway;japanese_restaurant;restaurant;food;point_of_interest;establishment,03-670-5252,4.2,3110,Monday: 11:00 AM – 12:00 AM | Tuesday: 11:00 AM – 12:00 AM | Wednesday: 11:00 AM – 12:00 AM | Thursday: 11:00 AM – 12:00 AM | Friday: 11:00 AM – 4:00 PM | Saturday: 8:30 PM – 12:00 AM | Sunday: 11:00 AM – 12:00 AM,yes,places/ChIJbYy-gbpLHRURwnf1ynU2GYA/photos/AaVGc3nrak2ibwSY21xPXZQjvA7gpkD8txFqWuP4OtVgGCIvHNSmx7RYuusHpXZQkZCaQzvS3YGzt8PVBssiVudKPR1zVofo-LgNiyKUGKgT4U_7GyylIMKHEs5xzzMqc5_Y4swaZ_hrmrmQd8o_2S8TBOy4sLAxrrFaP38XjIKI8EhHTPbhHBlAv75NQGI5oSpt5HQIb68JeH-AFAdosDwOPS0SlEYza7kZrCRxyBkvxFVNHkGDBcAS24RPl0-Pt-hWr0HfMycShu6Oxr45Ltz0Bu84dW_VkQtYkwYp1Knb-glkK_46qwzv1_6rxsQuuCMSaU-l0XhmHDhx2Tvl6Cu4h6Hjw4OFdb6Wf-3bF1HzBZs8UJDvqd39zyjbl6PA9xPWUVppECHJY5GTgkDAPEV5gQrJxT1L_t83RoKJA0Hr7cRXZvHbz_Gd_kgeo2Cilw,נאו סושי - סושי כשר,,,,https://maps.google.com/?cid=9230468790816700354&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,verified,"dup-place ChIJbYy-gbpLHR (winner #4450 ""Neo after dark"")"
right,3,שם זהה/תעתיק (sim 1.00) + רחוב+בית זהים,3114,pending-triage-right,regular,לה מיאל,"יד חרוצים 14, תל אביב, Israel",32.0617073,34.7831325,ChIJ7VWsTP9LHRURWUdEY2Ojcno,מסעדה צרפתית תל אביב - מסעדת לה מיאל | Le Miel TLV,"Yad Harutsim St 14, Tel Aviv-Yafo, 6770007, Israel",32.0615048,34.7833141,1.000,28,OPERATIONAL,food,restaurant,restaurant;food;point_of_interest;establishment,052-428-7022,4.2,239,Monday: Closed | Tuesday: 9:30 PM – 1:30 AM | Wednesday: 9:30 PM – 1:30 AM | Thursday: 9:30 PM – 1:30 AM | Friday: Closed | Saturday: 9:30 PM – 1:30 AM | Sunday: Closed,yes,places/ChIJ7VWsTP9LHRURWUdEY2Ojcno/photos/AaVGc3kU7DZYshzkqz2qgPsJ5fd3zAGXTw6tWQInLChLFHdmMjD-Iz_xf-9PEirccPn8jeaghOtSJ5iLMMcB64y0VurslTw6cQAXLRRJCOTCfl0pueCKDHFM9xOQF_cyR4mgv2SenpVugN22G4UuyFdU_Vn1jPVMo48c0apLTXgKZvaC51x7MRcRDC3YMCSpDQsRssjA-3Uj1kOy1YI6_kiOhWkiHJnrnlZQeipHJGxl4lzbXgBVuY9Gg38rZ5nl8PyveJvyPmjQBHTPLRoPae9QkWDkkL4xEKq7vM0G0w0uVHzVzVDGWMnopvvvGOVDIzTGFZLxL_5sWprKinJjW8vxgcaotQSGpjk-6OdMOV1pQRjsmIC28f6D2eIzplE4vIT4_4V68GRZQwXnPXRgpEYl8cjcUsC1XvxXLaQV26lllb9pcR0Q8GKhlAFCXzodkTOT,מסעדה צרפתית תל אביב - מסעדת לה מיאל | Lemiel TLV,,,,https://maps.google.com/?cid=8823294267234731865&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,verified,"dup-place ChIJ7VWsTP9LHR (winner #6986 ""Le Miel"")"
right,3,שם זהה/תעתיק (sim 1.00) + רחוב+בית זהים,3122,pending-triage-right,rule,פיאצה גרנדה,"אלוף קלמן מגן 5, רחוב הארבעה, תל אביב, Israel",32.0714687,34.7870533,ChIJpdiyreVLHRURKwjE5PRCMNo,Piazza Grande - פיאצה גרנדה מסעדה איטלקית כשרה,"מתחם שרונה מרקט, Aluf Kalman Magen 5, Tel Aviv-Jaffa, 60000, Israel",32.071503,34.7870151,1.000,5,CLOSED_PERMANENTLY,food,italian_restaurant,italian_restaurant;restaurant;food;point_of_interest;establishment,03-671-4653,3.7,410,,yes,places/ChIJpdiyreVLHRURKwjE5PRCMNo/photos/AaVGc3n9wbQpOvZowWsRCqxKBhPdJFZxhWG4r2ZqWaPovXS1dRJWzgcKu4DSDz2BVOqWjPxKkshiGxr84P_2bgR_YKY7MJn8pirh77ZKMin8GHi-C0b0RhHvkHqxOacWYcwQNCqlBNxMKRildaHG10iNdfNZslpeb4On8rkZkNX8Ip15BQZXhKWTJbGpXxNg6Q_0CFfsRbOsz-h73hLWePPQbc3Qj6aYOg5ZRq70jaJDbTdlJkp2xqMJjAe0-lILz9ne1CsBN5tGoqeriBmk-ntcEnUuo0vmDR12iTHatLqBYUlehwwamjk5joInRa0xCyDhgGKrNO8t8cNyVAcSMHmdO_GYcehc_EufcSS1YgSpM9E2C4NaqGLfMbJ7gjhDGcb-gExAcJiPTIjl1zbRfvWzZp9Tt96BXrPirc2NDq8rxZQPrtJs,Ayelet Naftali,,,,https://maps.google.com/?cid=15722139918727907371&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,verified,
